Timestamp,mobile-15,mobile-13,mobile-14,mobile-9,mobile-39,mobile-37,mobile-21,mobile-43,mobile-10,mobile-22,mobile-32,mobile-44,mobile-34,mobile-49,mobile-46,mobile-23,mobile-45,mobile-8,mobile-31,mobile-36,mobile-7,mobile-12,mobile-5,mobile-11,mobile-42,static-15,static-13
2020-04-06 04:30:00,,,,,,,,23.0,22.0,22.0,,,,,,,,,,,,,,,,19.139,19.84
2020-04-06 04:40:00,,,,,,,,25.0,26.0,25.0,,,,,,,,,,,,,,,,19.185,19.739
2020-04-06 04:50:00,,,,,,,,24.0,25.0,24.0,,,,,,,,,,,,,,,,18.907,19.236
2020-04-06 05:00:00,,,,,,,,25.0,24.0,22.0,,,,,,,,,,,,,,,,19.357,19.018
2020-04-06 05:10:00,,,,,,,,22.0,23.0,28.0,,,,,,,,,,,,,,,,19.169,19.000999999999998
2020-04-06 05:20:00,,,,,,,,24.0,23.0,22.0,,,,,,,,,,,,,,,,19.789,19.509
2020-04-06 05:30:00,,,,,,,,24.0,23.0,23.0,,,,,,,,,,,,,,,,19.756,19.878
2020-04-06 05:40:00,,,,,,,,27.0,25.0,24.0,,,,,,,,,,,,,,,,18.942,18.957
2020-04-06 05:50:00,,,,,,,,24.0,22.0,25.0,,,,,,,,,,,,,,,,19.889,19.781
2020-04-06 06:00:00,,,,,,,,26.0,24.0,26.0,,,,,,,,,,,,,,,,19.515,19.884
2020-04-06 06:10:00,,,,,,,,28.0,,24.0,,,,,,,,,,,,,,,,19.961,19.21
2020-04-06 06:20:00,,,,18.0,,,,26.0,,26.0,,,,,,,,,,,,,,,,19.852,19.563
2020-04-06 06:30:00,,,,18.0,,,,25.0,,24.0,,,,,,,,,,,,,,,,19.785,19.979
2020-04-06 06:40:00,,,,17.0,,,,24.0,,23.0,,,,,,,,,,,,,,,,19.988,19.98
2020-04-06 06:50:00,,,,,,,,24.0,,,,,,,,,,,,,,,,,,19.892,19.678
2020-04-06 07:00:00,,,,,,,,23.0,,,,,,,,,,,,,,,,,,19.583,19.003
2020-04-06 07:10:00,,,,,,,,24.0,,,,,,,,,,,,,,,,,,18.941,19.532
2020-04-06 07:20:00,,,,,,,,27.0,,,,,,,,,,,51.0,,,,,,,19.783,18.842
2020-04-06 07:30:00,,,,,,,,23.0,,,,,,,,,,,48.0,,,,,,,19.79,19.477
2020-04-06 07:40:00,,,,,,,,24.0,,,50.0,,,,,,,50.0,50.0,,,,,,,19.907,19.922
2020-04-06 07:50:00,,,,,,,,25.0,,,58.0,,,,,,,,49.0,,,,,,,19.7,19.079
2020-04-06 08:00:00,,,,,,,,25.0,,,,,,,,,,,48.0,,,,,,,19.623,19.71
2020-04-06 08:10:00,,,,,,,,22.0,,,,,,,,,,,49.0,,44.0,,,,,19.78,19.756
2020-04-06 08:20:00,,,,,,,,25.0,,,,,,,,,,,48.0,,42.0,,,,,18.213,19.58
2020-04-06 08:30:00,,,,,,,,24.0,,,,,,,,,,,48.0,,42.0,,,,,19.814,19.683
2020-04-06 08:40:00,,,,,,,,26.0,,,,,,,,,,,49.0,,41.0,,,,,19.632,18.338
2020-04-06 08:50:00,,,,,,,,27.0,,,,,,,,,,,50.0,,47.0,,,,,19.695,19.703
2020-04-06 09:00:00,,,,,,,,23.0,,,,,,,,,,,49.0,,43.0,,,,,19.683,19.930999999999997
2020-04-06 09:10:00,,,,,,,,24.0,,,,,,,,,,,49.0,,43.0,,,,,20.0,19.489
2020-04-06 09:20:00,,,,,,,,25.0,,,,,,,,,,,49.0,,45.0,,,,,19.689,19.852999999999998
2020-04-06 09:30:00,,,,,,,,24.0,,,,,,,,,,,48.0,,45.0,,,,,19.205,19.767
2020-04-06 09:40:00,,,,,,,,27.0,,,,,,,,,,,47.0,,43.0,,,,,19.879,19.248
2020-04-06 09:50:00,,,,,,,,24.0,,,,,,,,,,,48.0,,43.0,,,,,19.977999999999998,19.955
2020-04-06 10:00:00,,,,,,,,27.0,,,,,,,,,,,50.0,,43.0,,,,,19.948,19.736
2020-04-06 10:10:00,,,,,19.0,,,25.0,,,,,,,,,,,50.0,,38.0,,,,,19.592,19.918
2020-04-06 10:20:00,,,,,20.0,,,24.0,,,,,,,,,,,48.0,,38.0,,,,,19.132,19.441
2020-04-06 10:30:00,,,,,19.0,,,27.0,,,,22.0,,,,,,,49.0,,43.0,,,,,19.8,19.942
2020-04-06 10:40:00,,,,,15.0,,,24.0,,,,34.0,,,,,,,51.0,,884.8006581850972,,,,,19.678,19.278
2020-04-06 10:50:00,,,,,17.0,,,26.0,,,,28.0,,,,,,,48.0,,40.0,,,,,19.236,19.687
2020-04-06 11:00:00,,,,,18.0,,,24.0,,,,32.0,,,,,,,49.0,,38.0,,,,,19.608,19.015
2020-04-06 11:10:00,,,,,18.0,,,25.0,,,,30.0,,,,,,,53.0,,46.0,,,,,19.944000000000003,19.699
2020-04-06 11:20:00,,,,,18.0,,,23.0,,,,29.0,,,35.0,,,,47.0,,43.0,,,,,19.857,19.836
2020-04-06 11:30:00,,,,19.0,20.0,,,26.0,,,,29.0,,,36.0,,,,48.0,,41.0,,,,,19.676,19.541
2020-04-06 11:40:00,,,,16.0,16.0,,,27.0,,,,30.0,,,36.0,,,,49.0,,47.0,,,,,19.910999999999998,19.838
2020-04-06 11:50:00,,,,20.0,17.0,,,24.0,,,,32.0,,,35.0,,,,52.0,,42.0,47.0,,,,19.798,19.588
2020-04-06 12:00:00,,,,24.0,17.0,,,24.0,,,,34.0,,,36.0,,,,49.0,,44.0,48.0,,,,19.887999999999998,19.919
2020-04-06 12:10:00,,,,16.0,19.0,,,23.0,,,,30.0,,,40.0,,,,47.0,,48.0,,,,,19.843,19.64
2020-04-06 12:20:00,,,,17.0,18.0,,,27.0,,,,31.0,,,35.0,,,,50.0,,43.0,,,,,19.832,19.442
2020-04-06 12:30:00,,,,20.0,16.0,,,24.0,,,,28.0,,,36.0,,,,48.0,,45.0,,,,,19.759,19.725
2020-04-06 12:40:00,,,,16.0,20.0,,,27.0,,,,29.0,,,35.0,34.0,,,48.0,,41.0,,,,,19.855,18.997
2020-04-06 12:50:00,,,,17.0,17.0,,,26.0,,,,29.0,,,37.0,36.0,,,48.0,,43.0,,,,45.0,19.688,19.683
2020-04-06 13:00:00,,,,18.0,,,,27.0,,,,32.0,,,33.0,38.0,,,49.0,,40.0,,,,41.0,19.403,19.535
2020-04-06 13:10:00,,,,17.0,,,,28.0,,,,32.0,,,,38.0,,,49.0,,44.0,,,,,19.922,19.584
2020-04-06 13:20:00,,,,17.0,,,,25.0,,,,,,,,36.0,,,48.0,,45.0,,,,,19.979,18.333
2020-04-06 13:30:00,,,,16.0,,,,25.0,,,,,,,,39.0,,,54.0,,44.0,,,,,19.906,19.886
2020-04-06 13:40:00,,,,16.0,,,,884.0077853857488,,,,,,,,36.0,,,47.0,,41.0,,,,,19.875999999999998,19.173
2020-04-06 13:50:00,,,,18.0,,,,27.0,,,,,,,,36.0,,,54.0,,48.0,,,,,19.783,19.784000000000002
2020-04-06 14:00:00,,,,16.0,,,,23.0,,,,,,,,37.0,,,50.0,,43.0,,,49.0,,19.886,19.954
2020-04-06 14:10:00,,,,18.0,,,,25.0,,,,,,,,38.0,,,48.0,,43.0,,,46.0,,19.227999999999998,18.755
2020-04-06 14:20:00,,,,17.0,,,,25.0,,,,,,,,37.0,,,48.0,,44.0,,,46.0,,19.512,19.905
2020-04-06 14:30:00,,,,17.0,,,,25.0,,,,,,,,37.0,,,49.0,,42.0,,,,,19.379,19.57
2020-04-06 14:40:00,,,,16.0,,,,22.0,,,,,,,,37.0,,,52.0,,45.0,,,,,19.49,19.55
2020-04-06 14:50:00,,,,16.0,,,,24.0,,,,,,,,37.0,,,47.0,,45.0,,,,,19.903,19.964000000000002
2020-04-06 15:00:00,,,,14.0,,,,24.0,,,,,,,,36.0,,,47.0,,42.0,,,,,19.575,19.721
2020-04-06 15:10:00,,,,20.0,,,,25.0,,,,,,,,37.0,,,52.0,,42.0,,,,,19.865,19.174
2020-04-06 15:20:00,,,,16.0,,,,22.0,,,,,,,,38.0,,,49.0,,38.0,,,,,19.602,19.593
2020-04-06 15:30:00,,,,22.0,,,,24.0,,,,,,,,38.0,,,47.0,,40.0,,,,,19.733,19.979
2020-04-06 15:40:00,,,,20.0,,,,24.0,,,,,,,,37.0,,,48.0,,39.0,,,,,19.936,19.535
2020-04-06 15:50:00,,,,17.0,,,,22.0,,,,,,,,37.0,,,47.0,,42.0,,,,,19.839000000000002,19.612000000000002
2020-04-06 16:00:00,,,,14.0,,,,23.0,,,,,,,,36.0,,,51.0,,40.0,,,,,19.137999999999998,19.878
2020-04-06 16:10:00,,,,17.0,,,,23.0,,,,,,,,,,,47.0,,44.0,,,,,19.709,19.757
2020-04-06 16:20:00,,,,20.0,,,,24.0,24.0,,,,,,,,,,,,42.0,,,,,18.765,19.475
2020-04-06 16:30:00,,,,16.0,,,,23.0,25.0,,,,,,,,,,,,41.0,,,,,19.56,18.285
2020-04-06 16:40:00,,,,17.0,,,,25.0,23.0,20.0,,,16.0,,,,,,,,40.0,,,,48.0,18.79,19.915
2020-04-06 16:50:00,,,,22.0,,,,24.0,24.0,22.0,52.0,,18.0,,,,,,,,41.0,,,46.0,,18.962,18.935
2020-04-06 17:00:00,,,,17.0,,,,850.4804223545217,23.0,23.0,48.0,,,,,,,,,,,,,45.0,,18.792,19.1
2020-04-06 17:10:00,,,,13.0,,,,25.0,24.0,28.0,,,,,,,,,,,,,,44.0,,19.827,19.615
2020-04-06 17:20:00,,,,,,,,24.0,26.0,21.0,,,,,,,,,,,,,,,,19.814,19.930999999999997
2020-04-06 17:30:00,,,,,,,,24.0,25.0,,,,,,,,,,,,,,,,,19.588,18.75
2020-04-06 17:40:00,,,,,,,,26.0,22.0,,,,,,,,,,,,,,,,,19.68,18.939
2020-04-06 17:50:00,,,,,,,,30.0,23.0,,,,,,,,,,,,,,,,,19.662,19.154
2020-04-06 18:00:00,,,,,,,,25.0,27.0,,,,,,,,,,,,,,,,,19.659000000000002,19.74
2020-04-06 18:10:00,,,,,,,,25.0,23.0,,,,,,,,,,,,,,,,,19.798,19.445
2020-04-06 18:20:00,,,,,,,,31.0,25.0,,,,,,,,,,,,,,,,,19.672,19.835
2020-04-06 18:30:00,,,,,,,,24.0,24.0,,,,,,,,,,,,,,,,,19.083,19.467
2020-04-06 18:40:00,,,,,,,,25.0,25.0,,,,,,,,,,,,,,,,,19.916,19.37
2020-04-06 18:50:00,,,,,,,,25.0,717.9545696216983,,,,,,,,,,,,,,,,,19.494,19.967
2020-04-06 19:00:00,,,,,,,,24.0,22.0,24.0,,,,,,,,,,,,,,,,18.56,19.932000000000002
2020-04-06 19:10:00,,,,,,,,26.0,25.0,24.0,,,,,,,,,,,,,,,,19.375,19.503
2020-04-06 19:20:00,,,,,,,,27.0,25.0,24.0,,,,,,,,,,,,,,,,19.973,19.293
2020-04-06 19:30:00,,,,,,,,24.0,23.0,609.9814572975379,,,,,,,,,,,,,,,,18.921,19.674
2020-04-06 19:40:00,,,,,,,,25.0,24.0,26.0,,,,,,,,,,,,,,,,19.989,19.094
2020-04-06 19:50:00,,,,,,,,25.0,24.0,24.0,,,,,,,,,,,,,,,,19.779,18.748
2020-04-06 20:00:00,,,,,,,,26.0,23.0,25.0,,,,,,,,,,,,,,,,19.543,19.953
2020-04-06 20:10:00,,,,,,,,26.0,26.0,24.0,,,,,,,,,,,,,,,,19.976,19.78
2020-04-06 20:20:00,,,,,,,,25.0,25.0,23.0,,,,,,,,,,,,,,,,19.265,19.754
2020-04-06 20:30:00,,,,,,,,26.0,27.0,26.0,,,,,,,,,,,,,,,,19.959,19.897000000000002
2020-04-06 20:40:00,,,,,,,,27.0,24.0,25.0,,,,,,,,,,,,,,,,19.862000000000002,19.651
2020-04-06 20:50:00,,,,,,,,28.0,23.0,26.0,,,,,,,,,,,,,,,,19.985,19.051
2020-04-06 21:00:00,,,,,,,,24.0,25.0,24.0,,,,,,,,,,,,,,,,19.745,19.739
2020-04-06 21:10:00,,,,,,,,27.0,25.0,27.0,,,,,,,,,,,,,,,,19.292,18.923
2020-04-06 21:20:00,,,,,,,,23.0,26.0,26.0,,,,,,,,,,,,,,,,19.577,19.838
2020-04-06 21:30:00,,,,,,,,24.0,22.0,24.0,,,,,,,,,,,,,,,,19.963,19.894000000000002
2020-04-06 21:40:00,,,,,,,,25.0,22.0,1283.9940255725035,,,,,,,,,,,,,,,,19.814,19.686
2020-04-06 21:50:00,,,,,,,,26.0,25.0,24.0,,,,,,,,,,,,,,,,19.898,19.108
2020-04-06 22:00:00,,,,,,,,24.0,28.0,21.0,,,,,,,,,,,,,,,,19.802,19.407
2020-04-06 22:10:00,,,,,,,,26.0,25.0,24.0,,,,,,,,,,,,,,,,18.438,19.66
2020-04-06 22:20:00,,,,,,,,23.0,28.0,24.0,,,,,,,,,,,,,,,,19.94,19.544
2020-04-06 22:30:00,,,,,,,,28.0,24.0,24.0,,,,,,,,,,,,,,,,19.455,18.742
2020-04-06 22:40:00,,,,,,,,24.0,26.0,25.0,,,,,,,,,,,,,,,,18.516,18.535
2020-04-06 22:50:00,,,,,,,,24.0,29.0,26.0,,,,,,,,,,,,,,,,19.711,19.338
2020-04-06 23:00:00,,,,,,,,24.0,28.0,24.0,,,,,,,,,,,,,,,,18.826,19.842
2020-04-06 23:10:00,,,,,,,,26.0,26.0,26.0,,,,,,,,,,,,,,,,19.976,19.965
2020-04-06 23:20:00,,,,,,,,25.0,28.0,29.0,,,,,,,,,,,,,,,,19.92,18.616
2020-04-06 23:30:00,,,,,,,,22.0,25.0,25.0,,,,,,,,,,,,,,,,18.535999999999998,19.76
2020-04-06 23:40:00,,,,,,,,26.0,24.0,27.0,,,,,,,,,,,,,,,,19.519000000000002,19.565
2020-04-06 23:50:00,,,,,,,,26.0,26.0,22.0,,,,,,,,,,,,,,,,19.805999999999997,19.686
2020-04-07 00:00:00,,,,,,,,24.0,23.0,25.0,,,,,,,,,,,,,,,,19.92,18.976
2020-04-07 00:10:00,,,,,,,,27.0,25.0,24.0,,,,,,,,,,,,,,,,19.750999999999998,19.945999999999998
2020-04-07 00:20:00,,,,,,,,25.0,26.0,25.0,,,,,,,,,,,,,,,,19.826,19.340999999999998
2020-04-07 00:30:00,,,,,,,,23.0,25.0,26.0,,,,,,,,,,,,,,,,18.895,18.544
2020-04-07 00:40:00,,,,,,,,27.0,418.8109203642624,607.4546788342187,,,,,,,,,,,,,,,,19.85,19.887
2020-04-07 00:50:00,,,,,,,,22.0,25.0,23.0,,,,,,,,,,,,,,,,19.785,19.453
2020-04-07 01:00:00,,,,,,,,24.0,26.0,22.0,,,,,,,,,,,,,,,,19.262,18.294
2020-04-07 01:10:00,,,,,,,,27.0,29.0,25.0,,,,,,,,,,,,,,,,19.983,19.717
2020-04-07 01:20:00,,,,,,,,25.0,26.0,24.0,,,,,,,,,,,,,,,,19.881,19.724
2020-04-07 01:30:00,,,,,,,,25.0,24.0,23.0,,,,,,,,,,,,,,,,19.395,19.85
2020-04-07 01:40:00,,,,,,,,25.0,24.0,23.0,,,,,,,,,,,,,,,,19.992,19.615
2020-04-07 01:50:00,,,,,,,,29.0,23.0,22.0,,,,,,,,,,,,,,,,19.492,19.805999999999997
2020-04-07 02:00:00,,,,,,,,26.0,24.0,25.0,,,,,,,,,,,,,,,,19.94,18.868
2020-04-07 02:10:00,,,,,,,,26.0,28.0,23.0,,,,,,,,,,,,,,,,19.549,19.822
2020-04-07 02:20:00,,,,,,,,22.0,24.0,27.0,,,,,,,,,,,,,,,,19.835,18.765
2020-04-07 02:30:00,,,,,,,,23.0,24.0,25.0,,,,,,,,,,,,,,,,19.479,19.889
2020-04-07 02:40:00,,,,,,,,28.0,26.0,26.0,,,,,,,,,,,,,,,,19.789,19.583
2020-04-07 02:50:00,,,,,,,,27.0,23.0,22.0,,,,,,,,,,,,,,,,751.7139999999999,19.736
2020-04-07 03:00:00,,,,,,,,28.0,25.0,23.0,,,,,,,,,,,,,,,,18.849,19.918
2020-04-07 03:10:00,,,,,,,,26.0,27.0,24.0,,,,,,,,,,,,,,,,19.599,19.463
2020-04-07 03:20:00,,,,,,,,23.0,23.0,23.0,,,,,,,,,,,,,,,,19.913,19.766
2020-04-07 03:30:00,,,,,,,,25.0,24.0,23.0,,,,,,,,,,,,,,,,19.500999999999998,19.508
2020-04-07 03:40:00,,,,,,,,26.0,26.0,24.0,,,,,,,,,,,,,,,,19.958,17.892
2020-04-07 03:50:00,,,,,,,,26.0,24.0,24.0,,,,,,,,,,,,,,,,19.778,19.936
2020-04-07 04:00:00,,,,,,,,26.0,25.0,23.0,,,,,,,,,,,,,,,,19.756,19.53
2020-04-07 04:10:00,,,,,,,,26.0,29.0,27.0,,,,,,,,,,,,,,,,19.808,18.872
2020-04-07 04:20:00,,,,,,,,24.0,25.0,25.0,,,,,,,,,,,,,,,,18.852999999999998,19.707
2020-04-07 04:30:00,,,,,,,,25.0,24.0,26.0,,,,,,,,,,,,,,,,19.829,19.382
2020-04-07 04:40:00,,,,,,,,24.0,22.0,27.0,,,,,,,,,,,,,,,,19.227,19.896
2020-04-07 04:50:00,,,,,,,,25.0,29.0,25.0,,,,,,,,,,,,,,,,18.882,19.796
2020-04-07 05:00:00,,,,,,,,26.0,27.0,25.0,,,,,,,,,,,,,,,,19.73,19.955
2020-04-07 05:10:00,,,,,,,,32.0,25.0,23.0,,,,,,,,,,,,,,,,19.965999999999998,19.277
2020-04-07 05:20:00,,,,,,,,22.0,24.0,27.0,,,,,,,,,,,,,,,,19.921,19.53
2020-04-07 05:30:00,,,,,,,,26.0,27.0,24.0,,,,,,,,,,,,,,,,19.785999999999998,18.570999999999998
2020-04-07 05:40:00,,,,,,,,26.0,24.0,23.0,,,,,,,,,,,,,,,,19.942999999999998,19.844
2020-04-07 05:50:00,,,,,,,,24.0,25.0,21.0,,,,,,,,,,,,,,,,19.726,18.744
2020-04-07 06:00:00,,,,,,,,27.0,27.0,24.0,,,,,,,,,,,,,,,,19.715,19.685
2020-04-07 06:10:00,,,,,,,,25.0,23.0,27.0,,,,,,,,,,,,,,,,19.561,19.742
2020-04-07 06:20:00,,,,,,,,25.0,30.0,24.0,,,,,,,,,,,,,,,,19.721,629.206
2020-04-07 06:30:00,,,,,,,,24.0,25.0,23.0,,,,,,,,,,,,,,,,19.727999999999998,19.986
2020-04-07 06:40:00,,,,,,,,26.0,25.0,23.0,,,,,,,,,,,,,,,,18.985,18.932000000000002
2020-04-07 06:50:00,,,,,,,,26.0,25.0,23.0,,,,,,,,,,,,,,,,19.937,19.808
2020-04-07 07:00:00,,,,,,,,28.0,28.0,26.0,,,,,,,,,,,,,,,,19.921,19.046
2020-04-07 07:10:00,,,,,,,,25.0,25.0,28.0,,,,,,,,,,,,,,,,19.583,19.864
2020-04-07 07:20:00,,,,,,,,26.0,22.0,26.0,,,,,,,,,,,,,,,,19.788,18.715
2020-04-07 07:30:00,,,,,,,,25.0,25.0,24.0,,,,,,,,,,,,,,,,19.965,19.683
2020-04-07 07:40:00,,,,,,,,23.0,,24.0,,,,,,,,,,,,,,,,19.871,19.893
2020-04-07 07:50:00,,,,,,,,24.0,,23.0,,,,,,,,,,,,,,,,19.706,19.982
2020-04-07 08:00:00,,,,,,,,25.0,,24.0,,,,,,,,,,,40.0,,,,,19.436,19.775
2020-04-07 08:10:00,,,,,,,,27.0,,23.0,60.0,,,,,37.0,,,,,39.0,,,,,18.749000000000002,19.840999999999998
2020-04-07 08:20:00,,,,,,,,26.0,,27.0,44.0,,,,,36.0,,,,,42.0,,,,,19.857,19.366
2020-04-07 08:30:00,,,,,,,,23.0,,26.0,,,,,,35.0,,,,,42.0,,,,,19.537,18.412
2020-04-07 08:40:00,,,,,,,,25.0,,23.0,,,,,,36.0,,,,,40.0,,,,,18.914,19.713
2020-04-07 08:50:00,,,,,,,,28.0,,24.0,,,,,,36.0,,,,,42.0,,,,,18.914,19.5
2020-04-07 09:00:00,,,,,,,,24.0,,24.0,,,,,,37.0,,,,,40.0,,,,,19.812,18.787
2020-04-07 09:10:00,,,,,,,,25.0,,25.0,,,,,,36.0,,,,,40.0,,,,,19.927,19.809
2020-04-07 09:20:00,,,,,,,,25.0,,25.0,,,,,,37.0,,,,,39.0,,,,,19.377,19.232
2020-04-07 09:30:00,,,,,,,,24.0,,23.0,,,,,,36.0,,,,,42.0,,,,,19.723,19.928
2020-04-07 09:40:00,,,,,,,,24.0,,26.0,,,,,,36.0,,,,,40.0,,,,,19.414,18.939
2020-04-07 09:50:00,,,,,,,,27.0,,28.0,,,,,,36.0,,,,,40.0,,,,,19.842,19.514
2020-04-07 10:00:00,,,,,,,,26.0,,25.0,,,,,,37.0,,,,,40.0,,,,,19.67,19.79
2020-04-07 10:10:00,,,,,15.0,,,23.0,,25.0,,,,,,36.0,,,,,44.0,,,,,19.461,19.928
2020-04-07 10:20:00,,,,,16.0,,,25.0,,22.0,,,,,,37.0,,,,,41.0,,,,,19.807000000000002,19.544
2020-04-07 10:30:00,,,,,17.0,,,26.0,,25.0,,,,,,38.0,,,,,41.0,,,,,19.364,19.51
2020-04-07 10:40:00,,,,,18.0,,,24.0,,23.0,,,,,,36.0,,,,,41.0,,,,,18.727999999999998,19.869
2020-04-07 10:50:00,,,,,16.0,,,28.0,,24.0,,,,,,36.0,,,,,39.0,,,,,19.799,19.840999999999998
2020-04-07 11:00:00,,,,,17.0,,,26.0,,26.0,,,,,,36.0,,,,,42.0,,,,,19.375999999999998,19.847
2020-04-07 11:10:00,,,,,14.0,,,25.0,,24.0,,29.0,,,35.0,36.0,,,,,41.0,,,,,19.887999999999998,19.633
2020-04-07 11:20:00,,,,,904.6771021141707,,,30.0,,24.0,,28.0,,,37.0,35.0,,,,,40.0,,,,,19.491,18.96
2020-04-07 11:30:00,,,,,20.0,,,25.0,,24.0,,28.0,,,38.0,35.0,,,,,38.0,,,,,19.495,19.642
2020-04-07 11:40:00,,,,,16.0,,,24.0,,22.0,,29.0,,,36.0,37.0,,,,,39.0,,,,,19.807000000000002,19.512999999999998
2020-04-07 11:50:00,,,,,18.0,,,27.0,,24.0,,34.0,,,36.0,35.0,,,,,42.0,,,,,19.668,19.535999999999998
2020-04-07 12:00:00,,,,,16.0,,,23.0,,28.0,,31.0,,,36.0,37.0,,,,,38.0,,,,47.0,19.488,19.932000000000002
2020-04-07 12:10:00,,,,,15.0,,,24.0,,24.0,,32.0,,,36.0,35.0,,49.0,48.0,,40.0,,,,49.0,19.773,19.697
2020-04-07 12:20:00,,,,,15.0,,,,,21.0,,30.0,,,37.0,36.0,,48.0,49.0,,40.0,,,,47.0,19.477,19.427
2020-04-07 12:30:00,,,,,16.0,,,,,,,,,,37.0,36.0,,49.0,50.0,,38.0,,,,48.0,19.8,19.581
2020-04-07 12:40:00,,,,,16.0,,,,,,,,,,37.0,37.0,,48.0,50.0,,40.0,,,,50.0,18.86,19.65
2020-04-07 12:50:00,,,,,16.0,,,,,,,,,,38.0,37.0,,48.0,50.0,,39.0,,,,44.0,19.451,19.625999999999998
2020-04-07 13:00:00,,,,,18.0,,,,,,,,,,36.0,37.0,,50.0,49.0,,42.0,,,,,19.655,19.98
2020-04-07 13:10:00,,,,15.0,15.0,,,,,,,,,,37.0,35.0,,49.0,52.0,,38.0,,,,,19.554000000000002,19.083
2020-04-07 13:20:00,,,,18.0,14.0,,,,,,,,17.0,,35.0,36.0,,,51.0,,39.0,,,,,19.671,19.789
2020-04-07 13:30:00,,,,16.0,,,,,,,,,,,37.0,35.0,,,52.0,,38.0,,,,,19.817999999999998,19.63
2020-04-07 13:40:00,,,,18.0,,,,,,,,,,,36.0,37.0,,,48.0,,40.0,,,,,19.936,19.445
2020-04-07 13:50:00,,,,17.0,,,,,,,,,,,37.0,36.0,,,50.0,,39.0,,44.0,,,19.373,19.688
2020-04-07 14:00:00,,,,17.0,,,,,,,,,,,36.0,36.0,,,50.0,,41.0,,45.0,,,19.622,19.823
2020-04-07 14:10:00,,,,16.0,,,,,,,,,,,36.0,38.0,,,48.0,,40.0,,47.0,,,19.383,19.96
2020-04-07 14:20:00,,,,18.0,,,,,,,,,,,36.0,38.0,,,47.0,,39.0,,46.0,,,19.97,19.708
2020-04-07 14:30:00,,,,17.0,,,,,,,,,,,38.0,36.0,,,49.0,,40.0,,54.0,,,19.861,18.947
