Timestamp,mobile-22,mobile-27,mobile-23,mobile-21,mobile-30,mobile-26,mobile-20,mobile-29,mobile-28,mobile-14,mobile-24,mobile-25
2020-04-06 12:20:00,,71.789,,,,,,,33.0,,,21.0
2020-04-06 12:30:00,,63.809,,,,,,,36.6,,,21.0
2020-04-06 12:40:00,,61.70400000000001,,,,,,,,,,22.0
2020-04-06 12:50:00,,59.599,,,,,,,,,,20.0
2020-04-06 13:00:00,,59.59700000000001,,,,,,,,,,21.0
2020-04-06 13:10:00,,65.495,,,,,,,,,,21.0
2020-04-06 13:20:00,,63.469,,,,,,,,,,21.0
2020-04-06 13:30:00,,61.40000000000001,,,,,,,,,15.0,21.0
2020-04-06 13:40:00,,63.402,,,,,,,,,17.0,20.0
2020-04-06 13:50:00,,63.31700000000001,,,,,,,,,,21.0
2020-04-06 14:00:00,,65.311,,,,,,,,,,20.0
2020-04-06 14:10:00,,63.203,,,,,,,,,,20.0
2020-04-06 14:20:00,,65.19800000000001,,,,,,,,,,19.0
2020-04-06 14:30:00,,59.213,,,,,,,,,,20.0
2020-04-06 14:40:00,,71.217,,,,,,,,,,20.0
2020-04-06 14:50:00,,73.093,,,,,,,,,,21.0
2020-04-06 15:00:00,,61.102,,,,,,,,,,22.0
2020-04-06 15:10:00,,65.1,,,,,,,,,,21.0
2020-04-06 15:20:00,,61.1,,,,,,,,,,21.0
2020-04-06 15:30:00,,61.1,,,,,,,,,,20.0
2020-04-06 15:40:00,,61.108,,,,,,,,,,21.0
2020-04-06 15:50:00,,62.99800000000001,,,,,,,,,,20.0
2020-04-06 16:00:00,,67.009,,,,,,39.0,,,,21.0
2020-04-06 16:10:00,,66.916,,31.0,,,,,,,,21.0
2020-04-06 16:20:00,,64.9,,29.0,,,,,,,,21.0
2020-04-06 16:30:00,,52.904,,29.0,,,,,,,,21.0
2020-04-06 16:40:00,,,,31.0,,,,,,,18.0,21.0
2020-04-06 16:50:00,,,,29.0,,,,,,,,
2020-04-06 17:00:00,,,,990.3795710665613,,,,,,,,
2020-04-06 17:10:00,,,,31.0,,,,,,,,
2020-04-06 17:20:00,,,,31.0,,,,,,,,
2020-04-06 17:30:00,,,,31.0,,,,,,,,
2020-04-06 17:40:00,,,44.0,32.0,16.0,,,,32.0,,,
2020-04-06 17:50:00,,,54.0,29.0,16.0,,,,32.8,,,
2020-04-06 18:00:00,,,52.0,30.0,16.0,,,,34.4,,,
2020-04-06 18:10:00,,,58.0,31.0,17.0,,,,33.0,,,
2020-04-06 18:20:00,,,52.0,29.0,17.0,,,,33.4,,,
2020-04-06 18:30:00,,,54.0,31.0,17.0,,,,32.6,,,
2020-04-06 18:40:00,,,56.0,29.0,16.0,,,,30.0,,,
2020-04-06 18:50:00,,,58.0,32.0,17.0,,,,32.4,,,
2020-04-06 19:00:00,,,54.0,29.0,17.0,,,,37.2,,,
2020-04-06 19:10:00,,,54.0,30.0,17.0,,,,40.0,,,
2020-04-06 19:20:00,,,56.0,29.0,17.0,,,,34.4,,,
2020-04-06 19:30:00,,,54.0,953.9183640206157,16.0,,,,34.2,,,
2020-04-06 19:40:00,,,58.0,27.0,17.0,,,,35.2,,,
2020-04-06 19:50:00,,,54.0,31.0,17.0,,,,33.4,,,
2020-04-06 20:00:00,,,64.0,29.0,17.0,,,,30.8,,,
2020-04-06 20:10:00,,,56.0,29.0,15.0,,,,32.8,,,
2020-04-06 20:20:00,,,58.0,30.0,17.0,,,,30.6,,,
2020-04-06 20:30:00,,,62.0,30.0,17.0,,,,30.2,,,
2020-04-06 20:40:00,,,52.0,33.0,18.0,,,,31.2,,,
2020-04-06 20:50:00,,,54.0,29.0,18.0,,,,31.0,,,
2020-04-06 21:00:00,,,58.0,27.0,16.0,,,,32.0,,,
2020-04-06 21:10:00,,,56.0,28.0,18.0,,,,34.2,,,
2020-04-06 21:20:00,,,54.0,32.0,19.0,,,,36.2,,,
2020-04-06 21:30:00,,,58.0,36.0,18.0,,,,29.8,,,
2020-04-06 21:40:00,,,56.0,30.0,17.0,,,,35.0,,,
2020-04-06 21:50:00,,,52.0,29.0,17.0,,,,33.4,,,
2020-04-06 22:00:00,,,58.0,34.0,17.0,,,,34.4,,,
2020-04-06 22:10:00,,,58.0,31.0,17.0,,,,34.8,,,
2020-04-06 22:20:00,,,56.0,27.0,16.0,,,,35.0,,,
2020-04-06 22:30:00,,,64.0,32.0,16.0,,,,31.6,,,
2020-04-06 22:40:00,,,60.0,29.0,19.0,,,,32.2,,,
2020-04-06 22:50:00,,,56.0,30.0,18.0,,,,30.0,,,
2020-04-06 23:00:00,,,52.0,30.0,16.0,,,,32.4,,,
2020-04-06 23:10:00,,,56.0,29.0,17.0,,,,33.4,,,
2020-04-06 23:20:00,,,56.0,30.0,16.0,,,,32.8,,,
2020-04-06 23:30:00,,,60.0,29.0,17.0,,,,36.6,,,
2020-04-06 23:40:00,,,56.0,29.0,18.0,,,,41.6,,,
2020-04-06 23:50:00,,,62.0,31.0,16.0,,,,37.4,,,
2020-04-07 00:00:00,,,54.0,31.0,17.0,,,,32.4,,,
2020-04-07 00:10:00,,,54.0,30.0,16.0,,,,33.4,,,
2020-04-07 00:20:00,,,54.0,28.0,16.0,,,,38.6,,,
2020-04-07 00:30:00,,,54.0,31.0,17.0,,,,32.8,,,
2020-04-07 00:40:00,,,62.0,39.0,17.0,,,,35.4,,,
2020-04-07 00:50:00,,,54.0,30.0,18.0,,,,37.4,,,
2020-04-07 01:00:00,,,52.0,29.0,17.0,,,,33.8,,,
2020-04-07 01:10:00,,,52.0,30.0,17.0,,,,36.2,,,
2020-04-07 01:20:00,,,58.0,29.0,18.0,,,,33.8,,,
2020-04-07 01:30:00,,,58.0,29.0,17.0,,,,32.4,,,
2020-04-07 01:40:00,,,56.0,31.0,17.0,,,,31.6,,,
2020-04-07 01:50:00,,,56.0,30.0,17.0,,,,32.8,,,
2020-04-07 02:00:00,,,52.0,31.0,17.0,,,,32.4,,,
2020-04-07 02:10:00,,,54.0,28.0,17.0,,,,35.6,,,
2020-04-07 02:20:00,,,466.0,29.0,16.0,,,,30.8,,,
2020-04-07 02:30:00,,,58.0,30.0,17.0,,,,31.8,,,
2020-04-07 02:40:00,,,62.0,29.0,17.0,,,,31.0,,,
2020-04-07 02:50:00,,,58.0,26.0,17.0,,,,36.8,,,
2020-04-07 03:00:00,,,56.0,29.0,16.0,,,,33.2,,,
2020-04-07 03:10:00,,,110.0,29.0,16.0,,,,32.4,,,
2020-04-07 03:20:00,,,58.0,28.0,18.0,,,,33.0,,,
2020-04-07 03:30:00,,,58.0,27.0,17.0,,,,38.6,,,
2020-04-07 03:40:00,,,64.0,29.0,17.0,,,,34.8,,,
2020-04-07 03:50:00,,,58.0,29.0,17.0,,,,32.8,,,
2020-04-07 04:00:00,,,62.0,31.0,17.0,,,,31.4,,,
2020-04-07 04:10:00,,,60.0,29.0,17.0,,,,34.2,,,
2020-04-07 04:20:00,,,54.0,27.0,16.0,,,,32.4,,,
2020-04-07 04:30:00,,,58.0,30.0,17.0,,,,33.2,,,
2020-04-07 04:40:00,,,58.0,32.0,17.0,,,,32.2,,,
2020-04-07 04:50:00,,,62.0,28.0,16.0,,,,33.0,,,
2020-04-07 05:00:00,,,60.0,27.0,16.0,,,,35.8,,,
2020-04-07 05:10:00,,,64.0,32.0,17.0,,,,37.4,,,
2020-04-07 05:20:00,,,58.0,31.0,18.0,,,,32.4,,,
2020-04-07 05:30:00,,,56.0,29.0,17.0,,,,32.8,,,
2020-04-07 05:40:00,,,52.0,27.0,18.0,,,,36.4,,,
2020-04-07 05:50:00,,,60.0,31.0,17.0,,,,32.0,,,
2020-04-07 06:00:00,,,62.0,33.0,18.0,,,,32.2,,,
2020-04-07 06:10:00,,,58.0,33.0,16.0,,,,32.4,,17.0,
2020-04-07 06:20:00,,,58.0,28.0,17.0,,,,32.4,,,
2020-04-07 06:30:00,,,58.0,29.0,17.0,,,,33.6,,,
2020-04-07 06:40:00,,,62.0,28.0,17.0,,,37.0,36.2,,,
2020-04-07 06:50:00,,,56.0,29.0,18.0,,,37.0,39.2,,,
2020-04-07 07:00:00,,,64.0,30.0,17.0,,,,31.6,,,
2020-04-07 07:10:00,,,64.0,32.0,17.0,,,,33.0,,,
2020-04-07 07:20:00,,62.40000000000001,54.0,34.0,16.0,,,,35.0,,,
2020-04-07 07:30:00,,64.297,,28.0,18.0,,,,36.4,,,
2020-04-07 07:40:00,,60.196999999999996,,30.0,17.0,,,,36.4,,,
2020-04-07 07:50:00,,62.208999999999996,,31.0,16.0,,,,33.4,,,
2020-04-07 08:00:00,,70.115,,31.0,18.0,,,,35.0,,,
2020-04-07 08:10:00,,66.11,,29.0,18.0,,,,33.2,,,
2020-04-07 08:20:00,,57.937,,28.0,16.0,,,,34.6,,,
2020-04-07 08:30:00,,69.825,,28.0,17.0,,,,35.2,,,
2020-04-07 08:40:00,,61.8,,32.0,17.0,,,,39.6,,,
2020-04-07 08:50:00,,61.797,,31.0,16.0,,,,31.6,,,
2020-04-07 09:00:00,,63.60900000000001,,29.0,17.0,,,,35.6,,,
2020-04-07 09:10:00,,63.51599999999999,,31.0,17.0,,,,34.6,,,
2020-04-07 09:20:00,,781.5685900140422,,30.0,16.0,,,,32.8,,,
2020-04-07 09:30:00,,63.265,,31.0,17.0,,,,36.8,,,
2020-04-07 09:40:00,,69.142,,29.0,16.0,,,,34.4,,,
2020-04-07 09:50:00,,55.11,,29.0,16.0,,,,43.2,,,
2020-04-07 10:00:00,,57.075,,29.0,17.0,,,,37.0,,,
2020-04-07 10:10:00,,66.892,,30.0,17.0,,,,33.4,,,
2020-04-07 10:20:00,,50.825,,30.0,17.0,,,,36.8,,,
2020-04-07 10:30:00,,60.81,,28.0,18.0,,,,36.0,,,
2020-04-07 10:40:00,,60.705,,,17.0,,,,33.2,,,
2020-04-07 10:50:00,,60.589,,,18.0,,,,34.6,,,
2020-04-07 11:00:00,,60.601000000000006,,,16.0,,,,40.2,,,
2020-04-07 11:10:00,,60.589,,,945.5791259801587,,,,34.6,,,
2020-04-07 11:20:00,,60.40899999999999,,,17.0,,,,34.2,,,
2020-04-07 11:30:00,,56.398999999999994,,,16.0,,,,34.8,,,
2020-04-07 11:40:00,,68.369,,,17.0,,,,35.0,,,
2020-04-07 11:50:00,,68.211,,,16.0,,,,36.0,,,
2020-04-07 12:00:00,,60.206,,,17.0,,,,37.0,,,
2020-04-07 12:10:00,,56.10300000000001,,,17.0,,,,38.2,,,
2020-04-07 12:20:00,,58.101000000000006,,,16.0,,,,,,,
2020-04-07 12:30:00,,58.11,,,16.0,,,,,,,
2020-04-07 12:40:00,,58.015,,,,,,,,,,
2020-04-07 12:50:00,,63.912000000000006,,,,,,,,,,
2020-04-07 13:00:00,,59.898999999999994,,,,,,,,,,
2020-04-07 13:10:00,,55.90000000000001,,,,,,,,,,
2020-04-07 13:20:00,,57.908,,,,,,,,,,
2020-04-07 13:30:00,,59.843,,,,,,,,,,19.0
2020-04-07 13:40:00,,61.79900000000001,,,,,,,,,,21.0
2020-04-07 13:50:00,,59.723,,,,,,,,,,21.0
2020-04-07 14:00:00,,57.696000000000005,,,,,,,,,,20.0
2020-04-07 14:10:00,,59.604,,,,,,,,,,20.0
2020-04-07 14:20:00,,57.606,,,,,,,,,,21.0
2020-04-07 14:30:00,,61.503,,,,,,,,,,22.0
2020-04-07 14:40:00,,67.4,,,,,,,,,,21.0
2020-04-07 14:50:00,,59.315,,,,,,,,,,19.0
2020-04-07 15:00:00,,61.29599999999999,,,,,,,,,,21.0
2020-04-07 15:10:00,,61.196000000000005,,,,,,,,,,21.0
2020-04-07 15:20:00,,57.203,,,,,,,,,,20.0
2020-04-07 15:30:00,,57.059,,,,,,,,,,20.0
2020-04-07 15:40:00,,60.997,,,,,,,,,,21.0
2020-04-07 15:50:00,,58.82599999999999,,25.0,,,,,,,,20.0
2020-04-07 16:00:00,,66.789,,31.0,,,,,,,14.0,20.0
2020-04-07 16:10:00,,52.805,,28.0,,,,,,,19.0,21.0
2020-04-07 16:20:00,,,,31.0,,,,,,,,20.0
2020-04-07 16:30:00,,,,28.0,,,,,,,,20.0
2020-04-07 16:40:00,,,,29.0,,,,34.0,,,,21.0
2020-04-07 16:50:00,,,,31.0,,,,37.0,,,,19.0
2020-04-07 17:00:00,,,,33.0,,,,,,,,
2020-04-07 17:10:00,,,,29.0,,,,,34.2,,,
2020-04-07 17:20:00,,,,31.0,,,,,33.8,,,
2020-04-07 17:30:00,,,,31.0,,,,,36.6,17.0,,
2020-04-07 17:40:00,,,,28.0,16.0,,,,32.2,19.0,,
2020-04-07 17:50:00,,,58.0,30.0,18.0,,,,33.6,18.0,,
2020-04-07 18:00:00,,,58.0,32.0,17.0,,,,32.8,18.0,,
2020-04-07 18:10:00,,,54.0,30.0,17.0,,,,32.8,19.0,,
2020-04-07 18:20:00,,,62.0,30.0,18.0,,,,37.2,18.0,,
2020-04-07 18:30:00,,,58.0,815.1185137363225,17.0,,,,40.6,18.0,,
2020-04-07 18:40:00,,,54.0,32.0,16.0,,,,38.0,17.0,,
2020-04-07 18:50:00,,,54.0,28.0,17.0,,,,32.2,20.0,,
2020-04-07 19:00:00,,,60.0,,17.0,,,,35.8,18.0,,
2020-04-07 19:10:00,,,52.0,,16.0,,,,38.2,17.0,,
2020-04-07 19:20:00,,,54.0,,16.0,,,,36.2,17.0,,
2020-04-07 19:30:00,,,62.0,,18.0,,,,35.8,17.0,,
2020-04-07 19:40:00,,,62.0,,20.0,,,,35.8,18.0,,
2020-04-07 19:50:00,,,62.0,,16.0,,,,34.2,19.0,,
2020-04-07 20:00:00,,,50.0,,17.0,,,,37.0,19.0,,
2020-04-07 20:10:00,,,58.0,,17.0,,,,34.4,19.0,,
2020-04-07 20:20:00,,,54.0,,18.0,,,,35.6,17.0,,
2020-04-07 20:30:00,,,54.0,,16.0,,,,36.6,17.0,,
2020-04-07 20:40:00,,,56.0,,16.0,,,,37.2,,,
2020-04-07 20:50:00,,,52.0,,17.0,,,,35.4,,,
2020-04-07 21:00:00,,,60.0,,20.0,,,,35.6,,,
2020-04-07 21:10:00,,,68.0,,19.0,,,,34.6,,,
2020-04-07 21:20:00,,,50.0,25.0,20.0,,,,34.4,,,
2020-04-07 21:30:00,,,52.0,29.0,18.0,,,,770.4160098621998,,,
2020-04-07 21:40:00,,,54.0,29.0,17.0,,,,34.8,,,
2020-04-07 21:50:00,,,52.0,32.0,16.0,,,,34.4,,,
2020-04-07 22:00:00,,,54.0,29.0,16.0,,,,35.6,,,
2020-04-07 22:10:00,,,56.0,30.0,16.0,,,,35.8,,,
2020-04-07 22:20:00,,,50.0,31.0,16.0,,,,35.0,,,
2020-04-07 22:30:00,,,60.0,35.0,17.0,,,,35.4,,,
2020-04-07 22:40:00,,,60.0,30.0,16.0,,,,36.2,,,
2020-04-07 22:50:00,,,56.0,30.0,17.0,,,,32.2,,,
2020-04-07 23:00:00,,,56.0,30.0,16.0,,,,36.6,,,
2020-04-07 23:10:00,,,54.0,31.0,17.0,,,,39.0,,,
2020-04-07 23:20:00,,,58.0,28.0,17.0,,,,36.0,,,
2020-04-07 23:30:00,,,56.0,29.0,17.0,,,,36.2,,,
2020-04-07 23:40:00,,,58.0,30.0,18.0,,,,35.6,,,
2020-04-07 23:50:00,,,62.0,29.0,18.0,,,,36.6,,,
2020-04-08 00:00:00,,,52.0,29.0,17.0,,,,35.6,,,
2020-04-08 00:10:00,,,54.0,29.0,1288.3703702937978,,,,40.0,,,
2020-04-08 00:20:00,,,60.0,31.0,17.0,,,,35.8,,,
2020-04-08 00:30:00,,,60.0,27.0,17.0,,,,36.6,,,
2020-04-08 00:40:00,,,56.0,27.0,17.0,,,,34.6,,,
2020-04-08 00:50:00,,,58.0,32.0,17.0,,,,35.0,,,
2020-04-08 01:00:00,,,52.0,29.0,16.0,,,,35.8,,,
2020-04-08 01:10:00,,,58.0,27.0,16.0,,,,35.2,,,
2020-04-08 01:20:00,,,60.0,29.0,20.0,,,,34.4,,,
2020-04-08 01:30:00,,,58.0,30.0,17.0,,,,34.4,,,
2020-04-08 01:40:00,,,58.0,30.0,18.0,,,,36.0,,,
2020-04-08 01:50:00,,,54.0,30.0,16.0,,,,37.0,,,
2020-04-08 02:00:00,,,56.0,30.0,17.0,,,,34.4,,,
2020-04-08 02:10:00,,,50.0,32.0,17.0,,,,34.4,,,
2020-04-08 02:20:00,,,60.0,29.0,17.0,,,,37.6,,,
2020-04-08 02:30:00,,,58.0,31.0,18.0,,,,36.6,,,
2020-04-08 02:40:00,,,60.0,27.0,17.0,,,,35.4,,,
2020-04-08 02:50:00,,,60.0,34.0,18.0,,,,38.4,,,
2020-04-08 03:00:00,,,66.0,31.0,16.0,,,,35.4,,,
2020-04-08 03:10:00,,,58.0,28.0,17.0,,,,35.0,,,
2020-04-08 03:20:00,,,60.0,31.0,17.0,,,,35.2,,,
2020-04-08 03:30:00,,,60.0,33.0,17.0,,,,38.6,,,
2020-04-08 03:40:00,,,56.0,32.0,17.0,,,,35.8,,,
2020-04-08 03:50:00,,,62.0,26.0,16.0,,,,34.2,,,
2020-04-08 04:00:00,,,60.0,29.0,18.0,,,,34.6,,,
2020-04-08 04:10:00,,,56.0,27.0,16.0,,,,35.2,,,
2020-04-08 04:20:00,,,50.0,30.0,16.0,,,,36.6,,,
2020-04-08 04:30:00,,,50.0,30.0,16.0,,,,35.8,,,
2020-04-08 04:40:00,,,56.0,33.0,16.0,,,,35.2,,,
2020-04-08 04:50:00,,,60.0,30.0,17.0,,,,34.8,,,
2020-04-08 05:00:00,,,72.0,32.0,17.0,,,,36.2,,,
2020-04-08 05:10:00,,,52.0,33.0,17.0,,,,32.4,,,
2020-04-08 05:20:00,,,62.0,34.0,16.0,,,,34.8,,,
2020-04-08 05:30:00,,,54.0,33.0,16.0,,,,36.0,,,
2020-04-08 05:40:00,,,54.0,31.0,18.0,,,,36.4,,,
2020-04-08 05:50:00,,,56.0,29.0,17.0,,,,36.6,,,
2020-04-08 06:00:00,,,56.0,28.0,17.0,,,,36.8,,,
2020-04-08 06:10:00,,,54.0,30.0,17.0,,,,33.8,,,
2020-04-08 06:20:00,,,56.0,30.0,17.0,,,,34.0,,,
2020-04-08 06:30:00,,,48.0,31.0,837.2769992896007,,,,33.0,,,
2020-04-08 06:40:00,,,,30.0,18.0,,,,33.4,,,
2020-04-08 06:50:00,,,,30.0,18.0,,,,35.8,,,
2020-04-08 07:00:00,,,,31.0,17.0,,,,37.4,,,
2020-04-08 07:10:00,,,,32.0,17.0,,,,36.2,,19.0,
2020-04-08 07:20:00,,,,27.0,17.0,,,,39.2,,,
2020-04-08 07:30:00,,,,28.0,18.0,,,,36.6,,,
2020-04-08 07:40:00,,52.955,,31.0,18.0,,,,30.4,,,
2020-04-08 07:50:00,,68.988,,28.0,17.0,,,,,,,
2020-04-08 08:00:00,,67.0,,29.0,17.0,,,,,,,
2020-04-08 08:10:00,,66.997,,33.0,17.0,,,,,,,
2020-04-08 08:20:00,,62.76599999999999,,29.0,17.0,,,,,,,
2020-04-08 08:30:00,,74.05626233280289,,29.0,17.0,,,36.0,,,,
2020-04-08 08:40:00,,61.98301577145584,,589.9009749125548,15.0,,,35.0,,,,
2020-04-08 08:50:00,,65.92853998445966,,31.0449524523316,15.0,,,35.0,,,,
2020-04-08 09:00:00,,63.863001834165104,,26.36209417161789,15.0,,,35.0,,,,
2020-04-08 09:10:00,,61.50205239359086,,29.483013323441213,15.0,,,,,,,
2020-04-08 09:20:00,,58.44309010422326,,30.8687489773412,15.0,,,,,,,
2020-04-08 09:30:00,,59.979684996776435,,28.57780048718293,15.0,,,,,,,
2020-04-08 09:40:00,,59.82279686655889,,,15.0,,,,,,,
2020-04-08 09:50:00,,65.02691696031867,,,15.0,,,,,,,
2020-04-08 10:00:00,,57.66900902155941,,,15.0,,,,,,,
2020-04-08 10:10:00,,58.550879329078434,,,15.0,,,,,,,
2020-04-08 10:20:00,,58.502901779511845,,,15.0,,,,,,,
2020-04-08 10:30:00,,56.970867492507935,,,15.0,,,,,,,
2020-04-08 10:40:00,,60.61677044834365,,,15.0,,,,,,,
2020-04-08 10:50:00,,71.64889752393904,,,15.0,,,,,,,
2020-04-08 11:00:00,,759.4412569722748,,,15.0,,,,,,,
2020-04-08 11:10:00,,63.19156187012211,,,15.0,,,,,,,
2020-04-08 11:20:00,,59.471636760520155,,,15.0,,,,,,,
2020-04-08 11:30:00,,54.76051746800679,,,15.0,,,,,,,
2020-04-08 11:40:00,,66.2214842222188,,,15.0,,,,,,,
2020-04-08 11:50:00,,59.05644295516574,,,15.0,,,,,,,
2020-04-08 12:00:00,,72.31723927071293,,,15.0,,,,,,,
2020-04-08 12:10:00,,61.88423835852011,,,15.0,,,,,,,
2020-04-08 12:20:00,,61.70422234125478,,,15.0,,,,,,,
2020-04-08 12:30:00,,58.91171324796353,,,15.0,,,,,,,
2020-04-08 12:40:00,,59.62432295769284,,,15.0,,,,,,,20.65660231821149
2020-04-08 12:50:00,,56.421924934821924,,,15.0,,,,,,,20.577460581003876
2020-04-08 13:00:00,,66.2945670888015,,,,,,,,,,20.940679590502647
2020-04-08 13:10:00,,58.25450233260332,,,,,,,,,,18.603440583468238
2020-04-08 13:20:00,,55.00028886486373,,,,,,,,,,23.119071424486393
2020-04-08 13:30:00,,64.45105153777065,,,,,,,,,,21.050722871384693
2020-04-08 13:40:00,,59.2697136790951,,,,,,,,,,21.231712810576735
2020-04-08 13:50:00,,53.12152366756744,,,,,,,,,,21.228197858741492
2020-04-08 14:00:00,,61.766914383209354,,,,,,,,,,21.306724639355927
2020-04-08 14:10:00,,60.06184457185237,,,,,,,,,,20.764939614094256
2020-04-08 14:20:00,,64.2306882801644,,,,,,,,,,19.501910140165773
2020-04-08 14:30:00,,767.1580602104457,,,,,,,,,,21.330435313126788
2020-04-08 14:40:00,,57.39103497109191,,,,,,,,,,21.897712960464865
2020-04-08 14:50:00,,57.8232968608007,,,,,,,,,,21.83464266733677
2020-04-08 15:00:00,,58.03992490714482,,,,,,,,,,19.950297122283455
