Timestamp,mobile-48,mobile-28,mobile-26,mobile-23,mobile-20,mobile-27,mobile-31,mobile-22,mobile-21,mobile-47,mobile-14,mobile-45,mobile-24,mobile-25
2020-04-08 09:40:00,,,,,,,,,,,,,,
2020-04-08 09:50:00,,,,,,,,,,,,,,
2020-04-08 10:00:00,,,,,,,,,,,,,,
2020-04-08 10:10:00,,,,,,,,,,,,,,
2020-04-08 10:20:00,,,,,,,,,,,,,,
2020-04-08 10:30:00,,,,,,,,,,,,,,
2020-04-08 10:40:00,,,,,,,,,,,,,,
2020-04-08 10:50:00,,,,,,,,,,,,,,
2020-04-08 11:00:00,,,,,,,,,,,,,,
2020-04-08 11:10:00,,,,,,,,,,,,,,
2020-04-08 11:20:00,,,,,,,,,,,,,,
2020-04-08 11:30:00,,,,,,,,,,,,,,
2020-04-08 11:40:00,,,,,,,,,,,,,,
2020-04-08 11:50:00,,,,,,,,,,,,,,
2020-04-08 12:00:00,,,,,,,,,,,,,,
2020-04-08 12:10:00,,,,,,,,,,,,,,
2020-04-08 12:20:00,,,,,,,,,,,,,,
2020-04-08 12:30:00,,,,,,,,,,,,,,
2020-04-08 12:40:00,,,,,,,,,,,,,,
2020-04-08 12:50:00,,,,,15.0,,,,,,,,,
2020-04-08 13:00:00,,,,,15.0,,,,,,,,,
2020-04-08 13:10:00,,,,,,,,,,,,,,
2020-04-08 13:20:00,,,,,,,,,,,,,,
2020-04-08 13:30:00,,,,,,,,,,,,,,
2020-04-08 13:40:00,,,,,,,,,,,,,,
2020-04-08 13:50:00,,,,,,,,,,,,,,
2020-04-08 14:00:00,,,,,,,,,,,,,,
2020-04-08 14:10:00,,,,,,,,,,,,,,
2020-04-08 14:20:00,,,,,,,,,,,,,,
2020-04-08 14:30:00,,,,,,,,,,,,,,
2020-04-08 14:40:00,,,,,,,,,,,,,,
2020-04-08 14:50:00,,,,,,,,,,,,,,
2020-04-08 15:00:00,,,,,,,,,,,,,,
2020-04-08 15:10:00,,,,,,,,,,,,,,
2020-04-08 15:20:00,,,,,,,,,,,,,,
2020-04-08 15:30:00,,,,,,,,,,,,,,
2020-04-08 15:40:00,,,,,,,,,,,,,,
2020-04-08 15:50:00,,,,30.819076281053878,,,,,,,,,,
2020-04-08 16:00:00,,,,30.008237141465372,,,,,,,,,,
2020-04-08 16:10:00,,,,,,,,,,,,,,
2020-04-08 16:20:00,,,,,,,,,,,,,,
2020-04-08 16:30:00,,,,,,,,,,,,,,
2020-04-08 16:40:00,,,,,,,,,,17.40857198981984,,,,
2020-04-08 16:50:00,,61.530644683100356,,,,,,,,19.201812798930558,,,,
2020-04-08 17:00:00,,54.49608433629039,,,,,,35.0,,,,,,
2020-04-08 17:10:00,,,,31.91245702100639,,,,35.0,,,,,,
2020-04-08 17:20:00,,,,29.57977696952116,,,,,,,,,,
2020-04-08 17:30:00,,,43.889361895884974,29.72540290976771,,,,,,,,,,
2020-04-08 17:40:00,,,55.41411741739128,,,,,,,18.97814405017513,,,,
2020-04-08 17:50:00,,,,,,,,,,19.44152636077583,,,,
2020-04-08 18:00:00,,,,,15.0,,,,,19.596212877794045,,,,
2020-04-08 18:10:00,,,,,,,,,,17.628358811883146,,,,
2020-04-08 18:20:00,,,,,,,,,,18.92833781020945,,,,
2020-04-08 18:30:00,,,,,,,,,,20.96231918283905,,,,
2020-04-08 18:40:00,,,,,,,,,,19.492030533418838,,,,
2020-04-08 18:50:00,,,,,,,,,,19.585357473451445,,,,
2020-04-08 19:00:00,,,,,,,,,,19.935200981466423,,,,
2020-04-08 19:10:00,,,,,,,,,,18.971070180689665,,,,
2020-04-08 19:20:00,,,,,,,,,,19.60470907425768,,,,
2020-04-08 19:30:00,,,,,,,,,,19.609230772836767,,,,
2020-04-08 19:40:00,,,,,,,,,,,,,,
2020-04-08 19:50:00,,,,,,,,,,,,,,
2020-04-08 20:00:00,,,,,,,,,,,,,,
2020-04-08 20:10:00,,,,,,,,,,,,,,
2020-04-08 20:20:00,,,,,,,,,,,,,,
2020-04-08 20:30:00,,,,,,,,,,,,,,
2020-04-08 20:40:00,,,,,,,,,,,,,,
2020-04-08 20:50:00,,,,,,,,,,,,,,
2020-04-08 21:00:00,,,,,,,,,,,,,,
2020-04-08 21:10:00,,,,,,,,,,,,,,
2020-04-08 21:20:00,,,,,,,,,,,,,,
2020-04-08 21:30:00,,,,,,,,,,,,,,
2020-04-08 21:40:00,,,,,,,,,,,,,,
2020-04-08 21:50:00,26.575191835130234,,,,,,,,,,,,,
2020-04-08 22:00:00,24.014172244528183,,,,,,,,,,,,,
2020-04-08 22:10:00,,,,,,,,,,,,,,
2020-04-08 22:20:00,,,,,,,,,,,,,,
2020-04-08 22:30:00,,,,,,,,,,,,,,
2020-04-08 22:40:00,,,,,,,,,,,,,,
2020-04-08 22:50:00,,,,,,,,,,,,,,
2020-04-08 23:00:00,,,,,,,,,,,,,,
2020-04-08 23:10:00,,,,,,,,,,,,,,
2020-04-08 23:20:00,,,,,,,,,,,,,,
2020-04-08 23:30:00,,,,,,,,,,,,,,
2020-04-08 23:40:00,,,,,,,,,,,,,,
2020-04-08 23:50:00,,,,,,,,,,,,,,
2020-04-09 00:00:00,,,,,,,,,,,,,,
2020-04-09 00:10:00,,,,,,,,,,,,,,
2020-04-09 00:20:00,,,,,,,,,,,,,,
2020-04-09 00:30:00,,,,,,,,,,,,,,
2020-04-09 00:40:00,,,,,,,,,,,,,,
2020-04-09 00:50:00,,,,,,,,,,,,,,
2020-04-09 01:00:00,,,,,,,,,,,,,,
2020-04-09 01:10:00,,,,,,,,,,,,,,
2020-04-09 01:20:00,,,,,,,,,,,,,,
2020-04-09 01:30:00,,,,,,,,,,,,,,
2020-04-09 01:40:00,,,,,,,,,,,,,,
2020-04-09 01:50:00,,,,,,,,,,,,,,
2020-04-09 02:00:00,,,,,,,,,,,,,,
2020-04-09 02:10:00,,,,,,,,,,,,,,
2020-04-09 02:20:00,,,,,,,,,,,,,,
2020-04-09 02:30:00,,,,,,,,,,,,,,
2020-04-09 02:40:00,,,,,,,,,,,,,,
2020-04-09 02:50:00,,,,,,,,,,,,,,
2020-04-09 03:00:00,,,,,,,,,,,,,,
2020-04-09 03:10:00,,,,,,,,,,,,,,
2020-04-09 03:20:00,,,,,,,,,,,,,,
2020-04-09 03:30:00,,,,,,,,,,,,,,
2020-04-09 03:40:00,,,,,,,,,,,,,,
2020-04-09 03:50:00,,,,,,,,,,,,,,
2020-04-09 04:00:00,,,,,,,,,,,,,,
2020-04-09 04:10:00,,,,,,,,,,,,,,
2020-04-09 04:20:00,,,,,,,,,,,,,,
2020-04-09 04:30:00,,,,,,,,,,,,,,
2020-04-09 04:40:00,,,,,,,,,,,,,,
2020-04-09 04:50:00,,,,,,,,,,,,,,
2020-04-09 05:00:00,,,,,,,,,,,,,,
2020-04-09 05:10:00,,,,,,,,,,,,,,
2020-04-09 05:20:00,,,,,,,,,,,,,,
2020-04-09 05:30:00,,,,,,,,,,,,,,
2020-04-09 05:40:00,,,,,,,,,,,,,,
2020-04-09 05:50:00,,,,,,,,,,,,,,
2020-04-09 06:00:00,,,,,,,,,,,,,,
2020-04-09 06:10:00,,,,,,,,,,,,,,
2020-04-09 06:20:00,,,,,,,,,,,,,,
