Timestamp,mobile-19,mobile-18,mobile-20,mobile-17,mobile-5,mobile-38,mobile-4,mobile-36,mobile-16,mobile-2,mobile-7,mobile-27,mobile-47,mobile-1,mobile-44,mobile-15,mobile-9,mobile-25,mobile-3,mobile-41,mobile-23,mobile-37,mobile-50,mobile-31,mobile-13,mobile-10,mobile-11,static-4
2020-04-06 05:30:00,,,,,,,,,,,,,,,50.0,70.892,,,,,,,,,,,,18.997
2020-04-06 05:40:00,,,,,,,,,,,,,,,44.0,62.902,,,,,,,,,,,,19.854
2020-04-06 05:50:00,,,,,,,,,,,,,,,40.0,66.90100000000001,,,,,,,,,,,,19.038
2020-04-06 06:00:00,,,,,,,,,,,,,,,52.0,62.90299999999999,,,,,,,,,,,,19.913
2020-04-06 06:10:00,,,,,,,,,,,,,46.0,,40.0,72.793,,,,,,,,,,,,19.895
2020-04-06 06:20:00,,,,,17.0,,,,,,,,,,,64.81,,,,,,,,,,,,19.678
2020-04-06 06:30:00,,,,,22.0,,,,,,,,,,,58.69499999999999,,,,,,,48.0,,,,,18.96
2020-04-06 06:40:00,,,,,4.6,,,,,,,,,20.73158539821929,,68.58800000000001,,,,,,,,,,,,19.094
2020-04-06 06:50:00,,,,,4.6,,,,,,,,,39.55139546007556,,66.613,,,,,,,,,,,,19.647000000000002
2020-04-06 07:00:00,,,,22.0,5.0,,,,,,,,,,,66.518,,,,,47.0,,,,,,,19.524
2020-04-06 07:10:00,,,,23.0,4.8,,,,,,,27.0,,,,60.396,,,,,,,,,,,,19.45
2020-04-06 07:20:00,,,,,5.0,,,,,,,1259.8884046459475,,,,,,,,,,,,,,,,19.692
2020-04-06 07:30:00,,,,,4.6,,,,,,,740.1664415620523,,,,,,,,,,,,,,,,19.489
2020-04-06 07:40:00,,,,,5.4,,,,,,,4.6,,,,,,,,,,,,,,,,19.868
2020-04-06 07:50:00,,34.0153,,,5.0,,,,,,,4.8,,,,,,,,,,,,,,,,19.989
2020-04-06 08:00:00,,37.0398,,,4.4,,,,,,,5.2,,,,,,,,,,,,,,,,19.975
2020-04-06 08:10:00,,31.06255,,,5.0,,,,,,,5.2,,,,,,,,,,,,,,,,19.167
2020-04-06 08:20:00,,,,,5.0,,,,,,,4.8,,,,,,,,,,,,,,,,19.974
2020-04-06 08:30:00,,,,,4.8,,,,,,,5.2,,,,,,,,,,,,,,,,19.743
2020-04-06 08:40:00,,,,,5.0,,,,,,,4.6,,,,,,,,,,,,,,,,19.829
2020-04-06 08:50:00,,,,,4.8,,,,,,,4.8,,,,,,,,,,,,,,,,19.85
2020-04-06 09:00:00,,,,,5.2,,,,,,,5.2,,,,,,,,,,,,,,,,19.794
2020-04-06 09:10:00,,,,,4.4,,,,,,,4.6,,,,,,,,,,,,,,,,19.387999999999998
2020-04-06 09:20:00,,,,,5.2,,,,,,,4.4,,,,,,,,,,,,,,,,19.92
2020-04-06 09:30:00,,,,,4.6,,,,,,,5.2,,,,,,,,,,,,,,,,19.477
2020-04-06 09:40:00,,,,,5.0,,,,,,,4.8,,,,,,,,,,,,,,,,19.305
2020-04-06 09:50:00,,,,,4.6,,,,,,,4.8,,,,,,,,,,,,,,,,19.49
2020-04-06 10:00:00,,,,,4.4,,,,,,,4.8,,,,,,,,,,,,,,,,19.49
2020-04-06 10:10:00,,,,,4.8,,,,,,,4.8,,,,,,,,,,,,,,,,19.355
2020-04-06 10:20:00,,,,,4.8,,,,,,,5.8,,,,,,,,,,,,,,,,19.051
2020-04-06 10:30:00,,,,,5.0,,,,,,,4.8,,,,,,,,,,,,,,,,19.525
2020-04-06 10:40:00,,,,,5.4,,,,,,,4.6,,,,,,,,,,,,,,,,19.964000000000002
2020-04-06 10:50:00,,,,,5.0,,,,,,,5.2,,,,,,,,,,,,,,,,18.86
2020-04-06 11:00:00,,,,,4.6,,,,,,,6.0,,,,,,,,,,,,,,,,19.671
2020-04-06 11:10:00,,,,,4.6,,,,,,,4.6,,,,,,,,,,,,,,,,19.789
2020-04-06 11:20:00,,,,,5.6,,,,,,,5.0,,,,,,,,,,,,,,,,19.688
2020-04-06 11:30:00,,,,,5.4,,,,,,,4.8,,,,,,,,,,,,,,,,19.988
2020-04-06 11:40:00,,,,,5.2,,,,,,,5.0,,,,,,,,,,,,,,,,19.684
2020-04-06 11:50:00,,,,,5.4,,,,,,,4.4,,,,,,,,,,,,,,,,19.45
2020-04-06 12:00:00,,,,,4.4,,,,,,,4.6,,,,,,,,,,,,,,,,18.785999999999998
2020-04-06 12:10:00,,,,,4.4,,,,,,,5.0,,,,,,,,,,,,,,,,19.842
2020-04-06 12:20:00,,,,,4.8,,,,,,,5.2,,,,,,,,,,,,,,,,19.436
2020-04-06 12:30:00,,,,,4.6,,,,,,,5.2,,,,,,,,,,,,,,,,18.986
2020-04-06 12:40:00,,,,,5.0,,,,,,,4.8,,,,,,,,,,,,,,,,19.75
2020-04-06 12:50:00,,,,,4.8,,,,,,,4.6,,,,,,,,,,,,,,,,19.631
2020-04-06 13:00:00,,,,,5.0,,,,,,,4.6,,,,,,,,,,,,,,,,18.590999999999998
2020-04-06 13:10:00,,,,,4.6,,,,,,,4.8,,,,,,,,,,,,,,,,19.924
2020-04-06 13:20:00,,,,,4.8,22.0,,,,,,4.6,,,,,,,,,,,,,,,,19.983
2020-04-06 13:30:00,,,,,5.0,17.0,,,,,,4.6,,,,,,,,,,,,,,,,19.702
2020-04-06 13:40:00,,,,,4.8,20.0,,,,,,5.2,,,,,,,30.6,,,,,,,,,19.224
2020-04-06 13:50:00,,,,,1003.994546310116,20.0,,,,,,4.8,,,,,,,36.2,,,,,,,,,19.54
2020-04-06 14:00:00,,,,,4.6,21.0,,,,,,4.4,,,,,,,34.4,,,,,,,,,18.622
2020-04-06 14:10:00,,,,,4.8,21.0,,,,,,5.8,,,,,,,33.0,,,,,,,,,19.903
2020-04-06 14:20:00,,,,,5.4,23.0,,,,,,4.8,,,,,,,31.8,,,,,,,,,19.868
2020-04-06 14:30:00,,,,,5.2,20.0,,,,,,4.8,,,,,,,34.0,,,,,,,,,19.739
2020-04-06 14:40:00,,,,,4.6,21.0,,,,,,4.6,,,,,,,32.8,,,,,,,,,19.36
2020-04-06 14:50:00,,,,,4.8,20.0,,,,,,4.8,,,,,,,33.4,,,,,,,,,19.842
2020-04-06 15:00:00,,,,,5.0,22.0,,,,,,5.2,,,,,,,36.4,,,,,,,,,19.178
2020-04-06 15:10:00,,,,,5.0,19.0,,,,,,4.8,,,,,,,35.2,,,,,,,,,19.026
2020-04-06 15:20:00,,,,,4.6,21.0,,,,,,4.4,,,,,,,32.4,,,,,,,,,19.928
2020-04-06 15:30:00,,,,,5.0,20.0,,,,,,5.2,,,,,,,33.8,,,,,,,,,19.816
2020-04-06 15:40:00,,,,,4.8,24.0,,,,,,317.93354199183574,,,,,,,35.4,,,,,,,,,19.63
2020-04-06 15:50:00,,,,,4.8,21.0,,,,,,5.0,,,,,,,32.6,,,,,,,,,18.93
2020-04-06 16:00:00,,,,,4.8,21.0,,,,,,5.0,,,,,,,32.4,,,,,,,,,19.685
2020-04-06 16:10:00,,,,,4.8,20.0,,,,,,4.8,,,,,,,33.0,,,,,,,,,19.965999999999998
2020-04-06 16:20:00,,,,,5.0,,,,,,,924.1624347675302,,,,,,,33.6,,41.0,,,,,,,19.773
2020-04-06 16:30:00,,,,,22.0,,,,,,,5.2,,,,,,,33.8,,,,,,,48.0,,19.934
2020-04-06 16:40:00,,,,,20.0,,,,,,,4.8,,56.58631375638938,,,,,33.8,,,,,,,,,19.983
2020-04-06 16:50:00,,38.2763,,,,,,,,,,21.0,47.0,41.065017259094226,44.0,,,,,,,,,,,,,19.963
2020-04-06 17:00:00,35.902,23.2847,,,,,,,,,,23.0,47.0,0.9242743805583652,46.0,,,,,,,,47.0,,,,,19.639
2020-04-06 17:10:00,40.911,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,19.435
2020-04-06 17:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.701
2020-04-06 17:30:00,,,,,,,,,,,,,,,,54.8,,,,,,,,,,,,19.148
2020-04-06 17:40:00,,,,,,,,,,,,,,,,68.8,,,,,,,,,,,,19.805999999999997
2020-04-06 17:50:00,,,,,,,,,,,,,,,,60.81,,,,,,,,,,,,19.7
2020-04-06 18:00:00,,,,,,,,,,,,,,,,60.69200000000001,,,,,,,,,,,,19.096
2020-04-06 18:10:00,,,,,,,,,,,,,,,,60.7,,,,,,,,,,,,19.607
2020-04-06 18:20:00,,,,,,,,,,,,,,,,62.592,,,,,,,,,,,,18.672
2020-04-06 18:30:00,,,,,,,,,,,,,,,,62.601000000000006,,,,,,,,,,,,19.327
2020-04-06 18:40:00,,,,,,,,,,,,,,,,66.6,,,,,,,,,,,,19.778
2020-04-06 18:50:00,,,,,,,,,,,,,,,,60.6,,,,,,,,,,,,19.128
2020-04-06 19:00:00,,,,,,,,,,,,,,,,64.6,,,,,,,,,,,,19.896
2020-04-06 19:10:00,,,,,,,,,,,,,,,,62.604,,,,,,,,,,,,19.4
2020-04-06 19:20:00,,,,,,,,,,,,,,,,653.2522630001063,,,,,,,,,,,,19.979
2020-04-06 19:30:00,,,,,,,,,,,,,,,,60.503,,,,,,,,,,,,19.923
2020-04-06 19:40:00,,,,,,,,,,,,,,,,60.505,,,,,,,,,,,,19.649
2020-04-06 19:50:00,,,,,,,,,,,,,,,40.0,68.39,,,,,,,,,,,,19.605999999999998
2020-04-06 20:00:00,,,,,,,,,,,,,,,44.0,68.40299999999999,,,,,,,,,,,,19.617
2020-04-06 20:10:00,,,,,,,,,,,,,,,50.0,58.40000000000001,,,,,,,,,,,,19.7
2020-04-06 20:20:00,,,,,,,,,,,,,,,50.0,62.40000000000001,,,,,,,,,,,,19.69
2020-04-06 20:30:00,,,,,,,,,,,,,,,46.0,62.398,,,,,,,,,,,,19.813
2020-04-06 20:40:00,,,,,,,,,,,,,,,50.0,64.362,,,,,,,,,,,,19.896
2020-04-06 20:50:00,,,,,,,,,,,,,,,42.0,60.303000000000004,,,,,,,,,,,,19.96
2020-04-06 21:00:00,,,,,,,,,,,,,,,48.0,58.297,,,,,,,,,,,,19.352
2020-04-06 21:10:00,,,,,,,,,,,,,,,44.0,56.206,,,,,,,,,,,,19.227
2020-04-06 21:20:00,,,,,,,,,,,,,,,44.0,64.199,,,,,,,,,,,,18.903
2020-04-06 21:30:00,,,,,,,,,,,,,,,44.0,82.2,,,,,,,,,,,,19.91
2020-04-06 21:40:00,,,,,,,,,,,,,,,42.0,60.2,,,,,,,,,,,,19.938
2020-04-06 21:50:00,,,,,,,,,,,,,,,44.0,56.2,,,,,,,,,,,,19.847
2020-04-06 22:00:00,,,,,,,,,,,,,,,50.0,66.2,,,,,,,,,,,,19.903
2020-04-06 22:10:00,,,,,,,,,,,,,,,46.0,60.2,,,,,,,,,,,,19.714000000000002
2020-04-06 22:20:00,,,,,,,,,,,,,,,38.0,415.2416490016036,,,,,,,,,,,,19.85
2020-04-06 22:30:00,,,,,,,,,,,,,,,50.0,64.2,,,,,,,,,,,,19.958
2020-04-06 22:40:00,,,,,,,,,,,,,,,46.0,64.2,,,,,,,,,,,,18.759
2020-04-06 22:50:00,,,,,,,,,,,,,,,44.0,62.191,,,,,,,,,,,,19.796
2020-04-06 23:00:00,,,,,,,,,,,,,,,50.0,60.255,,,,,,,,,,,,19.829
2020-04-06 23:10:00,,,,,,,,,,,,,,,48.0,64.313,,,,,,,,,,,,19.514
2020-04-06 23:20:00,,,,,,,,,,,,,,,816.6698270369213,66.298,,,,,,,,,,,,19.722
2020-04-06 23:30:00,,,,,,,,,,,,,,,50.0,719.8110497025765,,,,,,,,,,,,19.909000000000002
2020-04-06 23:40:00,,,,,,,,,,,,,,,46.0,66.407,,,,,,,,,,,,19.980999999999998
2020-04-06 23:50:00,,,,,,,,,,,,,,,54.0,64.402,,,,,,,,,,,,19.56
2020-04-07 00:00:00,,,,,,,,,,,,,,,42.0,66.494,,,,,,,,,,,,19.467
2020-04-07 00:10:00,,,,,,,,,,,,,,,54.0,62.40000000000001,,,,,,,,,,,,19.717
2020-04-07 00:20:00,,,,,,,,,,,,,,,44.0,68.566,,,,,,,,,,,,19.777
2020-04-07 00:30:00,,,,,,,,,,,,,,,38.0,62.59700000000001,,,,,,,,,,,,19.566
2020-04-07 00:40:00,,,,,,,,,,,,,,,40.0,60.588,,,,,,,,,,,,19.977
2020-04-07 00:50:00,,,,,,,,,,,,,,,40.0,60.6,,,,,,,,,,,,19.963
2020-04-07 01:00:00,,,,,,,,,,,,,,,40.0,866.9711227766643,,,,,,,,,,,,19.893
2020-04-07 01:10:00,,,,,,,,,,,,,,,50.0,62.832,,,,,,,,,,,,19.807000000000002
2020-04-07 01:20:00,,,,,,,,,,,,,,,38.0,59.095,,,,,,,,,,,,19.812
2020-04-07 01:30:00,,,,,,,,,,,,,,,48.0,65.203,,,,,,,,,,,,18.756
2020-04-07 01:40:00,,,,,,,,,,,,,,,40.0,63.215,,,,,,,,,,,,19.058
2020-04-07 01:50:00,,,,,,,,,,,,,,,44.0,614.0023737816941,,,,,,,,,,,,19.823
2020-04-07 02:00:00,,,,,,,,,,,,,,,46.0,65.518,,,,,,,,,,,,19.811
2020-04-07 02:10:00,,,,,,,,,,,,,,,50.0,59.606,,,,,,,,,,,,19.643
2020-04-07 02:20:00,,,,,,,,,,,,,,,40.0,63.69499999999999,,,,,,,,,,,,19.579
2020-04-07 02:30:00,,,,,,,,,,,,,,,48.0,61.771,,,,,,,,,,,,19.555999999999997
2020-04-07 02:40:00,,,,,,,,,,,,,,,44.0,69.795,,,,,,,,,,,,19.816
2020-04-07 02:50:00,,,,,,,,,,,,,,,46.0,63.889,,,,,,,,,,,,19.26
2020-04-07 03:00:00,,,,,,,,,,,,,,,40.0,65.92699999999999,,,,,,,,,,,,19.972
2020-04-07 03:10:00,,,,,,,,,,,,,,,48.0,62.106,,,,,,,,,,,,19.494
2020-04-07 03:20:00,,,,,,,,,,,,,,,44.0,68.09,,,,,,,,,,,,19.622
2020-04-07 03:30:00,,,,,,,,,,,,,,,42.0,56.199,,,,,,,,,,,,19.695
2020-04-07 03:40:00,,,,,,,,,,,,,,,42.0,68.19,,,,,,,,,,,,19.366
2020-04-07 03:50:00,,,,,,,,,,,,,,,42.0,64.3,,,,,,,,,,,,18.874000000000002
2020-04-07 04:00:00,,,,,,,,,,,,,,,42.0,62.357,,,,,,,,,,,,18.956
2020-04-07 04:10:00,,,,,,,,,,,,,,,46.0,72.40100000000001,,,,,,,,,,,,18.949
2020-04-07 04:20:00,,,,,,,,,,,,,,,42.0,68.4,,,,,,,,,,,,19.896
2020-04-07 04:30:00,,,,,,,,,,,,,,,44.0,58.398999999999994,,,,,,,,,,,,19.702
2020-04-07 04:40:00,,,,,,,,,,,,,,,44.0,66.40100000000001,,,,,,,,,,,,19.854
2020-04-07 04:50:00,,,,,,,,,,,,,,,48.0,68.508,,,,,,,,,,,,19.974
2020-04-07 05:00:00,,,,,,,,,,,,,,,44.0,60.5,,,,,,,,,,,,19.793
2020-04-07 05:10:00,,,,,,,,,,,,,,,44.0,62.499,,,,,,,,,,,,19.533
2020-04-07 05:20:00,,,,,,,,,,,,,,,42.0,66.622,,,,,,,,,,,,19.933
2020-04-07 05:30:00,,,,,,,,,,,,,,,52.0,60.53999999999999,,,,,,,,,,,,19.32
2020-04-07 05:40:00,,,,,,,,,,,,,,,42.0,60.599,,,,,,,,,,,,19.187
2020-04-07 05:50:00,,,,,,,,,,,,,,,40.0,64.601,,,,,,,,,,,,19.629
2020-04-07 06:00:00,,,,,,,,,,,,,,,44.0,62.6,,,,,,,,,,,,19.938
2020-04-07 06:10:00,,,,,,,,,,,,,45.0,,44.0,66.6,,,,,,,,,,,,19.788
2020-04-07 06:20:00,,,,,,,,,,,,,,,40.0,,,,,,47.0,,,,,,,19.082
2020-04-07 06:30:00,,,,,,,,,,,,,,,40.0,,,,,,41.0,,,,,,,19.644000000000002
2020-04-07 06:40:00,,,,,,,,,,,,,,,44.0,,,,,,,,,,49.0,,,19.764
2020-04-07 06:50:00,,,,,,,,,,,,,,,44.0,,,,,,,,,,42.0,,,18.5
2020-04-07 07:00:00,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,19.684
2020-04-07 07:10:00,,,,,,,,,,,,17.0,,,42.0,,,,,,,,,,,,,18.394000000000002
2020-04-07 07:20:00,,,,,,,,,,,,27.0,,,46.0,,,,,,,,50.0,,,,,19.625
2020-04-07 07:30:00,,39.9709,,,,,,,,,,27.0,,,38.0,,,,,,,,,,,,,19.25
2020-04-07 07:40:00,,43.00415,,,,,,,,,,5.2,,,,,,,,,,,,,,,,19.827
2020-04-07 07:50:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,19.730999999999998
2020-04-07 08:00:00,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,19.281
2020-04-07 08:10:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,19.986
2020-04-07 08:20:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,19.752
2020-04-07 08:30:00,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,19.924
2020-04-07 08:40:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,19.616
2020-04-07 08:50:00,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,18.898
2020-04-07 09:00:00,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,18.999000000000002
2020-04-07 09:10:00,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,19.858
2020-04-07 09:20:00,,,,,,,,,,,,5.8,,,,,,,,,,,,,,,,19.19
2020-04-07 09:30:00,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,18.872
2020-04-07 09:40:00,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,19.458
2020-04-07 09:50:00,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,19.709
2020-04-07 10:00:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,19.955
2020-04-07 10:10:00,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,19.585
2020-04-07 10:20:00,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,19.811
2020-04-07 10:30:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,19.92
2020-04-07 10:40:00,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,18.723
2020-04-07 10:50:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,19.305999999999997
2020-04-07 11:00:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,19.666
2020-04-07 11:10:00,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,19.975
2020-04-07 11:20:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,19.952
2020-04-07 11:30:00,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,19.625
2020-04-07 11:40:00,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,19.866
2020-04-07 11:50:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,46.0,,,19.958
2020-04-07 12:00:00,,,,,,22.0,,,,,,5.2,,,,,,,,,,,,,44.0,,,19.382
2020-04-07 12:10:00,,,,,,19.0,,,,,,5.0,,,,,,,,,,,,,,,,18.912
2020-04-07 12:20:00,,,,,,20.0,,,,,,4.6,,,,,,,,,,,,,,,,19.866
2020-04-07 12:30:00,,,,,,20.0,,,,,,4.6,,,,,,,,,,,,,,,,19.79
2020-04-07 12:40:00,,,,,26.0,23.0,15.0,,,,22.0,4.6,,,,,,,,,,,,,,,,18.802
2020-04-07 12:50:00,,,25.0,,22.0,20.0,16.0,,,,16.0,4.8,,33.668416869403394,,,,32.0,,,,,,,,,,19.833
2020-04-07 13:00:00,,,,,5.0,22.0,,,,,,5.2,,57.09217836146603,,,,32.0,,,,,,,,,,19.589000000000002
2020-04-07 13:10:00,,,,,4.8,22.0,,,,,,4.8,,,,,,,,,,,,,,,,19.255
2020-04-07 13:20:00,,,,,4.8,22.0,,,,,,5.0,,,,,,,34.0,,,,,,,,,19.771
2020-04-07 13:30:00,,,,,4.6,25.0,,,,,,4.8,,,,,,,34.8,,,,,,,,,19.098
2020-04-07 13:40:00,,,,,5.4,21.0,,,,,,5.2,,,,,,,32.6,,,,,,,,,19.382
2020-04-07 13:50:00,,,31.0,,4.6,22.0,,,,,,4.8,,,,,,,35.0,,,,,,,,,19.322
2020-04-07 14:00:00,,,27.0,,4.6,23.0,,,,,,4.8,,,,,,,34.6,,,,,,,,,19.294
2020-04-07 14:10:00,,,,,4.6,24.0,,,,,,4.6,,,,,,,32.4,,,,,,,,,19.569000000000003
2020-04-07 14:20:00,,,,,4.2,19.0,,,,,,4.6,,,,,,,37.0,,,,,,,,,19.968
2020-04-07 14:30:00,,,,,4.6,19.0,,,,,,4.8,,,,,,,34.8,,,,,,,,,19.605
2020-04-07 14:40:00,,,,,4.6,23.0,,,,,,5.0,,,,,,,35.2,,,,,,,,,18.889
2020-04-07 14:50:00,,,,,5.6,20.0,,,,,,5.6,,,,,,,34.2,,,,,,,,,19.999000000000002
2020-04-07 15:00:00,,,,,4.4,21.0,,,,,,4.6,,,,,,,35.0,,,,,,,,,19.781
2020-04-07 15:10:00,,,,,4.6,23.0,,,,,,5.4,,,,,,,35.8,,,,,,,,,19.178
2020-04-07 15:20:00,,,,,5.0,23.0,,,,,,5.4,,,,,,,31.0,,,,,,,,,19.815
2020-04-07 15:30:00,,,,,5.0,21.0,,,,,,4.6,,,,,,,36.0,,,,,,,,,19.727999999999998
2020-04-07 15:40:00,,,,,4.8,19.0,,,,,,4.8,,,,,,,37.6,,,,,,,,,19.555999999999997
2020-04-07 15:50:00,,,,,4.4,20.0,,,,,,4.8,,,,,,,37.2,,,,,,,,,19.963
2020-04-07 16:00:00,,,,,4.6,25.0,,,,,,24.0,,,,,,,33.8,,,,,,,,,18.645
2020-04-07 16:10:00,,,,,23.0,22.0,,,,,,23.0,,,,,,,32.2,,,,46.0,,,,,19.913
2020-04-07 16:20:00,,,,,15.0,13.0,,,,,,,,,28.0,,,,,,,,47.0,,,,,19.255
2020-04-07 16:30:00,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,19.956
2020-04-07 16:40:00,,32.28965,,,,,,,,,,,,62.36640967519637,44.0,,,,,,41.0,,,,,,,18.898
2020-04-07 16:50:00,,45.3054,,,,,,,,,,,42.0,21.70816683557037,44.0,,,,,,,,,,,44.0,,19.772000000000002
2020-04-07 17:00:00,,,,,,,,,,,,,42.0,,36.0,,,,,,,,,,,,,19.819000000000003
2020-04-07 17:10:00,37.11,,,,,,,,,,,,,,44.0,52.093999999999994,,,,,,,,,,,,19.972
2020-04-07 17:20:00,,,,,,,,,,,,,,,40.0,53.967,,,,,,,,,,,,19.897000000000002
2020-04-07 17:30:00,,,,,,,,,,,,,,,46.0,55.913000000000004,,,,,,,,,,,,19.45
2020-04-07 17:40:00,,,,,,,,,,,,,,,,55.797,,,,,,,,,,,,18.326
2020-04-07 17:50:00,,,,,,,,,,,,,,,,59.642,,,,,,,,,,,,19.596
2020-04-07 18:00:00,,,,,,,,,,,,,,,,61.609,,,,,,,,34.0,,,,18.404
2020-04-07 18:10:00,,,,,,,,,,,,,,,,65.429,,,,,,,,,,,,19.677
2020-04-07 18:20:00,,,,,,,,,,,,,,,,53.416000000000004,,,,,,,,,,,,19.131
2020-04-07 18:30:00,,,,,,,,,,,,,,,,53.266000000000005,,,,,,,,,,,,19.878
2020-04-07 18:40:00,,,,,,,,,,,,,,,,53.207,,,,,,,,,,,,19.672
2020-04-07 18:50:00,,,,,,,,,,,,,,,,51.098,,,,,,,,,,,,19.883
2020-04-07 19:00:00,,,,,,,,,,,,,,,,61.02800000000001,,,,,,,,,,,,19.483
2020-04-07 19:10:00,,,,,,,,,,,,,,,,66.911,,,,,,,,33.0,,,,19.747
2020-04-07 19:20:00,,,,,,,,,,,,,,,,56.79900000000001,,,,,,,,,,,,19.119
