Timestamp,mobile-16,mobile-17,mobile-18,mobile-36,mobile-15,mobile-47,mobile-7,mobile-25,mobile-27,mobile-2,mobile-50,mobile-1,mobile-41,mobile-9,mobile-24,mobile-44,mobile-4,static-6
2020-04-06 05:10:00,,,,,,,24.0,46.0,,,,,,,,,,19.903
2020-04-06 05:20:00,,,,,,,25.0,49.0,,,,,,,,,,19.764
2020-04-06 05:30:00,,,,,,,27.0,50.0,,,,,,,,,,19.59
2020-04-06 05:40:00,,,,,,,24.0,49.0,,,,,,,,,,19.774
2020-04-06 05:50:00,,,,,,,23.0,51.0,,,,,,,,,,19.974
2020-04-06 06:00:00,,,,,,,27.0,48.0,,,,,,,,,,19.585
2020-04-06 06:10:00,,,,,,,24.0,45.0,,,,,,,,,,19.869
2020-04-06 06:20:00,,,,,,,23.0,,,,,,,,,,,19.433
2020-04-06 06:30:00,,,,,,,22.0,,,,,,,,,,,19.503
2020-04-06 06:40:00,,,,,,,26.0,,,,,,,,,,,19.413
2020-04-06 06:50:00,,,,,,,23.0,,61.47400554045124,,,,,,,,,18.692
2020-04-06 07:00:00,,,,,,20.0,23.0,,72.84392628113426,,,,46.0,,,,,19.887
2020-04-06 07:10:00,,,,,,24.0,25.0,,70.14600308553672,,,,49.0,,,,,19.49
2020-04-06 07:20:00,,,,,,22.0,,,72.84392628113426,,,,49.0,,,,,19.521
2020-04-06 07:30:00,,,,,,26.0,,,67.44807988993915,,,,47.0,,,,,18.895
2020-04-06 07:40:00,,,,,,24.0,,,70.14600308553672,,,,48.0,,,,,19.217
2020-04-06 07:50:00,,,,,,26.0,,,70.14600308553672,,,,52.0,,,,,19.209
2020-04-06 08:00:00,,,,,,27.0,,,83.63561906352453,,,,50.0,,,,,19.81
2020-04-06 08:10:00,,,,,,25.0,,,70.14600308553672,,,,48.0,,,,,19.937
2020-04-06 08:20:00,,,,,,25.0,,,80.93769586792699,,,,48.0,,,,,19.979
2020-04-06 08:30:00,,,,,,23.0,,,67.44807988993915,,,,47.0,,,,,19.529
2020-04-06 08:40:00,,,,,,24.0,,,75.54184947673184,,,,48.0,,,,,18.95
2020-04-06 08:50:00,,,,,,24.0,,,80.93769586792699,,,,49.0,,,,,19.675
2020-04-06 09:00:00,,,,,,26.0,,,67.44807988993915,,,,52.0,,,,,18.546
2020-04-06 09:10:00,,,,,,24.0,,,72.84392628113426,,,,49.0,,,,,17.997
2020-04-06 09:20:00,,,,,,27.0,,,80.93769586792699,,,,48.0,,,,,18.995
2020-04-06 09:30:00,,,,,,23.0,,,67.44807988993915,,,,50.0,,,,,19.959
2020-04-06 09:40:00,,,,,,28.0,,,344.05541828534035,,,,47.0,,,,,19.944000000000003
2020-04-06 09:50:00,,,,,,23.0,,,72.84392628113426,,,,49.0,,,,,19.901
2020-04-06 10:00:00,,,,,,24.0,,,72.84392628113426,,,,49.0,,,,,19.916
2020-04-06 10:10:00,,,,,,24.0,,,75.54184947673184,,,,52.0,,,,,19.734
2020-04-06 10:20:00,,,,,,25.0,,,94.42731184591482,,,,50.0,,,,,19.965
2020-04-06 10:30:00,,,,,,24.0,,,70.14600308553672,,,,49.0,,,,,19.901
2020-04-06 10:40:00,,,,,,27.0,,,72.84392628113426,,,,48.0,,,,,19.256
2020-04-06 10:50:00,,,,,,24.0,,,72.84392628113426,,,,47.0,,,,,19.451
2020-04-06 11:00:00,,,,,,25.0,,,75.54184947673184,,,,54.0,,,,,19.160999999999998
2020-04-06 11:10:00,,,,,,22.0,,,70.14600308553672,,,,48.0,,,,,19.532
2020-04-06 11:20:00,,,,,,24.0,,,75.54184947673184,,,,48.0,,,,,19.863
2020-04-06 11:30:00,,,,,,25.0,,,72.84392628113426,,,,47.0,,,,,19.910999999999998
2020-04-06 11:40:00,,,,,,25.0,,,70.14600308553672,,,,48.0,,,,,19.692999999999998
2020-04-06 11:50:00,,,,,,24.0,,,86.3335422591221,,,,49.0,,,44.0,,19.7
2020-04-06 12:00:00,,,,,,26.0,,,72.84392628113426,,,,50.0,,,48.0,,19.76
2020-04-06 12:10:00,,,,,,25.0,,,62.05223349874402,,,,48.0,,,48.0,,19.676
2020-04-06 12:20:00,,,,,,23.0,,,89.0314654547197,,,,48.0,,,43.0,,19.984
2020-04-06 12:30:00,,,,,,24.0,,,67.44807988993915,,,,49.0,,,,,19.748
2020-04-06 12:40:00,,,,,,24.0,,,64.75015669434157,,,,48.0,,,,,19.402
2020-04-06 12:50:00,,,,,,26.0,,,70.14600308553672,,,,47.0,,,,,18.325
2020-04-06 13:00:00,,,,,,23.0,,,72.84392628113426,,,,47.0,,,,,19.535
2020-04-06 13:10:00,,,,,,23.0,,,72.84392628113426,,,,49.0,,,,,19.947
2020-04-06 13:20:00,,,,,,26.0,,,67.44807988993915,,,,46.0,,,,,19.194000000000003
2020-04-06 13:30:00,,,,,,23.0,,,72.84392628113426,,,,49.0,,,,,19.868
2020-04-06 13:40:00,,,,,,25.0,,,72.84392628113426,,,,48.0,,,,,19.680999999999997
2020-04-06 13:50:00,,,,,,380.1657146385123,,,70.14600308553672,,,,48.0,,,,,19.562
2020-04-06 14:00:00,,,,16.0,,23.0,,,72.84392628113426,,,,52.0,,,,,19.643
2020-04-06 14:10:00,,,,,,23.0,,,75.54184947673184,,,,49.0,,,,,19.871
2020-04-06 14:20:00,,,,,,23.0,,,72.84392628113426,,,,50.0,,,,,19.154
2020-04-06 14:30:00,,,,,,25.0,,,80.93769586792699,,,,49.0,,,,,19.651
2020-04-06 14:40:00,,,,,,24.0,,,78.23977267232941,,,,48.0,,,,,19.733
2020-04-06 14:50:00,,,,,,23.0,,,78.23977267232941,,,,51.0,,,,,19.171
2020-04-06 15:00:00,,,,,,26.0,,,64.75015669434157,,,,48.0,,,,,19.602
2020-04-06 15:10:00,,,,,,28.0,,,70.14600308553672,,,,51.0,,,,,19.813
2020-04-06 15:20:00,,,,,,22.0,,,80.93769586792699,,,,46.0,,,,,19.199
2020-04-06 15:30:00,,,,,,29.0,,,78.23977267232941,,,,48.0,,,,,18.883
2020-04-06 15:40:00,,,,,,23.0,,,75.54184947673184,,,,50.0,,,,,19.239
2020-04-06 15:50:00,,,,,,24.0,,,86.3335422591221,,,,47.0,,,,,19.68
2020-04-06 16:00:00,,,,,,27.0,,,72.84392628113426,,,,49.0,,,,,19.04
2020-04-06 16:10:00,,,,,,25.0,,,70.14600308553672,,,,48.0,,,,,19.734
2020-04-06 16:20:00,,,,,,25.0,,,70.14600308553672,,,,47.0,,,47.0,,19.404
2020-04-06 16:30:00,,,,,,,,,75.54184947673184,,31.0,,,,,46.0,,19.479
2020-04-06 16:40:00,,,,,,,,,72.84392628113426,,32.0,36.0,,,,,,19.988
2020-04-06 16:50:00,,39.249,,,,,,,,,32.0,32.6,,,,,,19.187
2020-04-06 17:00:00,,39.2861,,,,,24.0,44.0,,,,33.4,,,,,40.0,19.749000000000002
2020-04-06 17:10:00,39.834,29.326,,,,,28.0,47.0,,,,,,,,,,19.715
2020-04-06 17:20:00,,,,,,,22.0,45.0,,,,,,,,,,19.392
2020-04-06 17:30:00,,,,,,,24.0,52.0,,,,,,,,,,19.507
2020-04-06 17:40:00,,,,,,,25.0,44.0,,,,,,,,,,19.465
2020-04-06 17:50:00,,,,,,,23.0,46.0,,,,,,,,,,19.6
2020-04-06 18:00:00,,,,,,,27.0,45.0,,,,,,,,,,19.143
2020-04-06 18:10:00,,,,,,,25.0,46.0,,,,,,,,,,19.988
2020-04-06 18:20:00,,,,,,,25.0,49.0,,,,,,,,,,19.855999999999998
2020-04-06 18:30:00,,,,,,,22.0,46.0,,,,,,,,,,19.598
2020-04-06 18:40:00,,,,,,,25.0,56.0,,,,,,,,,,18.63
2020-04-06 18:50:00,,,,,,,24.0,51.0,,,,,,,,,,19.94
2020-04-06 19:00:00,,,,,,,23.0,46.0,,,,,,,,,,19.387
2020-04-06 19:10:00,,,,,,,28.0,48.0,,,,,,,,,,19.813
2020-04-06 19:20:00,,,,,,,23.0,46.0,,,,,,,,,,19.555999999999997
2020-04-06 19:30:00,,,,,,,23.0,42.0,,,,,,,,,,19.419
2020-04-06 19:40:00,,,,,,,26.0,50.0,,,,,,,,,,18.977
2020-04-06 19:50:00,,,,,,,22.0,46.0,,,,,,,,,,19.623
2020-04-06 20:00:00,,,,,,,25.0,54.0,,,,,,,,,,19.87
2020-04-06 20:10:00,,,,,,,23.0,48.0,,,,,,,,,,19.855999999999998
2020-04-06 20:20:00,,,,,,,26.0,47.0,,,,,,,,,,19.859
2020-04-06 20:30:00,,,,,,,27.0,45.0,,,,,,,,,,18.77
2020-04-06 20:40:00,,,,,,,23.0,50.0,,,,,,,,,,19.522000000000002
2020-04-06 20:50:00,,,,,,,23.0,45.0,,,,,,,,,,19.368
2020-04-06 21:00:00,,,,,,,24.0,51.0,,,,,,,,,,19.754
2020-04-06 21:10:00,,,,,,,25.0,53.0,,,,,,,,,,19.782
2020-04-06 21:20:00,,,,,,,28.0,47.0,,,,,,,,,,19.226
2020-04-06 21:30:00,,,,,,,22.0,45.0,,,,,,,,,,19.864
2020-04-06 21:40:00,,,,,,,21.0,49.0,,,,,,,,,,19.641
2020-04-06 21:50:00,,,,,,,24.0,47.0,,,,,,,,,,19.95
2020-04-06 22:00:00,,,,,,,23.0,48.0,,,,,,,,,,18.679000000000002
2020-04-06 22:10:00,,,,,,,23.0,51.0,,,,,,,,,,18.961
2020-04-06 22:20:00,,,,,,,22.0,50.0,,,,,,,,,,19.597
2020-04-06 22:30:00,,,,,,,22.0,48.0,,,,,,,,,,19.692
2020-04-06 22:40:00,,,,,,,26.0,51.0,,,,,,,,,,19.723
2020-04-06 22:50:00,,,,,,,24.0,43.0,,,,,,,,,,19.918
2020-04-06 23:00:00,,,,,,,814.1572854546721,48.0,,,,,,,,,,19.785
2020-04-06 23:10:00,,,,,,,25.0,56.0,,,,,,,,,,19.71
2020-04-06 23:20:00,,,,,,,31.0,49.0,,,,,,,,,,19.879
2020-04-06 23:30:00,,,,,,,27.0,49.0,,,,,,,,,,19.859
2020-04-06 23:40:00,,,,,,,24.0,51.0,,,,,,,,,,19.173
2020-04-06 23:50:00,,,,,,,29.0,52.0,,,,,,,,,,18.649
2020-04-07 00:00:00,,,,,,,25.0,52.0,,,,,,,,,,19.541
2020-04-07 00:10:00,,,,,,,25.0,46.0,,,,,,,,,,19.804000000000002
2020-04-07 00:20:00,,,,,,,23.0,50.0,,,,,,,,,,19.002
2020-04-07 00:30:00,,,,,,,24.0,48.0,,,,,,,,,,18.83
2020-04-07 00:40:00,,,,,,,24.0,46.0,,,,,,,,,,19.991
2020-04-07 00:50:00,,,,,,,27.0,47.0,,,,,,,,,,19.547
2020-04-07 01:00:00,,,,,,,26.0,46.0,,,,,,,,,,18.593
2020-04-07 01:10:00,,,,,,,22.0,45.0,,,,,,,,,,19.614
2020-04-07 01:20:00,,,,,,,23.0,45.0,,,,,,,,,,18.793
2020-04-07 01:30:00,,,,,,,26.0,46.0,,,,,,,,,,19.418
2020-04-07 01:40:00,,,,,,,26.0,45.0,,,,,,,,,,19.315
2020-04-07 01:50:00,,,,,,,24.0,47.0,,,,,,,,,,19.362000000000002
2020-04-07 02:00:00,,,,,,,22.0,50.0,,,,,,,,,,19.02
2020-04-07 02:10:00,,,,,,,23.0,47.0,,,,,,,,,,19.937
2020-04-07 02:20:00,,,,,,,23.0,49.0,,,,,,,,,,19.339000000000002
2020-04-07 02:30:00,,,,,,,25.0,43.0,,,,,,,,,,19.951
2020-04-07 02:40:00,,,,,,,26.0,50.0,,,,,,,,,,18.933
2020-04-07 02:50:00,,,,,,,26.0,46.0,,,,,,,,,,19.754
2020-04-07 03:00:00,,,,,,,24.0,46.0,,,,,,,,,,19.131
2020-04-07 03:10:00,,,,,,,26.0,44.0,,,,,,,,,,19.963
2020-04-07 03:20:00,,,,,,,22.0,45.0,,,,,,,,,,19.813
2020-04-07 03:30:00,,,,,,,22.0,51.0,,,,,,,,,,19.916
2020-04-07 03:40:00,,,,,,,24.0,47.0,,,,,,,,,,19.505
2020-04-07 03:50:00,,,,,,,23.0,47.0,,,,,,,,,,19.734
2020-04-07 04:00:00,,,,,,,28.0,45.0,,,,,,,,,,19.886
2020-04-07 04:10:00,,,,,,,23.0,47.0,,,,,,,,,,19.163
2020-04-07 04:20:00,,,,,,,22.0,52.0,,,,,,,,,,19.73
2020-04-07 04:30:00,,,,,,,24.0,47.0,,,,,,,,,,19.827
2020-04-07 04:40:00,,,,,,,27.0,50.0,,,,,,,,,,19.973
2020-04-07 04:50:00,,,,,,,22.0,47.0,,,,,,,,,,19.999000000000002
2020-04-07 05:00:00,,,,,,,25.0,47.0,,,,,,,,,,18.929000000000002
2020-04-07 05:10:00,,,,,,,24.0,47.0,,,,,,,,,,522.477
2020-04-07 05:20:00,,,,,,,29.0,49.0,,,,,,,,,,19.766
2020-04-07 05:30:00,,,,,,,25.0,46.0,,,,,,,,,,19.807000000000002
2020-04-07 05:40:00,,,,,,,23.0,48.0,,,,,,,,,,18.883
2020-04-07 05:50:00,,,,,,,28.0,51.0,,,,,,,,,,19.984
2020-04-07 06:00:00,,,,,,,26.0,49.0,,,,,,,,,,19.597
2020-04-07 06:10:00,,,,,,,23.0,42.0,,,,,,,,,,19.185
2020-04-07 06:20:00,,,,,,,25.0,,,,,,44.0,,,,,19.794
2020-04-07 06:30:00,,,,,,,25.0,,,,,,49.0,,,,,18.128
2020-04-07 06:40:00,,,,,,,24.0,,,,,,50.0,,,,,19.297
2020-04-07 06:50:00,,,,,,,27.0,,,,,,48.0,,,,,18.797
2020-04-07 07:00:00,,,,,,,25.0,,,,,,50.0,,,,,18.989
2020-04-07 07:10:00,,,,,,,24.0,,,,,,48.0,,,,,19.964000000000002
2020-04-07 07:20:00,,,,,,,,,,,,,47.0,,,,,18.913
2020-04-07 07:30:00,,,,,,,,,,,,,49.0,,,,,19.42
2020-04-07 07:40:00,,,,,,,,,,,,,49.0,,,,,19.995
2020-04-07 07:50:00,,,,,,,,,,,,,51.0,,,,,19.432000000000002
2020-04-07 08:00:00,,,,,,,,,,,,,48.0,,,,,19.857
2020-04-07 08:10:00,,,,,,,,,,,,,48.0,,,,,19.822
2020-04-07 08:20:00,,,,,,,,,,,,,48.0,,,,,19.857
2020-04-07 08:30:00,,,,,,,,,,,,,51.0,,,,,19.959
2020-04-07 08:40:00,,,,,,,,,,,,,48.0,,,,,19.035999999999998
2020-04-07 08:50:00,,,,,,,,,,,,,48.0,,,,,19.949
2020-04-07 09:00:00,,,,,,,,,,,,,49.0,,,,,19.627
2020-04-07 09:10:00,,,,,,,,,,,,,48.0,,,,,19.957
2020-04-07 09:20:00,,,,,,,,,,,,,49.0,,,49.0,,19.896
2020-04-07 09:30:00,,,,,,,,,,,,,49.0,,,45.0,,19.866
2020-04-07 09:40:00,,,,,,,,,,,,,48.0,,,45.0,,19.483
2020-04-07 09:50:00,,,,,,,,,,,,,48.0,,,44.0,,19.666
2020-04-07 10:00:00,,,,,,,,,,,,,48.0,,,45.0,,19.886
2020-04-07 10:10:00,,,,,,,,,,,,,50.0,,,,,18.916
2020-04-07 10:20:00,,,,,,,,,,,,,48.0,,,,,19.81
2020-04-07 10:30:00,,,,,,,,,,,,,51.0,,,,,18.648
2020-04-07 10:40:00,,,,,,,,,,,,,48.0,,,,,19.565
2020-04-07 10:50:00,,,,,,,,,,,,,51.0,,,,,19.709
2020-04-07 11:00:00,,,,,,,,,,,,,49.0,,,,,19.363
2020-04-07 11:10:00,,,,,,,,,,,,,49.0,,,,,18.817
2020-04-07 11:20:00,,,,,,,,,,,,,51.0,,,,,19.391
2020-04-07 11:30:00,,,,,,,,,,,,,48.0,,,,,18.882
2020-04-07 11:40:00,,,,,,,,,,,,,48.0,,,,,18.787
2020-04-07 11:50:00,,,,,,,,,,,,,47.0,,,,,19.609
2020-04-07 12:00:00,,,,,,,,,,,,,48.0,,,,,19.526
2020-04-07 12:10:00,,,,,,,,,,,,,48.0,,,,,19.613
2020-04-07 12:20:00,,,,,,,,,,,,,49.0,,,,,19.915
2020-04-07 12:30:00,,,,,,,,,,,,,52.0,,,,,19.945
2020-04-07 12:40:00,,,,,,,,,,,,,53.0,,,,,19.462
2020-04-07 12:50:00,,,,,,23.0,,,,,,,51.0,,,,,18.932000000000002
2020-04-07 13:00:00,,,,,,25.0,,,68.42927915641562,,,,47.0,,,,,19.992
2020-04-07 13:10:00,,,,,,25.0,,,71.86662149619295,,,,51.0,,,,,19.953
2020-04-07 13:20:00,,,,,,23.0,,,71.86662149619295,,,,48.0,,,,,19.614
2020-04-07 13:30:00,,,,,,24.0,,,69.20489477411171,,,,50.0,,,,,19.948
2020-04-07 13:40:00,,,,,,23.0,,,79.85180166243659,,,,47.0,,,,,19.262
2020-04-07 13:50:00,,,,,,23.0,,,71.86662149619295,,,,51.0,,,,,18.91
2020-04-07 14:00:00,,,,,,24.0,,,78.29861996091677,,,,47.0,,,,,19.973
2020-04-07 14:10:00,,,,,,24.0,,,70.19876272358056,,,,48.0,,,,,19.974
2020-04-07 14:20:00,,,,,,23.0,,,70.19876272358056,,,,51.0,,,,,18.798
2020-04-07 14:30:00,,,,,,23.0,,,72.89871513602597,,,,46.0,,,,,19.882
2020-04-07 14:40:00,,,,,,26.0,,,67.49881031113514,,,,48.0,,,,,19.889
2020-04-07 14:50:00,,,,,,24.0,,,78.29861996091677,,,,50.0,,,,,18.207
2020-04-07 15:00:00,,,,,,23.0,,,67.49881031113514,,,,49.0,,,,,18.775
2020-04-07 15:10:00,,,,,,23.0,,,72.89871513602597,,,,48.0,,,,,19.537
2020-04-07 15:20:00,,,,,,25.0,,,70.19876272358056,,,,47.0,,,,,19.93
2020-04-07 15:30:00,,,,,,23.0,,,1182.7502164947068,,,,48.0,,,,,19.782
2020-04-07 15:40:00,,,,,,24.0,,,75.59866754847137,,,,51.0,,,,,19.583
2020-04-07 15:50:00,,,,,,26.0,,,78.29861996091677,,,,49.0,,,,,19.38
2020-04-07 16:00:00,,,,,,22.0,,,75.59866754847137,,,,48.0,,,,,19.691
2020-04-07 16:10:00,,,,,,23.0,24.0,,70.19876272358056,,,35.8,50.0,,,,39.0,18.878
2020-04-07 16:20:00,,,,,,23.0,24.0,,75.59866754847137,,32.0,34.4,49.0,,,,40.0,19.832
2020-04-07 16:30:00,,,,,,23.0,25.0,,91.79838202314379,,36.0,35.2,46.0,,,,,19.441
2020-04-07 16:40:00,,38.2858,,,,25.0,25.0,,69.0521771511206,,31.0,,48.0,,,45.0,,19.706
2020-04-07 16:50:00,,42.325,,,,24.0,24.0,,,,,,,,,46.0,,18.49
2020-04-07 17:00:00,,44.3586,,,,24.0,30.0,46.0,,,,,,,,,,18.954
2020-04-07 17:10:00,36.089,,,,,,24.0,48.0,,,,,,,,,,19.504
2020-04-07 17:20:00,32.05,,,,,,27.0,46.0,,,,,,,,,,19.594
2020-04-07 17:30:00,,,,,,,22.0,54.0,,,,,,,,,,19.509
2020-04-07 17:40:00,,,,,,,27.0,44.0,,,,,,,,,,19.984
2020-04-07 17:50:00,,,,,,,27.0,43.0,,,,,,40.0,,,,19.486
2020-04-07 18:00:00,,,,,,,25.0,47.0,,,,,,38.0,,,,18.97
2020-04-07 18:10:00,,,,,,,24.0,49.0,,,,,,40.0,,,,19.959
2020-04-07 18:20:00,,,,,,,26.0,52.0,,,,,,38.0,,,,19.512999999999998
2020-04-07 18:30:00,,,,,,,24.0,52.0,,,,,,38.0,,,,19.73
2020-04-07 18:40:00,,,,,,,24.0,52.0,,,,,,39.0,,,,19.866
2020-04-07 18:50:00,,,,,,,23.0,51.0,,,,,,40.0,,,,19.927
2020-04-07 19:00:00,,,,,,,23.0,43.0,,,,,,41.0,,,,19.507
2020-04-07 19:10:00,,,,,,,28.0,47.0,,,,,,39.0,,,,19.99
2020-04-07 19:20:00,,,,,,,24.0,43.0,,,,,,,,,,19.872
2020-04-07 19:30:00,,,,,,,27.0,45.0,,,,,,,,,,19.727999999999998
2020-04-07 19:40:00,,,,,,,23.0,46.0,,,,,,,,,,19.468
2020-04-07 19:50:00,,,,,,,29.0,43.0,,,,,,,,,,19.989
2020-04-07 20:00:00,,,,,,,23.0,50.0,,,,,,,,,,19.575
2020-04-07 20:10:00,,,,,,,25.0,48.0,,,,,,,,,,19.625999999999998
2020-04-07 20:20:00,,,,,,,23.0,46.0,,,,,,,,,,19.381
2020-04-07 20:30:00,,,,,,,24.0,45.0,,,,,,,,,,19.839000000000002
2020-04-07 20:40:00,,,,,,,24.0,49.0,,,,,,,,,,19.467
2020-04-07 20:50:00,,,,,,,25.0,50.0,,,,,,,,,,19.018
2020-04-07 21:00:00,,,,,,,25.0,56.0,,,,,,,,,,19.965999999999998
2020-04-07 21:10:00,,,,,,,23.0,50.0,,,,,,,,,,19.579
2020-04-07 21:20:00,,,,,,,28.0,50.0,,,,,,,,,,17.977999999999998
2020-04-07 21:30:00,,,,,,,27.0,49.0,,,,,,,,,,19.862000000000002
2020-04-07 21:40:00,,,,,,,29.0,49.0,,,,,,,,,,19.83
2020-04-07 21:50:00,,,,,,,28.0,48.0,,,,,,,,,,19.912
2020-04-07 22:00:00,,,,,,,23.0,52.0,,,,,,,,,,19.923
2020-04-07 22:10:00,,,,,,,27.0,46.0,,,,,,,,,,19.984
2020-04-07 22:20:00,,,,,,,24.0,49.0,,,,,,,,,,19.61
2020-04-07 22:30:00,,,,,,,23.0,53.0,,,,,,,,,,19.387
2020-04-07 22:40:00,,,,,,,22.0,46.0,,,,,,,,,,19.867
2020-04-07 22:50:00,,,,,,,24.0,49.0,,,,,,,,,,19.996
2020-04-07 23:00:00,,,,,,,27.0,44.0,,,,,,,,,,19.67
2020-04-07 23:10:00,,,,,,,26.0,49.0,,,,,,,,,,19.037
2020-04-07 23:20:00,,,,,,,25.0,44.0,,,,,,,,,,19.976
2020-04-07 23:30:00,,,,,,,25.0,41.0,,,,,,,,,,19.879
2020-04-07 23:40:00,,,,,,,24.0,44.0,,,,,,,,,,19.737000000000002
2020-04-07 23:50:00,,,,,,,26.0,45.0,,,,,,,,,,18.837
2020-04-08 00:00:00,,,,,,,23.0,54.0,,,,,,,,,,19.480999999999998
2020-04-08 00:10:00,,,,,,,24.0,43.0,,,,,,,,,,19.912
2020-04-08 00:20:00,,,,,,,22.0,49.0,,,,,,,,,,19.674
2020-04-08 00:30:00,,,,,,,27.0,47.0,,,,,,,,,,19.866
2020-04-08 00:40:00,,,,,,,26.0,44.0,,,,,,,,,,19.686
2020-04-08 00:50:00,,,,,,,25.0,50.0,,,,,,,,,,19.363
2020-04-08 01:00:00,,,,,,,25.0,47.0,,,,,,,,,,19.403
2020-04-08 01:10:00,,,,,,,22.0,48.0,,,,,,,,,,19.384
2020-04-08 01:20:00,,,,,,,23.0,49.0,,,,,,,,,,18.862000000000002
2020-04-08 01:30:00,,,,,,,23.0,47.0,,,,,,,,,,19.764
2020-04-08 01:40:00,,,,,,,24.0,46.0,,,,,,,,,,19.653
2020-04-08 01:50:00,,,,,,,24.0,46.0,,,,,,,,,,19.836
2020-04-08 02:00:00,,,,,,,24.0,44.0,,,,,,,,,,19.77
2020-04-08 02:10:00,,,,,,,25.0,54.0,,,,,,,,,,19.730999999999998
2020-04-08 02:20:00,,,,,,,23.0,51.0,,,,,,,,,,19.972
2020-04-08 02:30:00,,,,,,,24.0,45.0,,,,,,,,,,18.942999999999998
2020-04-08 02:40:00,,,,,,,26.0,52.0,,,,,,,,,,18.647000000000002
2020-04-08 02:50:00,,,,,,,24.0,46.0,,,,,,,,,,19.465999999999998
2020-04-08 03:00:00,,,,,,,24.0,46.0,,,,,,,,,,19.768
2020-04-08 03:10:00,,,,,,,24.0,45.0,,,,,,,,,,19.961
2020-04-08 03:20:00,,,,,,,26.0,43.0,,,,,,,,,,18.311
2020-04-08 03:30:00,,,,,,,23.0,44.0,,,,,,,,,,19.694000000000003
2020-04-08 03:40:00,,,,,,,24.0,51.0,,,,,,,,,,19.998
2020-04-08 03:50:00,,,,,,,23.0,47.0,,,,,,,,,,19.396
2020-04-08 04:00:00,,,,,,,26.0,47.0,,,,,,,,,,19.06
2020-04-08 04:10:00,,,,,,,28.0,49.0,,,,,,,,,,19.96
2020-04-08 04:20:00,,,,,,,25.0,42.0,,,,,,,,,,19.459
2020-04-08 04:30:00,,,,,,,26.0,50.0,,,,,,,,,,19.112000000000002
2020-04-08 04:40:00,,,,,,,26.0,50.0,,,,,,,,,,19.183
2020-04-08 04:50:00,,,,,,,25.0,46.0,,,,,,,,,,19.067999999999998
2020-04-08 05:00:00,,,,,,,24.0,45.0,,,,,,,,,,19.133
2020-04-08 05:10:00,,,,,,,26.0,46.0,,,,,,,,,,19.487000000000002
2020-04-08 05:20:00,,,,,,,24.0,44.0,,,,,,,,,,19.965999999999998
2020-04-08 05:30:00,,,,,,,25.0,47.0,,,,,,,,,,18.559
2020-04-08 05:40:00,,,,,,,24.0,45.0,,,,,,,,,,19.495
2020-04-08 05:50:00,,,,,,,26.0,46.0,,,,,,,,,,19.368
