Timestamp,mobile-26,mobile-24,mobile-45,mobile-25,mobile-28,mobile-46,mobile-23,mobile-20,mobile-27,mobile-47,mobile-22,static-11
2020-04-06 05:00:00,,,,30.0,31.0,38.0,,,49.0,,,19.485
2020-04-06 05:10:00,,,,29.0,31.0,38.0,,,47.0,,,19.965
2020-04-06 05:20:00,,,,31.0,31.0,38.0,,,48.0,,,19.739
2020-04-06 05:30:00,,,,30.0,31.0,37.0,,,49.0,,,19.942
2020-04-06 05:40:00,,,,28.0,30.0,38.0,,,47.0,,,19.926
2020-04-06 05:50:00,,,,28.0,30.0,37.0,,,45.0,,,19.745
2020-04-06 06:00:00,,,,28.0,33.0,38.0,,,46.0,,,19.878
2020-04-06 06:10:00,,,,28.0,37.0,37.0,,,47.0,,,19.989
2020-04-06 06:20:00,,,,27.0,30.0,40.0,,18.0,45.0,,,19.886
2020-04-06 06:30:00,,,,29.0,30.0,38.0,,18.0,47.0,,,19.879
2020-04-06 06:40:00,,,,28.0,,37.0,,29.0,47.0,,,19.945999999999998
2020-04-06 06:50:00,,,,29.0,,37.0,,28.0,47.0,,,19.373
2020-04-06 07:00:00,,,,28.0,,36.0,,28.0,48.0,50.0,,19.674
2020-04-06 07:10:00,,,,31.0,,37.0,,28.0,46.0,58.0,,19.642
2020-04-06 07:20:00,,,,28.0,,47.0,,29.0,45.0,47.0,,18.938
2020-04-06 07:30:00,,,,28.0,,37.0,,28.0,48.0,48.0,,19.495
2020-04-06 07:40:00,,,,28.0,,35.0,,28.0,50.0,47.0,,19.974
2020-04-06 07:50:00,,,,27.0,,,,29.0,49.0,47.0,,19.844
2020-04-06 08:00:00,63.89,,17.0,28.0,,,,28.0,49.0,50.0,,19.952
2020-04-06 08:10:00,55.89400000000001,,17.0,28.0,,,,28.0,47.0,48.0,,19.07
2020-04-06 08:20:00,,,16.0,28.0,,,,27.0,49.0,48.0,,19.351
2020-04-06 08:30:00,,,,28.0,,,,27.0,47.0,46.0,,19.052
2020-04-06 08:40:00,,,,29.0,,,,28.0,46.0,47.0,,19.487000000000002
2020-04-06 08:50:00,,,,29.0,,,,28.0,49.0,46.0,,19.554000000000002
2020-04-06 09:00:00,,,,28.0,,,,29.0,48.0,46.0,,19.535
2020-04-06 09:10:00,,,,29.0,,,,28.0,47.0,48.0,,19.948
2020-04-06 09:20:00,,,,27.0,,,,27.0,48.0,44.0,,19.515
2020-04-06 09:30:00,,,,28.0,,,,27.0,50.0,48.0,,19.83
2020-04-06 09:40:00,,,,28.0,,,,31.0,48.0,47.0,,19.958
2020-04-06 09:50:00,,,,32.0,,,,27.0,48.0,49.0,,19.462
2020-04-06 10:00:00,,,,37.0,,,,28.0,51.0,46.0,,19.8
2020-04-06 10:10:00,,,,28.0,,,,29.0,51.0,48.0,,18.506
2020-04-06 10:20:00,,,,29.0,,,,28.0,46.0,47.0,,19.962
2020-04-06 10:30:00,,,,28.0,,,,28.0,46.0,47.0,,19.983
2020-04-06 10:40:00,,,,28.0,,,,31.0,49.0,46.0,,19.24
2020-04-06 10:50:00,,,,29.0,,,,28.0,47.0,44.0,,19.214000000000002
2020-04-06 11:00:00,,,,28.0,,,,28.0,44.0,45.0,,19.93
2020-04-06 11:10:00,,,,27.0,,,,29.0,44.0,46.0,,18.927
2020-04-06 11:20:00,,,,28.0,,,,28.0,46.0,47.0,,19.964000000000002
2020-04-06 11:30:00,,,,30.0,,,,27.0,48.0,48.0,,19.98
2020-04-06 11:40:00,,,,37.0,,,,1026.0272796451263,47.0,47.0,,19.855999999999998
2020-04-06 11:50:00,,,,24.0,,,,29.0,47.0,47.0,,19.634
2020-04-06 12:00:00,,,,,,,,29.0,47.0,50.0,,19.597
2020-04-06 12:10:00,,,,,,,,30.0,45.0,,,19.229
2020-04-06 12:20:00,,,,,,,,28.0,46.0,,,19.587
2020-04-06 12:30:00,,,,,,,,29.0,42.0,,,19.66
2020-04-06 12:40:00,,,,,,,36.6,28.0,,,,19.865
2020-04-06 12:50:00,,,,,,,31.6,28.0,,,,19.565
2020-04-06 13:00:00,,,,,,,29.2,27.0,,,,19.171
2020-04-06 13:10:00,,,,,,,,30.0,,,,19.005
2020-04-06 13:20:00,,,,,,,,28.0,,,,19.581
2020-04-06 13:30:00,,,,,,,,28.0,,,,19.107
2020-04-06 13:40:00,,,,,,,,28.0,,,,19.294
2020-04-06 13:50:00,,,,,,,,29.0,,,,19.548
2020-04-06 14:00:00,,,,,,,,28.0,,,,18.799
2020-04-06 14:10:00,,,,,,,,28.0,,,,19.828
2020-04-06 14:20:00,,,,,,,,28.0,,,,19.665
2020-04-06 14:30:00,,,,,,,,28.0,,,,19.972
2020-04-06 14:40:00,,,,,,,,28.0,,,,18.858
2020-04-06 14:50:00,,,,,,,,28.0,,,,19.756
2020-04-06 15:00:00,,,,,,,,28.0,,,,19.022000000000002
2020-04-06 15:10:00,,,,,,,,27.0,,,,18.369
2020-04-06 15:20:00,,,,,,,,28.0,,,,19.58
2020-04-06 15:30:00,,,,,,,,28.0,,,,19.502
2020-04-06 15:40:00,,,,,,,,28.0,,,,19.160999999999998
2020-04-06 15:50:00,,,,,,,,28.0,,,,19.899
2020-04-06 16:00:00,,,,,,,,27.0,,,,18.949
2020-04-06 16:10:00,,,,,,,,27.0,,,,19.741
2020-04-06 16:20:00,,,,26.0,,37.0,,17.0,,,,19.793
2020-04-06 16:30:00,,,,37.0,,48.0,,,,,,19.937
2020-04-06 16:40:00,68.9,,,27.0,,44.0,,,46.0,,,19.891
2020-04-06 16:50:00,62.90000000000001,,,27.0,32.0,47.0,,,47.0,,,18.512
2020-04-06 17:00:00,56.901,,,28.0,41.0,38.0,,,46.0,,,19.585
2020-04-06 17:10:00,,,,28.0,32.0,38.0,34.4,,47.0,,,1110.792
2020-04-06 17:20:00,,,,31.0,31.0,38.0,41.6,,48.0,,,19.0
2020-04-06 17:30:00,,,,30.0,30.0,37.0,33.8,,47.0,,,19.964000000000002
2020-04-06 17:40:00,,,,27.0,30.0,40.0,32.2,,48.0,,,18.781
2020-04-06 17:50:00,,,,28.0,31.0,39.0,,,46.0,,,19.292
2020-04-06 18:00:00,,,,27.0,31.0,39.0,,,46.0,,,19.998
2020-04-06 18:10:00,,,,27.0,30.0,40.0,,,46.0,,,18.511
2020-04-06 18:20:00,,,,27.0,33.0,38.0,,,46.0,,,19.832
2020-04-06 18:30:00,,,,28.0,33.0,38.0,,,46.0,,,19.82
2020-04-06 18:40:00,,,,28.0,32.0,41.0,,,45.0,,,19.522000000000002
2020-04-06 18:50:00,,,,28.0,30.0,37.0,,,46.0,,,18.905
2020-04-06 19:00:00,,,,29.0,30.0,37.0,,,45.0,,,19.335
2020-04-06 19:10:00,,,,30.0,32.0,37.0,,,50.0,,,19.424
2020-04-06 19:20:00,,,,29.0,31.0,38.0,,,46.0,,,19.794
2020-04-06 19:30:00,,,,29.0,32.0,38.0,,,46.0,,,19.898
2020-04-06 19:40:00,,,,30.0,35.0,38.0,,,44.0,,,19.756
2020-04-06 19:50:00,,,,29.0,37.0,37.0,,,47.0,,,19.977999999999998
2020-04-06 20:00:00,,,,29.0,33.0,36.0,,,45.0,,,18.180999999999997
2020-04-06 20:10:00,,,,28.0,32.0,38.0,,,46.0,,,19.923
2020-04-06 20:20:00,,,,27.0,32.0,36.0,,,44.0,,,19.543
2020-04-06 20:30:00,,,,28.0,32.0,37.0,,,47.0,,,19.1
2020-04-06 20:40:00,,,,28.0,33.0,37.0,,,47.0,,,19.954
2020-04-06 20:50:00,,,,28.0,32.0,37.0,,,46.0,,,19.768
2020-04-06 21:00:00,,,,32.0,33.0,39.0,,,47.0,,,19.434
2020-04-06 21:10:00,,,,28.0,33.0,38.0,,,46.0,,,19.99
2020-04-06 21:20:00,,,,27.0,31.0,38.0,,,47.0,,,18.709
2020-04-06 21:30:00,,,,29.0,33.0,37.0,,,45.0,,,19.930999999999997
2020-04-06 21:40:00,,,,28.0,31.0,37.0,,,48.0,,,19.396
2020-04-06 21:50:00,,,,28.0,32.0,36.0,,,48.0,,,18.881
2020-04-06 22:00:00,,,,28.0,31.0,38.0,,,48.0,,,19.502
2020-04-06 22:10:00,,,,28.0,33.0,38.0,,,48.0,,,19.597
2020-04-06 22:20:00,,,,29.0,33.0,37.0,,,45.0,,,19.798
2020-04-06 22:30:00,,,,29.0,34.0,38.0,,,47.0,,,19.869
2020-04-06 22:40:00,,,,29.0,32.0,37.0,,,48.0,,,18.282
2020-04-06 22:50:00,,,,30.0,34.0,38.0,,,50.0,,,18.775
2020-04-06 23:00:00,,,,28.0,32.0,38.0,,,47.0,,,19.563
2020-04-06 23:10:00,,,,28.0,32.0,38.0,,,47.0,,,19.829
2020-04-06 23:20:00,,,,34.0,33.0,37.0,,,46.0,,,19.378
2020-04-06 23:30:00,,,,32.0,33.0,39.0,,,46.0,,,19.955
2020-04-06 23:40:00,,,,31.0,33.0,36.0,,,45.0,,,19.340999999999998
2020-04-06 23:50:00,,,,29.0,32.0,36.0,,,45.0,,,19.529
2020-04-07 00:00:00,,,,28.0,33.0,39.0,,,46.0,,,19.928
2020-04-07 00:10:00,,,,27.0,32.0,37.0,,,47.0,,,18.75
2020-04-07 00:20:00,,,,27.0,32.0,37.0,,,46.0,,,19.184
2020-04-07 00:30:00,,,,28.0,33.0,38.0,,,46.0,,,19.896
2020-04-07 00:40:00,,,,28.0,32.0,39.0,,,51.0,,,19.152
2020-04-07 00:50:00,,,,29.0,31.0,38.0,,,48.0,,,19.671
2020-04-07 01:00:00,,,,29.0,34.0,39.0,,,48.0,,,18.237000000000002
2020-04-07 01:10:00,,,,28.0,32.0,42.0,,,47.0,,,19.730999999999998
2020-04-07 01:20:00,,,,28.0,33.0,39.0,,,50.0,,,19.133
2020-04-07 01:30:00,,,,30.0,33.0,39.0,,,48.0,,,19.921
2020-04-07 01:40:00,,,,30.0,33.0,37.0,,,47.0,,,19.045
2020-04-07 01:50:00,,,,36.0,31.0,38.0,,,49.0,,,18.954
2020-04-07 02:00:00,,,,31.0,31.0,37.0,,,45.0,,,19.738
2020-04-07 02:10:00,,,,29.0,33.0,37.0,,,45.0,,,19.355
2020-04-07 02:20:00,,,,27.0,31.0,37.0,,,46.0,,,18.859
2020-04-07 02:30:00,,,,28.0,31.0,37.0,,,48.0,,,18.514
2020-04-07 02:40:00,,,,28.0,32.0,38.0,,,48.0,,,19.852
2020-04-07 02:50:00,,,,28.0,31.0,38.0,,,48.0,,,18.633
2020-04-07 03:00:00,,,,28.0,34.0,37.0,,,48.0,,,19.543
2020-04-07 03:10:00,,,,29.0,33.0,38.0,,,47.0,,,19.945
2020-04-07 03:20:00,,,,28.0,33.0,38.0,,,46.0,,,19.913
2020-04-07 03:30:00,,,,28.0,32.0,38.0,,,46.0,,,19.333
2020-04-07 03:40:00,,,,28.0,32.0,37.0,,,46.0,,,19.983
2020-04-07 03:50:00,,,,29.0,33.0,38.0,,,48.0,,,19.88
2020-04-07 04:00:00,,,,29.0,32.0,38.0,,,47.0,,,19.843
2020-04-07 04:10:00,,,,28.0,36.0,37.0,,,45.0,,,18.984
2020-04-07 04:20:00,,,,28.0,32.0,40.0,,,44.0,,,19.452
2020-04-07 04:30:00,,,,30.0,32.0,40.0,,,48.0,,,19.915
2020-04-07 04:40:00,,,,29.0,32.0,36.0,,,50.0,,,19.305999999999997
2020-04-07 04:50:00,,,,27.0,33.0,39.0,,,47.0,,,18.996
2020-04-07 05:00:00,,,,29.0,33.0,39.0,,,48.0,,,19.111
2020-04-07 05:10:00,,,,27.0,35.0,38.0,,,46.0,,,19.976
2020-04-07 05:20:00,,,,29.0,34.0,39.0,,,46.0,,,19.969
2020-04-07 05:30:00,,,,28.0,33.0,38.0,,,45.0,,,19.773
2020-04-07 05:40:00,,,,29.0,33.0,38.0,,,48.0,,,19.73
2020-04-07 05:50:00,,,,28.0,32.0,38.0,,,45.0,,,19.526
2020-04-07 06:00:00,,,,27.0,34.0,37.0,,,44.0,,,19.852
2020-04-07 06:10:00,,,,27.0,32.0,48.0,,,44.0,,,19.098
2020-04-07 06:20:00,,,,28.0,33.0,38.0,,,46.0,,,19.928
2020-04-07 06:30:00,,,,28.0,513.0272394267508,37.0,,,45.0,,,19.647000000000002
2020-04-07 06:40:00,,,,28.0,32.0,,,,45.0,,,19.803
2020-04-07 06:50:00,,,,37.0,32.0,,,,46.0,,,19.813
2020-04-07 07:00:00,62.398999999999994,,,27.0,32.0,,,,52.0,,46.0,19.909000000000002
2020-04-07 07:10:00,50.398999999999994,,,,32.0,,,,45.0,,,19.958
2020-04-07 07:20:00,,,,,32.0,,,,46.0,,,19.005
2020-04-07 07:30:00,,,,,32.0,,,,48.0,,,19.737000000000002
2020-04-07 07:40:00,,,,,35.0,,,,47.0,,,18.963
2020-04-07 07:50:00,,,,,34.0,,,,49.0,,,19.412
2020-04-07 08:00:00,,,,,35.0,,,,836.2738193775119,,,18.942
2020-04-07 08:10:00,,,,,34.0,,,,47.0,,,19.797
2020-04-07 08:20:00,,,,,35.0,,,,48.0,,,19.804000000000002
2020-04-07 08:30:00,,,,,33.0,,,,47.0,,,19.682000000000002
2020-04-07 08:40:00,,,,,32.0,,,,47.0,,,19.84
2020-04-07 08:50:00,,,,,34.0,,,,48.0,,48.0,19.558
2020-04-07 09:00:00,,,,,33.0,,,,48.0,,55.0,19.9
2020-04-07 09:10:00,,,,,34.0,,,,46.0,,47.0,19.840999999999998
2020-04-07 09:20:00,,,,,33.0,,,,45.0,,46.0,19.657
2020-04-07 09:30:00,,,,,33.0,,,,44.0,,,19.706
2020-04-07 09:40:00,,,,,32.0,,,,47.0,,,19.826
2020-04-07 09:50:00,,,,,34.0,,,,47.0,,,19.122
2020-04-07 10:00:00,,,,,33.0,,,,48.0,,,19.463
2020-04-07 10:10:00,,,,,33.0,,,,48.0,,,18.933
2020-04-07 10:20:00,,,,,33.0,,,,48.0,,,19.522000000000002
2020-04-07 10:30:00,,,,,32.0,,,,45.0,,,19.747
2020-04-07 10:40:00,,,,,34.0,,,,45.0,,,18.829
2020-04-07 10:50:00,,,,,32.0,,,,47.0,,,616.445
2020-04-07 11:00:00,,,,,32.0,,,,47.0,,,19.805999999999997
2020-04-07 11:10:00,,,,,33.0,,,,46.0,,,18.581
2020-04-07 11:20:00,,,,,32.0,,,,46.0,,,19.685
2020-04-07 11:30:00,,,,,34.0,,,,46.0,,,725.554
2020-04-07 11:40:00,,,,,33.0,,,,44.0,,,19.505
2020-04-07 11:50:00,,,,,33.0,,,,46.0,,,18.857
2020-04-07 12:00:00,,,,,34.0,,,18.0,46.0,,,19.967
2020-04-07 12:10:00,,,,,31.0,,,18.0,,,,18.528
2020-04-07 12:20:00,,,,,30.0,,36.0,18.0,,,,19.994
2020-04-07 12:30:00,,,,,,,438.9928658873512,19.0,,,,19.867
2020-04-07 12:40:00,,,,,,,34.4,17.0,,,,18.592
2020-04-07 12:50:00,,,,,,,,18.0,,,,19.88
2020-04-07 13:00:00,,,,,,,,19.0,,,,19.941
2020-04-07 13:10:00,,,,,,,,28.0,,,,19.909000000000002
2020-04-07 13:20:00,,,,,,,,29.0,,,,19.655
2020-04-07 13:30:00,,,,,,,,29.0,,,,18.822
2020-04-07 13:40:00,,,,,,,,28.0,,,,19.445999999999998
2020-04-07 13:50:00,,,,,,,,28.0,,,,19.739
2020-04-07 14:00:00,,,,,,,,28.0,,,,19.78
2020-04-07 14:10:00,,,,,,,,28.0,,,,19.773
2020-04-07 14:20:00,,,,,,,,1262.764274600256,,,,19.637999999999998
2020-04-07 14:30:00,,,,,,,,29.0,,,,18.89
2020-04-07 14:40:00,,,,,,,,29.0,,,,19.143
2020-04-07 14:50:00,,,,,,,,28.0,,,,19.52
2020-04-07 15:00:00,,,,,,,,28.0,,,,18.833
2020-04-07 15:10:00,,,,,,,,28.0,,,,18.908
2020-04-07 15:20:00,,,,,,,,30.0,,,,19.358
2020-04-07 15:30:00,,,,,,,,29.0,,,,19.871
2020-04-07 15:40:00,,,,,,,,27.0,,,,19.016
2020-04-07 15:50:00,,,,,,,,28.0,,,,19.397000000000002
2020-04-07 16:00:00,,,,,,,,28.0,,,,19.131
2020-04-07 16:10:00,,,,,,,,28.0,,,,19.607
2020-04-07 16:20:00,54.594,,,39.0,,,,28.0,,,,19.132
2020-04-07 16:30:00,56.50899999999999,,,37.0,,,34.0,28.0,,,,19.503
2020-04-07 16:40:00,54.423,,,28.0,34.0,,41.0,17.0,,,,19.89
2020-04-07 16:50:00,,,,28.0,42.0,,914.4055718708372,,,,,19.016
2020-04-07 17:00:00,,,,29.0,33.0,39.0,39.0,,,,,19.986
2020-04-07 17:10:00,,,,29.0,32.0,38.0,33.0,,,,,19.66
2020-04-07 17:20:00,,,,29.0,32.0,47.0,,,43.0,,,19.045
2020-04-07 17:30:00,,,,27.0,33.0,39.0,,,45.0,,,19.351
2020-04-07 17:40:00,,,,29.0,33.0,38.0,,,45.0,,,19.445
2020-04-07 17:50:00,,,,28.0,33.0,38.0,,,48.0,,,19.073
2020-04-07 18:00:00,,,,30.0,32.0,38.0,,,46.0,,,19.687
2020-04-07 18:10:00,,,,28.0,32.0,39.0,,,47.0,,,19.242
2020-04-07 18:20:00,,,,29.0,33.0,39.0,,,48.0,,,1045.566
2020-04-07 18:30:00,,,,29.0,35.0,39.0,,,46.0,,,18.52
2020-04-07 18:40:00,,,,29.0,33.0,40.0,,,46.0,,,19.195
2020-04-07 18:50:00,,,,28.0,32.0,40.0,24.0,,45.0,,,19.999000000000002
2020-04-07 19:00:00,,,,28.0,35.0,39.0,,,47.0,,,19.894000000000002
2020-04-07 19:10:00,,25.0,,29.0,33.0,39.0,,,47.0,,,19.331
2020-04-07 19:20:00,,,,28.0,33.0,38.0,,,49.0,,,19.642
2020-04-07 19:30:00,,,,30.0,32.0,38.0,,,47.0,,,19.944000000000003
2020-04-07 19:40:00,,,,30.0,32.0,43.0,,,47.0,,,19.458
2020-04-07 19:50:00,,,,28.0,33.0,38.0,,,46.0,,,19.158
2020-04-07 20:00:00,,,,28.0,32.0,38.0,,,48.0,,,18.971
2020-04-07 20:10:00,,,,30.0,33.0,38.0,,,46.0,,,19.9
2020-04-07 20:20:00,,,,29.0,33.0,38.0,,,45.0,,,18.852999999999998
2020-04-07 20:30:00,,,,28.0,33.0,38.0,,,45.0,,,18.692
2020-04-07 20:40:00,,,,29.0,32.0,38.0,,,45.0,,,19.684
2020-04-07 20:50:00,,,,29.0,34.0,37.0,,,44.0,,,18.983
2020-04-07 21:00:00,,,,30.0,33.0,40.0,,,46.0,,,19.076
2020-04-07 21:10:00,,,,28.0,33.0,40.0,,,47.0,,,18.875
2020-04-07 21:20:00,,,,28.0,32.0,38.0,,,45.0,,,19.918
2020-04-07 21:30:00,,,,30.0,33.0,39.0,,,47.0,,,19.405
2020-04-07 21:40:00,,,,28.0,32.0,38.0,,,45.0,,,19.783
2020-04-07 21:50:00,,,,30.0,35.0,39.0,,,46.0,,,19.105999999999998
2020-04-07 22:00:00,,,,28.0,34.0,38.0,,,47.0,,,19.590999999999998
2020-04-07 22:10:00,,,,28.0,32.0,39.0,,,46.0,,,19.953
2020-04-07 22:20:00,,,,28.0,32.0,39.0,,,47.0,,,19.94
2020-04-07 22:30:00,,,,31.0,35.0,40.0,,,48.0,,,19.947
2020-04-07 22:40:00,,,,30.0,33.0,40.0,,,46.0,,,19.875999999999998
2020-04-07 22:50:00,,,,29.0,33.0,37.0,,,47.0,,,19.139
2020-04-07 23:00:00,,,,30.0,33.0,38.0,,,51.0,,,19.279
2020-04-07 23:10:00,,,,28.0,32.0,38.0,,,47.0,,,19.168
2020-04-07 23:20:00,,,,30.0,33.0,38.0,,,47.0,,,19.866
2020-04-07 23:30:00,,,,29.0,33.0,38.0,,,50.0,,,19.977
2020-04-07 23:40:00,,,,29.0,32.0,38.0,,,48.0,,,18.697
2020-04-07 23:50:00,,,,29.0,34.0,38.0,,,46.0,,,18.599
2020-04-08 00:00:00,,,,28.0,33.0,38.0,,,48.0,,,19.382
2020-04-08 00:10:00,,,,29.0,32.0,37.0,,,49.0,,,19.72
2020-04-08 00:20:00,,,,28.0,34.0,38.0,,,46.0,,,19.538
2020-04-08 00:30:00,,,,29.0,33.0,39.0,,,45.0,,,19.079
2020-04-08 00:40:00,,,,30.0,34.0,39.0,,,45.0,,,19.569000000000003
2020-04-08 00:50:00,,,,27.0,32.0,38.0,,,47.0,,,19.834
2020-04-08 01:00:00,,,,27.0,35.0,38.0,,,49.0,,,19.772000000000002
2020-04-08 01:10:00,,,,28.0,32.0,40.0,,,46.0,,,19.54
2020-04-08 01:20:00,,,,28.0,34.0,38.0,,,47.0,,,19.74
2020-04-08 01:30:00,,,,28.0,33.0,38.0,,,45.0,,,19.259
2020-04-08 01:40:00,,,,28.0,34.0,39.0,,,45.0,,,19.918
2020-04-08 01:50:00,,,,949.2942954583107,33.0,37.0,,,46.0,,,19.897000000000002
2020-04-08 02:00:00,,,,28.0,33.0,39.0,,,48.0,,,19.909000000000002
2020-04-08 02:10:00,,,,28.0,32.0,39.0,,,45.0,,,19.582
2020-04-08 02:20:00,,,,28.0,33.0,38.0,,,45.0,,,19.85
2020-04-08 02:30:00,,,,28.0,33.0,39.0,,,46.0,,,19.889
2020-04-08 02:40:00,,,,28.0,33.0,38.0,,,47.0,,,18.525
2020-04-08 02:50:00,,,,29.0,33.0,38.0,,,50.0,,,18.923
2020-04-08 03:00:00,,,,28.0,35.0,40.0,,,47.0,,,19.662
2020-04-08 03:10:00,,,,28.0,33.0,40.0,,,47.0,,,19.802
2020-04-08 03:20:00,,,,32.0,33.0,38.0,,,45.0,,,19.949
2020-04-08 03:30:00,,,,29.0,32.0,38.0,,,44.0,,,19.172
2020-04-08 03:40:00,,,,28.0,33.0,38.0,,,47.0,,,19.195
2020-04-08 03:50:00,,,,29.0,33.0,41.0,,,47.0,,,19.840999999999998
2020-04-08 04:00:00,,,,28.0,35.0,37.0,,,49.0,,,19.359
2020-04-08 04:10:00,,,,28.0,34.0,38.0,,,46.0,,,19.809
2020-04-08 04:20:00,,,,28.0,39.0,38.0,,,46.0,,,19.04
2020-04-08 04:30:00,,,,28.0,0.0,40.0,,,46.0,,,19.408
2020-04-08 04:40:00,,,,29.0,0.0,38.0,,,46.0,,,19.53
2020-04-08 04:50:00,,,,28.0,0.0,40.0,,,45.0,,,18.772000000000002
2020-04-08 05:00:00,,,,28.0,0.0,40.0,,,47.0,,,18.909000000000002
2020-04-08 05:10:00,,,,28.0,0.0,40.0,,,46.0,,,19.654
2020-04-08 05:20:00,,,,28.0,0.0,40.0,,,44.0,,,19.93
2020-04-08 05:30:00,,,,28.0,0.0,39.0,,,45.0,,,19.534000000000002
2020-04-08 05:40:00,,,,29.0,0.0,37.0,,,46.0,,,18.774
2020-04-08 05:50:00,,,,29.0,0.0,38.0,,,47.0,,,19.027
2020-04-08 06:00:00,,,,28.0,0.0,38.0,,,46.0,,,19.94
2020-04-08 06:10:00,,,,39.0,0.0,42.0,,,45.0,,,19.794
2020-04-08 06:20:00,,,,30.0,0.0,41.0,,,46.0,,,19.71
2020-04-08 06:30:00,,,,29.0,0.0,38.0,,,46.0,,,19.58
2020-04-08 06:40:00,,,,28.0,0.0,38.0,,,,,,19.849
2020-04-08 06:50:00,,,,28.0,0.0,39.0,,,,,,19.223
2020-04-08 07:00:00,,,,29.0,0.0,41.0,,,,,,19.685
2020-04-08 07:10:00,,,,742.8950049651454,0.0,39.0,,,,,,18.717
2020-04-08 07:20:00,,,,30.0,0.0,38.0,,15.0,,,,19.935
2020-04-08 07:30:00,60.83500000000001,,,29.0,0.0,38.0,,18.0,,,,19.448
2020-04-08 07:40:00,,,,38.0,0.0,39.0,32.4,27.0,,,,19.886
2020-04-08 07:50:00,,,,28.0,0.0,37.0,37.8,30.0,,,,19.921
2020-04-08 08:00:00,,,,,0.0,48.0,36.0,28.0,,,,19.997
2020-04-08 08:10:00,,,,,0.0,38.0,33.4,31.0,,,,19.866
2020-04-08 08:20:00,,,,,0.0,,,28.0,,,,19.687
2020-04-08 08:30:00,,,,,0.3677348551336896,,,28.21649315976375,,,,19.419
2020-04-08 08:40:00,,,,,0.4194539232470815,,,28.86871302676397,,,,19.783
2020-04-08 08:50:00,,,,,0.5247776892050181,,,26.790599905706927,,,,19.782
2020-04-08 09:00:00,,,,,0.5894364548612804,,,27.41040647140248,,,,19.889
2020-04-08 09:10:00,,,,,0.6447029923920751,,,26.657283781386713,,,,19.287
2020-04-08 09:20:00,,,,,0.6095359344065837,,,28.185108911412744,,,,19.525
2020-04-08 09:30:00,,,,,32.30920466788032,,,26.92114955481245,,,,19.542
2020-04-08 09:40:00,,,,,34.377294994753264,,,28.067162750507197,,,,19.289
2020-04-08 09:50:00,,,,,37.92075133671665,,,28.16304249039653,,,,19.035999999999998
2020-04-08 10:00:00,,,,,34.358059911803984,,,27.632471658002142,,,,19.598
2020-04-08 10:10:00,,,,,33.757991255764054,,,26.887743905162488,,,,19.548
2020-04-08 10:20:00,,,,,32.3408612795056,,,27.641741530514373,,,,19.955
2020-04-08 10:30:00,,,,,32.993294450326516,,,26.607165816379148,,,,19.208
