Timestamp,mobile-37,mobile-44,mobile-38,mobile-19,mobile-5,mobile-40,mobile-36,mobile-15,mobile-20,mobile-4,mobile-2,mobile-33,mobile-23,mobile-11,mobile-24,mobile-7,mobile-27,mobile-6,mobile-47,mobile-17,mobile-1,mobile-46,mobile-9,mobile-39,mobile-42,mobile-13,mobile-31,mobile-10,mobile-16,mobile-12,mobile-8
2020-04-06 04:10:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,47.0,,,,46.0,,
2020-04-06 04:20:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,50.0,,,,48.0,,
2020-04-06 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,47.0,,
2020-04-06 04:40:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,48.0,,
2020-04-06 04:50:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,52.0,,,,49.0,,
2020-04-06 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,52.0,,,,46.0,,
2020-04-06 05:10:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,51.0,,,,45.0,,
2020-04-06 05:20:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,45.0,,
2020-04-06 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,50.0,,,,48.0,,
2020-04-06 05:40:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,47.0,,,,805.7436400613257,,
2020-04-06 05:50:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,50.0,,
2020-04-06 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,50.0,,,,47.0,,
2020-04-06 06:10:00,,,,,,,,,,,,,,,,40.0,,,,,,,,10.0,50.0,,,,44.0,,
2020-04-06 06:20:00,,,,19.0,,,,,,,,,,,,46.0,,,,,,,,10.0,49.0,,,,46.0,,
2020-04-06 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,45.0,,35.0,,47.0,,
2020-04-06 06:40:00,,,,,,,,,,,,,,,,,,,,,,,46.0,10.0,,,37.0,,47.0,,
2020-04-06 06:50:00,,,,,,,,,,,,,23.0,,,,,,,,,,49.0,9.0,,,,,760.0484515228169,,
2020-04-06 07:00:00,,,,,,,,,,,,,23.0,,,,,,,,,,,9.0,,,,,,,
2020-04-06 07:10:00,,,20.0,,,,,,,,,,,,,,62.396,,,,,,,10.0,,,,,,,
2020-04-06 07:20:00,,,,,,,,,,,,,,,,,64.40899999999999,,,,,,,45.0,,,,,,,
2020-04-06 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,
2020-04-06 07:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 07:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 08:10:00,,33.06955,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 08:20:00,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 08:30:00,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 08:40:00,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 08:50:00,,,,,,,,,,,,,,,,,,16.0,,,,36.0,,,,,,,,,
2020-04-06 09:00:00,,,,,,,,,,,,,,,,,,19.0,,,,36.0,,,,,,,,,
2020-04-06 09:10:00,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,
2020-04-06 09:20:00,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 09:30:00,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 09:40:00,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 09:50:00,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 10:00:00,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 10:10:00,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 10:20:00,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,
2020-04-06 10:30:00,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 10:40:00,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 10:50:00,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 11:00:00,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 11:10:00,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 11:20:00,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 11:30:00,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,
2020-04-06 11:40:00,,,,,,,,,,17.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 11:50:00,,,,,,,,,,18.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 12:00:00,,,,,,,,,,17.0,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 12:10:00,,,,,,,,,,18.0,,,,,,,,,26.0,,,38.0,,,,,,,,,
2020-04-06 12:20:00,,,,,,,,,,18.0,,,,,,,,,29.0,,,38.0,,,,,,,,,
2020-04-06 12:30:00,,,,,,,,,,18.0,,,,,,,,,29.0,,,37.0,,,,,,,,,
2020-04-06 12:40:00,,,,,,,,,,17.0,,,,,,,,,27.0,,,36.0,,,,,,,,,
2020-04-06 12:50:00,,,,,,,,,,18.0,,,,,,,,,28.0,,,36.0,,,,,,,,,
2020-04-06 13:00:00,,,,,,,,,,20.0,,,,,,,,,27.0,,,36.0,,,,,,,,,
2020-04-06 13:10:00,,,,,,22.0,,,,18.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 13:20:00,,,,,,12.0,,,,18.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 13:30:00,,,,,,,,,,17.0,,,,,,,,,,33.4,,38.0,,,,,,,,,
2020-04-06 13:40:00,,,,,,,,,,18.0,,,,,,,,,,33.8,,37.0,,,,,,,,,
2020-04-06 13:50:00,,,,,,,,,,21.0,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 14:00:00,,,,,,,,,,19.0,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 14:10:00,,,,,,,,,,19.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 14:20:00,,,,,,,,,,17.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 14:30:00,,,,,,,,,,18.0,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 14:40:00,,,,,,,,,,20.0,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 14:50:00,,,,,,,,,,20.0,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 15:00:00,,,,,,,,,,18.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 15:10:00,,,,,,,,,,18.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 15:20:00,,,,,,,,,,16.0,,,,,,,,,,,,782.6777425320009,,,,,,,,,
2020-04-06 15:30:00,,,,,,,,,,17.0,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 15:40:00,,,,,,,,,,17.0,,,,,,,,,,,,35.0,,,,,,,,,
2020-04-06 15:50:00,,,,,,,,,,18.0,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 16:00:00,,,,,,,,,,18.0,,,,,,,,,,,,39.0,,,,,,,,,
2020-04-06 16:10:00,,,,,20.0,16.0,,,,16.0,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 16:20:00,,,,,18.0,21.0,,,,18.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 16:30:00,,,,,,,,,,18.0,,,,,,,,,,,,37.0,,47.0,,,,,,,46.0
2020-04-06 16:40:00,,,,24.0,,,,,,20.0,,,,,45.0,40.0,,,,,,,,49.0,,,,,,,47.0
2020-04-06 16:50:00,,,,,,,,,,,,,,,43.0,34.0,,,,,,,,10.0,,,,,,,
2020-04-06 17:00:00,41.898999999999994,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,
2020-04-06 17:10:00,,,,,,,,,,,,,,,,42.0,,,,,,,,10.0,49.0,,,,49.0,,
2020-04-06 17:20:00,,,,,,,,,,,,,,,,46.0,,,,,,,,10.0,48.0,,,,52.0,,
2020-04-06 17:30:00,,,,,,,,,,,,,,,,44.0,44.8,,,,,,,10.0,47.0,,,,49.0,,
2020-04-06 17:40:00,,,,,,,,,,,,,,,,46.0,,,,,,,,10.0,51.0,,,,48.0,,
2020-04-06 17:50:00,,,,,,,,,,,,,,,,48.0,,,,,,,,10.0,54.0,,,,50.0,,
2020-04-06 18:00:00,,,,,,,,,,,,,,,,46.0,,,,,,,,10.0,52.0,,,,44.0,,
2020-04-06 18:10:00,,,,,,,,,,,,,,,,52.0,,,,,,,,10.0,54.0,,,,45.0,,
2020-04-06 18:20:00,,,,,,,,,,,,,,,,42.0,,,,,,,,10.0,47.0,,,,48.0,,
2020-04-06 18:30:00,,,,,,,,,,,,,,,,44.0,,,,,,,,10.0,49.0,,,,45.0,,
2020-04-06 18:40:00,,,,,,,,,,,,,,,,46.0,,,,,,,,9.0,48.0,,,,48.0,,
2020-04-06 18:50:00,,,,,,,,,,,,,,,,42.0,,,,,,,,10.0,50.0,,,,47.0,,
2020-04-06 19:00:00,,,,,,,,,,,,,,,,46.0,,,,,,,,10.0,51.0,,,,48.0,,
2020-04-06 19:10:00,,,,,,,,,,,,,,,,54.0,,,,,,,,10.0,47.0,,,,842.1217939858009,,
2020-04-06 19:20:00,,,,,,,,,,,,,,,,52.0,,,,,,,,9.0,49.0,,,,48.0,,
2020-04-06 19:30:00,,,,,,,,,,,,,,,,48.0,,,,,,,,9.0,48.0,,,,46.0,,
2020-04-06 19:40:00,,,,,,,,,,,,,,,,40.0,,,,,,,,10.0,49.0,,,,47.0,,
2020-04-06 19:50:00,,,,,,,,,,,,,,,,44.0,,,,,,,,10.0,49.0,,,,47.0,,
2020-04-06 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,49.0,,
2020-04-06 20:10:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,46.0,,
2020-04-06 20:20:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,48.0,,
2020-04-06 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,9.0,47.0,,,,47.0,,
2020-04-06 20:40:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,47.0,,
2020-04-06 20:50:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,48.0,,
2020-04-06 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,47.0,,
2020-04-06 21:10:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,51.0,,,,47.0,,
2020-04-06 21:20:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,47.0,,
2020-04-06 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,9.0,53.0,,,,47.0,,
2020-04-06 21:40:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,47.0,,
2020-04-06 21:50:00,,,,,,,,,,,,,,,,,,,,,,,,9.0,56.0,,,,51.0,,
2020-04-06 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,47.0,,,,48.0,,
2020-04-06 22:10:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,53.0,,,,48.0,,
2020-04-06 22:20:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,50.0,,,,51.0,,
2020-04-06 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,48.0,,
2020-04-06 22:40:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,49.0,,
2020-04-06 22:50:00,,,,,,,,,,,,,,,,,,,,,,,,12.0,50.0,,,,46.0,,
2020-04-06 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,51.0,,,,49.0,,
2020-04-06 23:10:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,51.0,,
2020-04-06 23:20:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,47.0,,
2020-04-06 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,50.0,,
2020-04-06 23:40:00,,,,,,,,,,,,,,,,,,,,,,,,11.0,48.0,,,,47.0,,
2020-04-06 23:50:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,54.0,,,,49.0,,
2020-04-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,51.0,,,,47.0,,
2020-04-07 00:10:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,53.0,,,,46.0,,
2020-04-07 00:20:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,47.0,,
2020-04-07 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,47.0,,
2020-04-07 00:40:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,48.0,,
2020-04-07 00:50:00,,,,,,,,,,,,,,,,,,,,,,,,9.0,49.0,,,,52.0,,
2020-04-07 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,52.0,,,,44.0,,
2020-04-07 01:10:00,,,,,,,,,,,,,,,,,,,,,,,,9.0,53.0,,,,50.0,,
2020-04-07 01:20:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,48.0,,
2020-04-07 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,51.0,,,,46.0,,
2020-04-07 01:40:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,56.0,,,,46.0,,
2020-04-07 01:50:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,50.0,,,,45.0,,
2020-04-07 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,47.0,,
2020-04-07 02:10:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,47.0,,
2020-04-07 02:20:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,49.0,,
2020-04-07 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,45.0,,
2020-04-07 02:40:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,46.0,,
2020-04-07 02:50:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,52.0,,,,46.0,,
2020-04-07 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,50.0,,,,48.0,,
2020-04-07 03:10:00,,,,,,,,,,,,,,,,,,,,,,,,9.0,50.0,,,,46.0,,
2020-04-07 03:20:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,45.0,,
2020-04-07 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,777.1884559521976,,,,48.0,,
2020-04-07 03:40:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,50.0,,,,50.0,,
2020-04-07 03:50:00,,,,,,,,,,,,,,,,,,,,,,,,9.0,54.0,,,,47.0,,
2020-04-07 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,47.0,,,,47.0,,
2020-04-07 04:10:00,,,,,,,,,,,,,,,,,,,,,,,,9.0,50.0,,,,48.0,,
2020-04-07 04:20:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,49.0,,
2020-04-07 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,9.0,47.0,,,,49.0,,
2020-04-07 04:40:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,49.0,,
2020-04-07 04:50:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,51.0,,,,50.0,,
2020-04-07 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,52.0,,,,48.0,,
2020-04-07 05:10:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,54.0,,,,860.762190682174,,
2020-04-07 05:20:00,,,,,,,,,,,,,,,,,,,,,,,,9.0,51.0,,,,46.0,,
2020-04-07 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,50.0,,,,46.0,,
2020-04-07 05:40:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,52.0,,,,47.0,,
2020-04-07 05:50:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,52.0,,,,46.0,,
2020-04-07 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,47.0,,
2020-04-07 06:10:00,,,,,,,,,,,,,,,,,62.6,,,,,,47.0,10.0,48.0,,,,48.0,,
2020-04-07 06:20:00,,,,,,,,,,,,,,,,,60.608,,,,,,47.0,9.0,51.0,,37.0,,49.0,47.0,
2020-04-07 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,51.0,51.0,
2020-04-07 06:40:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,52.0,,,,46.0,46.0,
2020-04-07 06:50:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,,46.0,
2020-04-07 07:00:00,,,,,,,,,,,,,,,,,,,,,,36.0,,10.0,52.0,,,,,46.0,
2020-04-07 07:10:00,,,,,,,,,,,,,,,,,,,,,,36.0,,10.0,50.0,,,,,46.0,
2020-04-07 07:20:00,,,,,,,,,,,,,,,,,,,,,,38.0,,9.0,49.0,,,,,45.0,
2020-04-07 07:30:00,,,,,,,,,,15.0,,,,,,36.0,,,,,,36.0,,10.0,,,,,,46.0,
2020-04-07 07:40:00,,37.00835,,,,,,,,506.7803858363144,,,,,,48.0,,,,,,36.0,,10.0,,,,,,47.0,
2020-04-07 07:50:00,,,,,,,,,,21.0,,,,,,,,,,,,37.0,,10.0,,,,,,46.0,
2020-04-07 08:00:00,,,,,,,,,,19.0,,,,,,,,,,,,37.0,,10.0,,,,,,46.0,
2020-04-07 08:10:00,35.97400000000001,,,,,,,,,19.0,,,,,,,,,,,,35.0,,9.0,,,,,,47.0,
2020-04-07 08:20:00,40.959,,,,,,,,,18.0,,,,,,,,,,,,38.0,,10.0,,,,,,46.0,
2020-04-07 08:30:00,,,,,,,,,,18.0,,,,,,,,,,,,36.0,,10.0,,,,,,46.0,
2020-04-07 08:40:00,,,,,,,,,,16.0,,,,,,,,,,,,36.0,,10.0,,,,,,45.0,
2020-04-07 08:50:00,,,,,,,,,,23.0,,,,,,,,,,,,35.0,,10.0,,,,,,47.0,
2020-04-07 09:00:00,,,,,,,,,,20.0,,,,,,,,,,,,39.0,,10.0,,,,,,48.0,
2020-04-07 09:10:00,,,,,,,,,,19.0,,,,,,,,,,,,36.0,,10.0,,,,,,47.0,
2020-04-07 09:20:00,,,,,,,,,,18.0,,,,,,,,,,,,40.0,,10.0,,,,,,46.0,
2020-04-07 09:30:00,,,,,,,,,,17.0,,,,,,,,,,,,36.0,,10.0,,,,,,46.0,
2020-04-07 09:40:00,,,,,,,,,,16.0,,,,,,,,,,,,37.0,,11.0,,,,,,48.0,
2020-04-07 09:50:00,,,,,,,,,,21.0,,,,,,,,,,,,37.0,,10.0,,,,,,45.0,
2020-04-07 10:00:00,,,,,,,,,,18.0,,,,,,,,,,,,36.0,,9.0,,,,,,47.0,
2020-04-07 10:10:00,,,,,,,,,,19.0,,,,,,,,,,,,37.0,,11.0,,,,,,47.0,
2020-04-07 10:20:00,,,,,,,,,,17.0,,,,,,,,,,,,36.0,,10.0,,,,,,48.0,
2020-04-07 10:30:00,,,,,,,,,,16.0,,,,,,,,,,,,36.0,,10.0,,,,,,44.0,
2020-04-07 10:40:00,,,,,,,,,,20.0,,,,,,,,,,,,36.0,,10.0,,,,,,46.0,
2020-04-07 10:50:00,,,,,,,,,,18.0,,,,,,,,,,,,37.0,,9.0,,,,,,46.0,
2020-04-07 11:00:00,,,,,,,,,,20.0,,,,,,,,,,,,38.0,,10.0,,,,,,46.0,
2020-04-07 11:10:00,,,,,,,,,,18.0,,,,,,,,,,,,39.0,,10.0,,,,,,46.0,
2020-04-07 11:20:00,,,,,,,,,,16.0,,,,,,,,,,,,38.0,,9.0,,,,,,47.0,
2020-04-07 11:30:00,,,,,,,,,,19.0,,,,,,,,,,,,37.0,,10.0,,,,,,49.0,
2020-04-07 11:40:00,,,,21.0,,,,,,16.0,,,,,,,,,,,,37.0,,9.0,,,,,,51.0,
2020-04-07 11:50:00,,,,22.0,,,,,,19.0,,,,,,,,,,,,37.0,,10.0,,,,,,45.0,
2020-04-07 12:00:00,,,,25.0,,,,,,20.0,,,,,,,,,,,,37.0,,48.0,,,,,48.0,46.0,
2020-04-07 12:10:00,,,,23.0,,,,,,20.0,,,,,,,,,,,,38.0,,,,,,,,47.0,
2020-04-07 12:20:00,,,,25.0,,,,,,16.0,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-07 12:30:00,,,,23.0,,,,,,30.0,,,22.0,,,,,,,,,36.0,,,,,,,,,
2020-04-07 12:40:00,,,,23.0,,,,,,18.0,,,23.0,,,,,,,,,35.0,,,,,,,,,
2020-04-07 12:50:00,,,,,,,,15.0,,17.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-07 13:00:00,,,,,,,,13.0,,18.0,,,,,,,,,,,,35.0,,,,,,,,,
2020-04-07 13:10:00,,,,,,,,,,20.0,,,,,,,,,,34.8,,37.0,,,,,,,,,
2020-04-07 13:20:00,,,,,,,,,,20.0,,,,,,,,,,19.6,,37.0,,,,,,,,,
2020-04-07 13:30:00,,,,,,,,,,16.0,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-07 13:40:00,,,,,,,,,,19.0,,,,,,,,16.0,,,,36.0,,,,,,,,,
2020-04-07 13:50:00,,,,,,,,,,22.0,,,,,,,,,,,,35.0,,,,,,,,,
2020-04-07 14:00:00,,,,,,,,,,20.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-07 14:10:00,,,,,,,,,,20.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-07 14:20:00,,,,,,,,,,18.0,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-07 14:30:00,,,,,,,,,,437.4721706042063,,,,,,,,,,,,35.0,,,,,,,,,
2020-04-07 14:40:00,,,,,,,,,,19.0,,,,,,,,,,,,39.0,,,,,,,,,
2020-04-07 14:50:00,,,,,,,,,,16.0,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-07 15:00:00,,,,,,,,,,769.7525351364633,,,,,,,,,,,,35.0,,,,,,,,,
2020-04-07 15:10:00,,,,,,,,,,19.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-07 15:20:00,,,,,,,,,,16.0,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-07 15:30:00,,,,,,,,,,19.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-07 15:40:00,,,,,,,,,,17.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-07 15:50:00,,,,,,,,,,16.0,,,,,,,,,,,,39.0,,,,,,,,,
2020-04-07 16:00:00,,,,,,,,,,18.0,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-07 16:10:00,,,,,,,,,,18.0,,,,,,,,,,,,35.0,,,,,,,,,
2020-04-07 16:20:00,,,,25.0,,20.0,,,,17.0,,,,,,42.0,,,,,,36.0,,,49.0,,,,,,
2020-04-07 16:30:00,,,,,24.0,,,,,18.0,,,,,,,,,,,,38.0,,,48.0,,,,46.0,,
2020-04-07 16:40:00,,,,,23.0,,,,,20.0,,,,,49.0,,,,,,,36.0,,,47.0,,,,45.0,,
2020-04-07 16:50:00,,,,,,,,,,17.0,,,,,45.0,,,,,,,,,44.0,50.0,,,,46.0,,39.0
2020-04-07 17:00:00,41.086999999999996,,,,,,,,,,,,,,,,,,,,,,,47.0,48.0,,,,48.0,,45.0
2020-04-07 17:10:00,38.088,,,,,,,,,,,,,,,,46.108,,,,,,,10.0,50.0,,,,51.0,,
2020-04-07 17:20:00,,,,,,,,,,,,,,,,,,,,,,,,10.0,47.0,,,,47.0,,
2020-04-07 17:30:00,,,,,,,,,,,,,,,,38.0,,,,,,,,10.0,48.0,,,,49.0,,
2020-04-07 17:40:00,,,,,,,,,,,,,,,,42.0,,,,,,,,10.0,47.0,,,,49.0,,
2020-04-07 17:50:00,,,,,,,,,,,,,,,,50.0,,,,,,,,9.0,48.0,,,,48.0,,
2020-04-07 18:00:00,,,,,,,,,,,,,,,,44.0,,,,,,,,10.0,48.0,,,,48.0,,
2020-04-07 18:10:00,,,,,,,,,,,,,,,,56.0,,,,,,,,10.0,47.0,,,,49.0,,
2020-04-07 18:20:00,,,,,,,,,,,,,,,,46.0,,,,,,,,10.0,48.0,,,,48.0,,
