Timestamp,mobile-49,mobile-36,mobile-9,mobile-17,mobile-19,mobile-46,mobile-47,mobile-6,mobile-40,mobile-15,mobile-44,mobile-39,mobile-20,mobile-37,mobile-21,mobile-43,mobile-33,mobile-23,mobile-10,mobile-34,mobile-8,mobile-24,mobile-1,mobile-27,mobile-7,mobile-5,mobile-13,mobile-4,mobile-31,mobile-32,mobile-22,mobile-14,mobile-42,mobile-12
2020-04-06 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,51.0
2020-04-06 03:40:00,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,48.0
2020-04-06 03:50:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,48.0
2020-04-06 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,49.0
2020-04-06 04:10:00,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,49.0
2020-04-06 04:20:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,48.0
2020-04-06 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,48.0
2020-04-06 04:40:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,53.0
2020-04-06 04:50:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,54.0
2020-04-06 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,49.0
2020-04-06 05:10:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,48.0
2020-04-06 05:20:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,52.0
2020-04-06 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,48.0
2020-04-06 05:40:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,49.0
2020-04-06 05:50:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,48.0
2020-04-06 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,49.0
2020-04-06 06:10:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,50.0
2020-04-06 06:20:00,,,,,,,15.0,,,,,,55.0,36.0,,,,,,,,,,,51.0,,,,,,,,,50.0
2020-04-06 06:30:00,,,,,,,,,,,,,49.0,42.0,,,,,,,,,,,48.0,,,,,,,47.0,48.0,51.0
2020-04-06 06:40:00,,,,21.0,,,,,,,,22.0,45.0,,,,,,,,,,,,49.0,,,38.0,,,,50.0,50.0,51.0
2020-04-06 06:50:00,,,,20.0,,,,,,,,21.0,48.0,,,,,,,,,,,,,,,37.0,,,44.0,,,49.0
2020-04-06 07:00:00,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,37.0,,,46.0,,,48.0
2020-04-06 07:10:00,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,48.0,36.0,,,47.0,,,51.0
2020-04-06 07:20:00,,,,,,,,,,,,,49.0,,62.306000000000004,,,,,,,,,,,,47.0,37.0,,,,,,49.0
2020-04-06 07:30:00,,,,,,,,,,,,,48.0,,,,,,,,,,,,,48.0,,37.0,,,,,,48.0
2020-04-06 07:40:00,,,,,,,,,,,,,46.0,,,,,,,,,,,,,52.0,,37.0,,,,,,50.0
2020-04-06 07:50:00,,,,,,,,,,,,,53.0,,,48.0,,,,,,,,,,,,36.0,,,,,,48.0
2020-04-06 08:00:00,,,,,,,,,,,,,45.0,,,50.0,,,,,,,34.0,,,,,36.0,,46.0,,,,46.0
2020-04-06 08:10:00,,,,,,,,,,,,,45.0,,,,,,,,,,36.0,,,,,38.0,,40.0,,,,49.0
2020-04-06 08:20:00,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,37.0,,,,,,48.0
2020-04-06 08:30:00,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,37.0,,,,,,49.0
2020-04-06 08:40:00,,,,,,,,,,,,,52.0,,,,,16.0,,,,,,,,,,41.0,,,,,,50.0
2020-04-06 08:50:00,,,,,,,,,,,,,44.0,,,,,17.0,,,,,,,,,,37.0,,,,,,49.0
2020-04-06 09:00:00,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,38.0,,,,,,48.0
2020-04-06 09:10:00,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,39.0,,,,,,52.0
2020-04-06 09:20:00,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,39.0,,,,,,51.0
2020-04-06 09:30:00,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,42.0,,,,,,50.0
2020-04-06 09:40:00,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,41.0,,,,,,49.0
2020-04-06 09:50:00,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,40.0,,,,,,48.0
2020-04-06 10:00:00,,,,,,,,14.0,,,,,47.0,,,,,,,,,,,,,,,37.0,,,,,,48.0
2020-04-06 10:10:00,,,,,,,,18.0,,,,,43.0,,,,,,,,,,,,,,,37.0,,,,,,50.0
2020-04-06 10:20:00,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,37.0,,,,,,48.0
2020-04-06 10:30:00,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,37.0,,,,,,49.0
2020-04-06 10:40:00,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,37.0,,,,,,50.0
2020-04-06 10:50:00,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,37.0,,,,,,47.0
2020-04-06 11:00:00,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,38.0,,,,,,51.0
2020-04-06 11:10:00,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,37.0,,,,,,48.0
2020-04-06 11:20:00,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,37.0,,,,,,49.0
2020-04-06 11:30:00,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,38.0,,,,,,48.0
2020-04-06 11:40:00,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,37.0,,,,,,48.0
2020-04-06 11:50:00,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,36.0,,,,,,49.0
2020-04-06 12:00:00,,,,,,,,,,,,,46.0,,,,,,,,,,,37.0,,,,40.0,,,51.0,,,50.0
2020-04-06 12:10:00,,,,,,,,,,,,,44.0,,,,,,,,,,,36.0,,,,36.0,,,,,,47.0
2020-04-06 12:20:00,,,,,,,,,,,,,51.0,,,,,,,,,,,35.0,,,,40.0,,,,51.0,,50.0
2020-04-06 12:30:00,,,,,,,,,,,,,46.0,,,,,,,,,,,39.0,,,,36.0,,,,43.0,,
2020-04-06 12:40:00,,,,,,14.0,,,,,,,47.0,,,,,,,,,,,36.0,,,,36.0,,,,,,
2020-04-06 12:50:00,,,,,,17.0,,,,,,,46.0,,,,,,,,,,,,,,,36.0,,,,,,
2020-04-06 13:00:00,,,,,,17.0,,,,,,,49.0,,,,,,27.0,,,,,,,,,37.0,,,,,,
2020-04-06 13:10:00,,,,,,17.0,,,,,,,48.0,,,,,,,,,,,,,,,37.0,,,,,,
2020-04-06 13:20:00,44.392,,,,,17.0,,,,,,,49.0,,,,,,,29.0,,,,,,,,37.0,,,,,,
2020-04-06 13:30:00,40.4,,,,,16.0,,,,,,,51.0,,,,,,,28.8,,,,,,,,37.0,,,,,,
2020-04-06 13:40:00,45.404,,,,,16.0,,,,,,,45.0,,,,,,,,,,,,,,,38.0,,,,,,
2020-04-06 13:50:00,45.302,,,,,16.0,,,,,,,45.0,,,,,,,,,,,,,,,37.0,,,,,,
2020-04-06 14:00:00,48.31,,,,,16.0,,,,,,,52.0,,,,,,,,,,,,,,,36.0,,,,,,
2020-04-06 14:10:00,40.201,,,,,17.0,,,,,,,48.0,,,,,,,,,,,,,,,37.0,,,,,,
2020-04-06 14:20:00,53.198,,,,,19.0,,,,,,,51.0,,,,,,,,,,,,,,,38.0,,,,,,
2020-04-06 14:30:00,39.204,,,,,20.0,,,,,,,45.0,,,,,,,,,,,,,,,38.0,,,,,,
2020-04-06 14:40:00,42.211000000000006,,,,,14.0,,,,,,,49.0,,,,,,,,,,,,,,,38.0,,,,,,
2020-04-06 14:50:00,40.093,,,,,18.0,,,,,,,44.0,,,,,,,,,,,,,,,37.0,,,,,,
2020-04-06 15:00:00,40.102,,,,,15.0,,16.0,,,,,45.0,,,,,,,,,,,,,,,38.0,,,,,,
2020-04-06 15:10:00,42.1,,,,,17.0,,17.0,,,,,49.0,,,,,,,,,,,,,,,38.0,,,,,,
2020-04-06 15:20:00,41.1,,,,,15.0,,,,,,,48.0,,,,,,,,,,,,,,,37.0,,,,,,
2020-04-06 15:30:00,41.1,,,,,19.0,,,,,,,53.0,,,,,,,,,,,,,,,40.0,,,,,,
2020-04-06 15:40:00,40.11,,,,,18.0,,,,,,,47.0,,,,,,,,,,,,,,,38.0,,,,,,
2020-04-06 15:50:00,40.0,,,,,20.0,,,,,,,49.0,,,,,,,,,,,,,,,40.0,,,,,,
2020-04-06 16:00:00,44.002,,,,,19.0,,,,,,,45.0,,,,,,,,,,,,,,,39.0,,,,,,
2020-04-06 16:10:00,42.997,,,,,14.0,,,,,,,50.0,,,,,,,,,,,,,,48.0,38.0,,,,,,
2020-04-06 16:20:00,44.886,,,,23.0,,,,,,,,51.0,,,,,,,,,,,,,46.0,49.0,35.0,,,,,,
2020-04-06 16:30:00,40.9,,,,18.0,,,,,,,,50.0,,,,,,,,,,36.0,,46.0,699.8700419732556,48.0,,,,,,,
2020-04-06 16:40:00,41.9,,,,,,,,,,,22.0,48.0,,,52.0,,16.0,,,,,35.0,,47.0,,,,,,,,,
2020-04-06 16:50:00,42.9,,,,,,,,,,,,,,,52.0,,,,,,,,,50.0,,,,,36.0,,,,
2020-04-06 17:00:00,35.901,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,42.0,,,,
2020-04-06 17:10:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,48.0,,50.0
2020-04-06 17:20:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,49.0
2020-04-06 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,51.0
2020-04-06 17:40:00,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,48.0
2020-04-06 17:50:00,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,47.0
2020-04-06 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,50.0
2020-04-06 18:10:00,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,48.0
2020-04-06 18:20:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,50.0
2020-04-06 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,50.0
2020-04-06 18:40:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,49.0
2020-04-06 18:50:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,49.0
2020-04-06 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,48.0
2020-04-06 19:10:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,51.0
2020-04-06 19:20:00,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,47.0
2020-04-06 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,50.0
2020-04-06 19:40:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,50.0
2020-04-06 19:50:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,51.0
2020-04-06 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,48.0
2020-04-06 20:10:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,47.0
2020-04-06 20:20:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,49.0
2020-04-06 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,54.0
2020-04-06 20:40:00,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,50.0
2020-04-06 20:50:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,51.0
2020-04-06 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,48.0
2020-04-06 21:10:00,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,52.0
2020-04-06 21:20:00,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,49.0
2020-04-06 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,50.0
2020-04-06 21:40:00,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,49.0
2020-04-06 21:50:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,48.0
2020-04-06 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,47.0
2020-04-06 22:10:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,50.0
2020-04-06 22:20:00,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,49.0
2020-04-06 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,487.2038555843866
2020-04-06 22:40:00,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,48.0
2020-04-06 22:50:00,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,49.0
2020-04-06 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,48.0
2020-04-06 23:10:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,48.0
2020-04-06 23:20:00,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,50.0
2020-04-06 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,50.0
2020-04-06 23:40:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,49.0
2020-04-06 23:50:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,47.0
2020-04-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,802.4839077916013,,,,,,,,,50.0
2020-04-07 00:10:00,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,49.0
2020-04-07 00:20:00,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,52.0
2020-04-07 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,50.0
2020-04-07 00:40:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,51.0
2020-04-07 00:50:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,52.0
2020-04-07 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,49.0
2020-04-07 01:10:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,51.0
2020-04-07 01:20:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,54.0
2020-04-07 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,626.0717324606793,,,,,,,,,53.0
2020-04-07 01:40:00,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,50.0
2020-04-07 01:50:00,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,48.0
2020-04-07 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,52.0
2020-04-07 02:10:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,47.0
2020-04-07 02:20:00,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,50.0
2020-04-07 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,49.0
2020-04-07 02:40:00,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,49.0
2020-04-07 02:50:00,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,51.0
2020-04-07 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,48.0
2020-04-07 03:10:00,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,49.0
2020-04-07 03:20:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,48.0
2020-04-07 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,53.0
2020-04-07 03:40:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,49.0
2020-04-07 03:50:00,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,51.0
2020-04-07 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,52.0
2020-04-07 04:10:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,48.0
2020-04-07 04:20:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,51.0
2020-04-07 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,49.0
2020-04-07 04:40:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,48.0
2020-04-07 04:50:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,47.0
2020-04-07 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,48.0
2020-04-07 05:10:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,47.0
2020-04-07 05:20:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,50.0
2020-04-07 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,49.0
2020-04-07 05:40:00,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,50.0
2020-04-07 05:50:00,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,50.0
2020-04-07 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,50.0
2020-04-07 06:10:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,46.0,52.0
2020-04-07 06:20:00,,,,,,,,,,,,,,,56.607,,,,,,,,,,,,,36.0,,,,47.0,47.0,47.0
2020-04-07 06:30:00,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,41.0,,,,,,48.0
2020-04-07 06:40:00,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,41.0,,,,,,49.0
2020-04-07 06:50:00,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,39.0,,,,,,52.0
2020-04-07 07:00:00,,,,,,,,,,,,,46.0,,,,,,,,,,34.0,,,,,39.0,,,,,,52.0
2020-04-07 07:10:00,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,41.0,,,,,,49.0
2020-04-07 07:20:00,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,39.0,,,,,,50.0
2020-04-07 07:30:00,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,39.0,,,,,,48.0
2020-04-07 07:40:00,,,,,,,,,,,,,52.0,955.3226224605388,,,,,,,,,,,,,,39.0,,,,,,50.0
2020-04-07 07:50:00,,,,,,15.0,,,,,,,48.0,30.0,,,,,,,,,,,,,,40.0,,41.0,,,,48.0
2020-04-07 08:00:00,,,,,,17.0,,,,,,,47.0,,,,,,,,,,,,,,,39.0,,,,,,49.0
2020-04-07 08:10:00,,,,,,21.0,,,,,,,48.0,,,,,,,,,,,,,,,37.0,,,,,,50.0
2020-04-07 08:20:00,45.891000000000005,,,,,16.0,,,,,,,46.0,,,54.0,,,,,,,,,,,,39.0,,,,,,49.0
2020-04-07 08:30:00,40.894,,,,,24.0,,,,,,,44.0,,,,,,,,,,,,,,,39.0,,,,,,48.0
2020-04-07 08:40:00,47.79,,,,,20.0,,,,,,,45.0,,,,,,,,,,,,,,,39.0,,,,,,47.0
2020-04-07 08:50:00,43.742,,,,,17.0,,,,,,,46.0,,,,,,,,,,,,,,,39.0,,,,,,49.0
2020-04-07 09:00:00,41.598,,,,,16.0,,,,,,,47.0,,,,,,,,,,,,,,,39.0,,,,,,52.0
2020-04-07 09:10:00,40.556,,,,,18.0,,,,,,,52.0,,,,,,,,,,,,,,,40.0,,,,,,48.0
2020-04-07 09:20:00,43.403,,,,,18.0,,,,,,,48.0,,,,,,,,,,,,,,,41.0,,,,,,47.0
2020-04-07 09:30:00,43.33,,,,,18.0,,,,,,,48.0,,,,,,,,,,,,,,,40.0,,,,,,49.0
2020-04-07 09:40:00,44.18,,,,,17.0,,,,,,,58.0,,,,,,,,,,,,,,,39.0,,,,,,46.0
2020-04-07 09:50:00,40.091,,,,,15.0,,,,,,,46.0,,,,,,,,,,,,,,,41.0,,,,,,48.0
2020-04-07 10:00:00,46.06100000000001,,,,,20.0,,,,,,,48.0,,,,,,,,,,,,,,,42.0,,,,,,49.0
2020-04-07 10:10:00,42.891000000000005,,,,,16.0,,17.0,,,,,47.0,,,,,,,,,,,,,,,44.0,,,,,,49.0
2020-04-07 10:20:00,42.797,,,,,16.0,,,,,,,47.0,,,,,,,,,,,,,,,43.0,,,,,,48.0
2020-04-07 10:30:00,42.8,,,,,16.0,,,,,,,52.0,,,,,,,,,,,,,,,40.0,,,,,,50.0
2020-04-07 10:40:00,42.696000000000005,,,,,17.0,,,,,,,51.0,,,,,,,,,,,,,,,39.0,,,,,,50.0
2020-04-07 10:50:00,42.696999999999996,,,,,20.0,,,,,,,52.0,,,,,,,,,,,,,,,43.0,,,,,,48.0
2020-04-07 11:00:00,39.601,,,,,16.0,,,,,,,50.0,,,,,,,,,,,,,,,38.0,,,,,,48.0
2020-04-07 11:10:00,45.57,,,,,16.0,,,,,,,50.0,,,,,,,,,,,,,,,43.0,,,,,,49.0
2020-04-07 11:20:00,42.407,,,,,17.0,,,,,,,48.0,,,,,,,,,,,,,,,45.0,,,,,,47.0
2020-04-07 11:30:00,41.401,,,,,16.0,,,,,,,46.0,,,,,,,,,,,,,,,40.0,,,,,,49.0
2020-04-07 11:40:00,42.255,,21.0,,,17.0,,,,,,,45.0,,,,,,,,,,,,,,,43.0,,,,,,
2020-04-07 11:50:00,43.193000000000005,,,,,17.0,,,,,,,51.0,,,,,,,,,,,,,,,42.0,,,,,,
2020-04-07 12:00:00,44.188,,,,,16.0,,,,,,,49.0,,,,,,,,,,,,,45.0,,47.0,,,45.0,,,
2020-04-07 12:10:00,43.1,,,,,16.0,,,,,,,48.0,,,,,,,,,,,,,47.0,46.0,43.0,,,1135.7532272791125,,,
2020-04-07 12:20:00,40.102,,,21.0,,17.0,,,,,,25.0,51.0,,,,,,,,,,,,,,,45.0,,,43.0,,,
2020-04-07 12:30:00,46.106,,,,,16.0,,,,,,23.0,46.0,,,,,,,,,,,,,,,47.0,,,,,,
2020-04-07 12:40:00,39.00700000000001,,,,,15.0,,,,,,,49.0,,,,,,,,,,,,,,,43.0,,,,,,
2020-04-07 12:50:00,41.935,,,,,18.0,,,,,,,44.0,,,,,,,,,,,,,,,40.0,,,,,,
2020-04-07 13:00:00,36.901,,,,,17.0,19.0,,,,,,50.0,,,,,,,,,,,,,,,44.0,,,,,,
2020-04-07 13:10:00,39.899,,,,,16.0,15.0,,,,,,54.0,,,,,,,,,,,,,,,46.0,,,,,,
2020-04-07 13:20:00,45.908,,,,,18.0,,12.0,,,,,56.0,,,,,16.0,,,,,,,,,,48.0,,,,,,
2020-04-07 13:30:00,39.797,,,,,18.0,,20.0,,,,,49.0,,,,,17.0,,,,,,,,,,47.0,,,,,,
2020-04-07 13:40:00,44.797,,,,,17.0,,,,,,,46.0,,,,,15.0,,,,,,,,,,46.0,,,,,,
2020-04-07 13:50:00,42.753,,,,,18.0,,,,,,,46.0,,,,,,,,,,,,,,,45.0,,,,,,
2020-04-07 14:00:00,39.702,,,,,15.0,,,,,,,43.0,,,,,,,,,,,,,,,47.0,,,,,,
2020-04-07 14:10:00,51.589,,,,,19.0,,,,,,,45.0,,,,,,,,,,,,,,,44.0,,,,,,
2020-04-07 14:20:00,42.606,,,,,19.0,,,,,,,48.0,,,,,,,,,,,,,,,44.0,,,,,,
2020-04-07 14:30:00,41.501000000000005,,,,,18.0,,,,,,,52.0,,,,,,,,,,,,,,,44.0,,,,,,
2020-04-07 14:40:00,43.4,,,,,17.0,,,,,,,49.0,,,,,,,,,,,,,,,48.0,,,,,,
2020-04-07 14:50:00,41.371,,,,,16.0,,,,,,,51.0,,,,,,,,,,,,,,,43.0,,,,,,
2020-04-07 15:00:00,40.301,,,,,18.0,,,,,,,45.0,,,,,,,,,,,,,,,46.0,,,,,,
2020-04-07 15:10:00,40.2,,,,,17.0,,,,,,,53.0,,,,,,,,,,,,,,,44.0,,,,,,
2020-04-07 15:20:00,41.208,,,,,18.0,,,,,,,48.0,,,,,,,,,,,,,,,45.0,,,,,,
2020-04-07 15:30:00,43.101000000000006,,,,,18.0,,,,,,,46.0,,,,,,,,,,,,,,,708.0798600255794,,,,,,
