Timestamp,mobile-43,mobile-42,mobile-17,mobile-19,mobile-25,mobile-46,mobile-47,mobile-6,mobile-39,mobile-44,mobile-4,mobile-20,mobile-41,mobile-33,mobile-35,mobile-23,mobile-34,mobile-24,mobile-10,mobile-31,mobile-27,mobile-40,mobile-37,mobile-15,mobile-36,mobile-22,mobile-45,mobile-9
2020-04-06 21:00:00,23.0,,,,,,,,,,,,,20.0,,,,,,,,,,41.0,,,,
2020-04-06 21:10:00,25.0,,,,,,,,,,,,,20.0,,,,,,,,,,40.0,,,,
2020-04-06 21:20:00,25.0,,,,,,,,,,,,,20.0,,,,,,,,,,39.0,,,,
2020-04-06 21:30:00,26.0,,,,,,,,,,,,,21.0,,,,,,,,,,41.0,,,,
2020-04-06 21:40:00,27.0,,,,,,,,,,,,,21.0,,,,,,,,,,42.0,,,,
2020-04-06 21:50:00,21.0,,,,,,,,,,,,,22.0,,,,,,,,,,40.0,,,,
2020-04-06 22:00:00,22.0,,,,,,,,,,,,,21.0,,,,,,,,,,39.0,,,,
2020-04-06 22:10:00,25.0,,,,,,,,,,,,,20.0,,,,,,,,,,38.0,,,,
2020-04-06 22:20:00,24.0,,,,,,,,,,,,,21.0,,,,,,,,,,44.0,,,,
2020-04-06 22:30:00,24.0,,,,,,,,,,,,,20.0,,,,,,,,,,41.0,,,,
2020-04-06 22:40:00,25.0,,,,,,,,,,,,,21.0,,,,,,,,,,41.0,,,,
2020-04-06 22:50:00,24.0,,,,,,,,,,,,,21.0,,,,,,,,,,42.0,,,,
2020-04-06 23:00:00,24.0,,,,,,,,,,,,,20.0,,,,,,,,,,40.0,,,,
2020-04-06 23:10:00,22.0,,,,,,,,,,,,,21.0,,,,,,,,,,39.0,,,,
2020-04-06 23:20:00,26.0,,,,,,,,,,,,,21.0,,,,,,,,,,39.0,,,,
2020-04-06 23:30:00,22.0,,,,,,,,,,,,,21.0,,,,,,,,,,40.0,,,,
2020-04-06 23:40:00,25.0,,,,,,,,,,,,,20.0,,,,,,,,,,40.0,,,,
2020-04-06 23:50:00,22.0,,,,,,,,,,,,,21.0,,,,,,,,,,38.0,,,,
2020-04-07 00:00:00,23.0,,,,,,,,,,,,,20.0,,,,,,,,,,44.0,,,,
2020-04-07 00:10:00,24.0,,,,,,,,,,,,,20.0,,,,,,,,,,38.0,,,,
2020-04-07 00:20:00,25.0,,,,,,,,,,,,,22.0,,,,,,,,,,39.0,,,,
2020-04-07 00:30:00,21.0,,,,,,,,,,,,,20.0,,,,,,,,,,39.0,,,,
2020-04-07 00:40:00,24.0,,,,,,,,,,,,,21.0,,,,,,,,,,39.0,,,,
2020-04-07 00:50:00,22.0,,,,,,,,,,,,,20.0,,,,,,,,,,41.0,,,,
2020-04-07 01:00:00,23.0,,,,,,,,,,,,,21.0,,,,,,,,,,40.0,,,,
2020-04-07 01:10:00,25.0,,,,,,,,,,,,,20.0,,,,,,,,,,39.0,,,,
2020-04-07 01:20:00,25.0,,,,,,,,,,,,,627.1893200434886,,,,,,,,,,40.0,,,,
2020-04-07 01:30:00,24.0,,,,,,,,,,,,,20.0,,,,,,,,,,41.0,,,,
2020-04-07 01:40:00,27.0,,,,,,,,,,,,,21.0,,,,,,,,,,873.7590829191362,,,,
2020-04-07 01:50:00,25.0,,,,,,,,,,,,,21.0,,,,,,,,,,645.1090257807806,,,,
2020-04-07 02:00:00,23.0,,,,,,,,,,,,,20.0,,,,,,,,,,42.0,,,,
2020-04-07 02:10:00,27.0,,,,,,,,,,,,,22.0,,,,,,,,,,42.0,,,,
2020-04-07 02:20:00,27.0,,,,,,,,,,,,,21.0,,,,,,,,,,41.0,,,,
2020-04-07 02:30:00,27.0,,,,,,,,,,,,,20.0,,,,,,,,,,40.0,,,,
2020-04-07 02:40:00,22.0,,,,,,,,,,,,,20.0,,,,,,,,,,41.0,,,,
2020-04-07 02:50:00,27.0,,,,,,,,,,,,,20.0,,,,,,,,,,41.0,,,,
2020-04-07 03:00:00,25.0,,,,,,,,,,,,,22.0,,,,,,,,,,40.0,,,,
2020-04-07 03:10:00,26.0,,,,,,,,,,,,,22.0,,,,,,,,,,41.0,,,,
2020-04-07 03:20:00,26.0,,,,,,,,,,,,,21.0,,,,,,,,,,44.0,,,,
2020-04-07 03:30:00,23.0,,,,,,,,,,,,,22.0,,,,,,,,,,44.0,,,,
2020-04-07 03:40:00,22.0,,,,,,,,,,,,,21.0,,,,,,,,,,46.0,,,,
2020-04-07 03:50:00,24.0,,,,,,,,,,,,,20.0,,,,,,,,,,44.0,,,,
2020-04-07 04:00:00,24.0,,,,,,,,,,,,,20.0,,,,,,,,,,42.0,,,,
2020-04-07 04:10:00,25.0,,,,,,,,,,,,,20.0,,,,,,,,,,41.0,,,,
2020-04-07 04:20:00,24.0,,,,,,,,,,,,,20.0,,,,,,,,,,47.0,,,,
2020-04-07 04:30:00,24.0,,,,,,,,,,,,,20.0,,,,,,,,,,44.0,,,,
2020-04-07 04:40:00,23.0,,,,,,,,,,,,,21.0,,,,,,,,,,370.993755116833,,,,
2020-04-07 04:50:00,26.0,,,,,,,,,,,,,20.0,,,,,,,,,,39.0,,,,
2020-04-07 05:00:00,25.0,,,,,,,,,,,,,20.0,,,,,,,,,,41.0,,,,
2020-04-07 05:10:00,21.0,,,,,,,,,,,,,21.0,,,,,,,,,,40.0,,,,
2020-04-07 05:20:00,26.0,,,,,,,,,,,,,21.0,,,,,,,,,,39.0,,,,
2020-04-07 05:30:00,25.0,,,,,,,,,,,,,21.0,,,,,,,,,,38.0,,,,
2020-04-07 05:40:00,21.0,,,,,,,,,,,,,20.0,,,,,,,,,,39.0,,,,
2020-04-07 05:50:00,24.0,,,,,,,,,,,,,20.0,,,,,,,,,,39.0,,,,
2020-04-07 06:00:00,22.0,,,,,,,,,,,,,21.0,,,,,,,,,,39.0,,,,
2020-04-07 06:10:00,22.0,,,,,,,,,,,,,20.0,,,,,,,,,,39.0,,,,
2020-04-07 06:20:00,24.0,,,,,45.0,,64.596,,,,,,21.0,,,,,,,,,,39.0,,,,45.0
2020-04-07 06:30:00,25.0,,,,,40.0,,612.1534880075909,,,,,,21.0,,,37.0,,,,,,,40.0,,,,46.0
2020-04-07 06:40:00,23.0,,,,,,,58.502,,,,,,20.0,36.0,,34.0,,,,,,,40.0,,,,
2020-04-07 06:50:00,21.0,,,,,,,,,,,,,22.0,36.0,,,,,,,,,39.0,,,,
2020-04-07 07:00:00,25.0,,,,,,,,,,,,,20.0,28.0,,,,,,,,,41.0,,,,
2020-04-07 07:10:00,25.0,,,,,,,,,,30.0,,,20.0,,,,,,,,,,40.0,,,,
2020-04-07 07:20:00,22.0,,,,,,,,,,27.0,,,21.0,,,,,,,,,,41.0,,,,
2020-04-07 07:30:00,23.0,,,,,,,,,,27.0,,,21.0,,,,,,,,,,39.0,,,,
2020-04-07 07:40:00,27.0,,,,,,,,,,30.0,,,20.0,,,,,,,,,,40.0,,,,
2020-04-07 07:50:00,22.0,,,,,,64.0,,,,29.0,,,20.0,,,,,,,,,,39.0,,,,
2020-04-07 08:00:00,24.0,,,,,,52.0,,,,28.0,,,22.0,,,,,,,,,,,,,,
2020-04-07 08:10:00,24.0,,,,,,44.0,,,,29.0,,,22.0,,,,,,,,,,,,,,
2020-04-07 08:20:00,24.0,,,,,,44.0,,,,28.0,,,19.0,,,,,,,,,,,,,,
2020-04-07 08:30:00,25.0,,,,,,48.0,,,,28.0,,,21.0,,,,,,,,,,,,,,
2020-04-07 08:40:00,23.0,,,,,,44.0,,,,29.0,,,19.0,,,,,,,,,,,,,,
2020-04-07 08:50:00,26.0,,,,,,38.0,,,,28.0,,,22.0,,,,,,,,,,,,,,
2020-04-07 09:00:00,25.0,,,,,,44.0,,,,28.0,,,20.0,,,,,,,,,,,,,,
2020-04-07 09:10:00,22.0,,,,,,42.0,,,,28.0,,,21.0,,,,,,,,,,,,,,
2020-04-07 09:20:00,24.0,,,,,,38.0,,,,29.0,,,21.0,,,,,,,,,,,,,,
2020-04-07 09:30:00,26.0,,,,,,44.0,,,,30.0,,,20.0,,,,,,,,,,,,,,
2020-04-07 09:40:00,26.0,,,,,,44.0,,,,29.0,,,21.0,,,,,,,,,,,,,,
2020-04-07 09:50:00,26.0,,,,,,52.0,,,,27.0,,,21.0,,,,,,,,,,,,,,
2020-04-07 10:00:00,23.0,,,,,,38.0,,,,29.0,,,20.0,,,,,,,,,,,,,,
2020-04-07 10:10:00,27.0,,,,,,40.0,,,,29.0,,,21.0,,,,,,,,,,,,,,
2020-04-07 10:20:00,24.0,,,,,,48.0,,,,29.0,,,20.0,,,,,,,,,,,,,,
2020-04-07 10:30:00,23.0,,,,,,40.0,,,,28.0,,,20.0,,,,,,,,,,,,,,
2020-04-07 10:40:00,25.0,,,,,,48.0,,,,31.0,,,20.0,,,,,,,,,,,,,,
2020-04-07 10:50:00,29.0,,,,,,44.0,,,,29.0,,,21.0,,,,,,,,,,,,,,
2020-04-07 11:00:00,24.0,,,,,,44.0,,,,28.0,,,740.9446735449229,,,,,,,,,,,,,,
2020-04-07 11:10:00,25.0,,,,,,44.0,,,,30.0,,,21.0,,,,,,,,,,,,,,
2020-04-07 11:20:00,22.0,,,,,,54.0,,,,28.0,,,21.0,,,,,,,,,,,,,,
2020-04-07 11:30:00,24.0,,,,,,50.0,,,,28.0,,,20.0,,,,,,,,,,,,,,
2020-04-07 11:40:00,22.0,,,,,,46.0,,,,29.0,,,22.0,,,,,,,,40.0,,,,,,
2020-04-07 11:50:00,23.0,,,,,,44.0,,,,28.0,,,20.0,,,,,,,,38.0,,,,,,
2020-04-07 12:00:00,25.0,,,,,,38.0,,,,29.0,,,20.0,,,,,,46.0,,,,,,,,
2020-04-07 12:10:00,23.0,,,,,,52.0,,,,29.0,,,21.0,,,,,,48.0,,,41.0,,,,,
2020-04-07 12:20:00,23.0,21.0,,,,,40.0,,,,28.0,32.0,,21.0,,,,,,,,,43.0,,,,,
2020-04-07 12:30:00,23.0,23.0,,,,,38.0,,,,29.0,32.0,,20.0,,,,,,,,,42.0,,,,,
2020-04-07 12:40:00,23.0,21.0,,,,,40.0,,,,27.0,,28.0,20.0,,,,,,,,,44.0,,,,,
2020-04-07 12:50:00,24.0,25.0,,,,,42.0,,,,28.0,,34.4,20.0,,,,,,,,,44.0,,,,,
2020-04-07 13:00:00,23.0,22.0,,,,,50.0,,,,31.0,,33.4,19.0,,,,,,,,,42.0,,,,,
2020-04-07 13:10:00,22.0,23.0,,,,,46.0,,,,28.0,,,20.0,,,,,,,,,41.0,,,,,
2020-04-07 13:20:00,25.0,22.0,,,,,48.0,,,,28.0,,,21.0,,,,,,,,,44.0,,,,,
2020-04-07 13:30:00,23.0,,,14.0,,,46.0,,,,30.0,,,20.0,,,,,,,,,42.0,,,,,
2020-04-07 13:40:00,23.0,,,16.0,,,48.0,,,,28.0,,,20.0,,,,,,,,,46.0,,,,,
2020-04-07 13:50:00,25.0,,,16.0,,,40.0,,,,29.0,,,20.0,,,,,,,,,40.0,,,,,
2020-04-07 14:00:00,636.6072029268005,,,15.0,,,38.0,,,,28.0,,,20.0,,,,,,,,,43.0,,,,,
2020-04-07 14:10:00,23.0,,,15.0,,,38.0,,,,28.0,,,20.0,,,,,,,,,41.0,,,,,
2020-04-07 14:20:00,24.0,,,18.0,,,44.0,,,,28.0,,,21.0,,,,,,,,,41.0,,,,,
2020-04-07 14:30:00,22.0,,,19.0,,,52.0,,,,28.0,,,20.0,,,,,,,,,41.0,,,,,
2020-04-07 14:40:00,24.0,,,16.0,,,40.0,,,,27.0,,,20.0,,,,,,,,,42.0,,,,,
2020-04-07 14:50:00,24.0,,,16.0,,,44.0,,,,29.0,,,20.0,,,,,,,,,39.0,,,,,
2020-04-07 15:00:00,26.0,,,16.0,,,48.0,,,,29.0,,,20.0,,,,,,,,,40.0,,,,,
2020-04-07 15:10:00,23.0,,,15.0,,,48.0,,,,28.0,,,20.0,,,,,,,,,40.0,,,,,
2020-04-07 15:20:00,23.0,,,19.0,,,44.0,,,,28.0,,,20.0,,,,,,,,,41.0,,,,,
2020-04-07 15:30:00,23.0,,,18.0,,,38.0,,,,29.0,,,21.0,,,,,,,,,40.0,,,,,
2020-04-07 15:40:00,23.0,,,15.0,,,44.0,,,,28.0,,,20.0,,,,,,,,,40.0,,,,,
2020-04-07 15:50:00,25.0,,,13.0,,,44.0,,,,28.0,,,21.0,,,,,,,,,507.40595666389765,,,,,
2020-04-07 16:00:00,21.0,,,,,,44.0,,,,29.0,,,21.0,,,,,,,,,41.0,37.0,,,,
2020-04-07 16:10:00,22.0,,,,,,42.0,,,,556.8728979361313,,,20.0,,,37.0,,,,40.0,,,40.0,,,,
2020-04-07 16:20:00,24.0,,,,,,,,,,,,,20.0,,,37.0,,,,38.0,,,41.0,,,,
2020-04-07 16:30:00,22.0,,,,,,,,,,,,,19.0,,,,,,,,,,39.0,,,,
2020-04-07 16:40:00,26.0,,,,,,,,,,,,,21.0,,,,,46.0,,,,,41.0,,,,
2020-04-07 16:50:00,25.0,,,,,,,56.279,,,,,,22.0,31.0,,,46.0,,,,41.0,,39.0,,,,
2020-04-07 17:00:00,23.0,,,,,,,54.20400000000001,,,,,,21.0,,,,,,,,35.0,,,,,,
2020-04-07 17:10:00,25.0,,,,23.0,,,,,,,,,21.0,,,,,,47.0,,,,,,,,
2020-04-07 17:20:00,22.0,,,,25.0,,,,,,,,,20.0,,,,,,,,,,,,,,
2020-04-07 17:30:00,23.0,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,
2020-04-07 17:40:00,24.0,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,
2020-04-07 17:50:00,1163.5605127802296,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,
2020-04-07 18:00:00,22.0,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,
2020-04-07 18:10:00,27.0,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,
2020-04-07 18:20:00,24.0,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,
2020-04-07 18:30:00,25.0,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,
2020-04-07 18:40:00,23.0,,,,,,,,,,,,,20.0,,,,,,,,,,39.0,,,,
2020-04-07 18:50:00,23.0,,,,,,,,,,,,,21.0,,,,,,,,,,40.0,,,,
2020-04-07 19:00:00,,,,,,,,,,,,,,19.0,,,,,,,,,,39.0,,,,
2020-04-07 19:10:00,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,
2020-04-07 19:20:00,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,
2020-04-07 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,
