Timestamp,mobile-30,mobile-31,mobile-32,mobile-9,mobile-21,mobile-22,mobile-48,mobile-23,mobile-13,mobile-14
2020-04-06 07:00:00,20.0,,,,,,,20.0,37.0,
2020-04-06 07:10:00,20.0,,,42.0,,,,21.0,36.0,
2020-04-06 07:20:00,18.0,,,,,,,439.22867713194296,36.0,
2020-04-06 07:30:00,13.0,,,,,,,19.0,36.0,
2020-04-06 07:40:00,18.0,,,,,,,20.0,37.0,
2020-04-06 07:50:00,18.0,,,,,,,20.0,36.0,
2020-04-06 08:00:00,16.0,,,,,,,20.0,37.0,
2020-04-06 08:10:00,15.0,,,,,,,22.0,37.0,
2020-04-06 08:20:00,18.0,,,,,,,21.0,34.0,
2020-04-06 08:30:00,16.0,,,,,,,20.0,39.0,
2020-04-06 08:40:00,15.0,,,,,,,20.0,35.0,
2020-04-06 08:50:00,17.0,,,,,,,22.0,35.0,
2020-04-06 09:00:00,16.0,,,,,,,20.0,36.0,
2020-04-06 09:10:00,16.0,,,,,,,21.0,36.0,
2020-04-06 09:20:00,17.0,,,,,,,20.0,35.0,
2020-04-06 09:30:00,20.0,,,,,,,21.0,36.0,
2020-04-06 09:40:00,17.0,,,,,,,19.0,37.0,
2020-04-06 09:50:00,17.0,,,,,,,20.0,36.0,
2020-04-06 10:00:00,16.0,,,,,,,21.0,36.0,
2020-04-06 10:10:00,19.0,,,,31.0,,,21.0,35.0,
2020-04-06 10:20:00,16.0,,,,30.0,,,21.0,35.0,
2020-04-06 10:30:00,16.0,,,,24.0,,,20.0,37.0,
2020-04-06 10:40:00,14.0,,,,,,,20.0,37.0,
2020-04-06 10:50:00,18.0,,,,,,,20.0,39.0,
2020-04-06 11:00:00,16.0,,,,,,,21.0,36.0,
2020-04-06 11:10:00,18.0,,,,,,,21.0,37.0,
2020-04-06 11:20:00,16.0,,,,,,,21.0,,
2020-04-06 11:30:00,16.0,,,,,,,20.0,,
2020-04-06 11:40:00,,,,,,,,21.0,,
2020-04-06 11:50:00,,,,,,,,21.0,,
2020-04-06 12:00:00,,,,,,,,20.0,,
2020-04-06 12:10:00,,,,,,,,20.0,,
2020-04-06 12:20:00,,,,,,,,20.0,,
2020-04-06 12:30:00,,,,,,,,19.0,,
2020-04-06 12:40:00,,,,,,,,20.0,,
2020-04-06 12:50:00,,,,,,,,,,47.0
2020-04-06 13:00:00,,,,,,,,,,49.0
2020-04-06 13:10:00,,,,,,,,,,48.0
2020-04-06 13:20:00,,,,,,,,,,45.0
2020-04-06 13:30:00,,,,,,,,,,
2020-04-06 13:40:00,,,,,,,,,,
2020-04-06 13:50:00,,,,,,,,,,
2020-04-06 14:00:00,,,,,,,,,,
2020-04-06 14:10:00,,,,,,,,,,
2020-04-06 14:20:00,,,,,,,,,,
2020-04-06 14:30:00,,,,,,,,,,
2020-04-06 14:40:00,,,,,,,,,,
2020-04-06 14:50:00,,,,,,,,,,
2020-04-06 15:00:00,,,,,,,,,,
2020-04-06 15:10:00,,,,,,,,,,
2020-04-06 15:20:00,,,,,,,,,,
2020-04-06 15:30:00,,,,,,,,,,
2020-04-06 15:40:00,,,,,,,,,,
2020-04-06 15:50:00,,,,,,,,,,
2020-04-06 16:00:00,,,,,,,,,,
2020-04-06 16:10:00,,,,,,,,,38.0,
2020-04-06 16:20:00,,,,,,,,,35.0,
2020-04-06 16:30:00,,,,,,,,,36.0,
2020-04-06 16:40:00,,,,,,,,,35.0,39.0
2020-04-06 16:50:00,,,,,,,20.0,,37.0,48.0
2020-04-06 17:00:00,,,,,,,567.0947162208488,,36.0,45.0
2020-04-06 17:10:00,,,,,,,21.0,,36.0,
2020-04-06 17:20:00,,,,,,15.0,21.0,,36.0,
2020-04-06 17:30:00,,,,,,,20.0,,36.0,
2020-04-06 17:40:00,,,,,,,20.0,,35.0,
2020-04-06 17:50:00,,,,,,,21.0,,36.0,
2020-04-06 18:00:00,,,,,,,22.0,,35.0,
2020-04-06 18:10:00,,,,,,,22.0,,37.0,
2020-04-06 18:20:00,,,,,,,20.0,,35.0,
2020-04-06 18:30:00,,,,,,,21.0,,35.0,
2020-04-06 18:40:00,,,,,,,21.0,,36.0,
2020-04-06 18:50:00,,,,,,,21.0,,36.0,
2020-04-06 19:00:00,,,,,,,21.0,,36.0,
2020-04-06 19:10:00,,,,,,,20.0,,34.0,
2020-04-06 19:20:00,,,,,,,21.0,,39.0,
2020-04-06 19:30:00,,,,,,,21.0,,36.0,
2020-04-06 19:40:00,,,,,,,20.0,,36.0,
2020-04-06 19:50:00,,,,,,,20.0,,37.0,
2020-04-06 20:00:00,,,,,,,22.0,,35.0,
2020-04-06 20:10:00,,,,,,,20.0,,36.0,
2020-04-06 20:20:00,,,,,,,19.0,,37.0,
2020-04-06 20:30:00,,,,,,,19.0,,36.0,
2020-04-06 20:40:00,,,,,,,20.0,,35.0,
2020-04-06 20:50:00,,,,,,,21.0,,35.0,
2020-04-06 21:00:00,,,,,,,20.0,,35.0,
2020-04-06 21:10:00,,,,,,,20.0,,35.0,
2020-04-06 21:20:00,,,,,,,20.0,,37.0,
2020-04-06 21:30:00,,,,,,,21.0,,35.0,
2020-04-06 21:40:00,,,,,,,22.0,,37.0,
2020-04-06 21:50:00,,,,,,,19.0,,36.0,
2020-04-06 22:00:00,,,,,,,20.0,,37.0,
2020-04-06 22:10:00,,,,,,,21.0,,38.0,
2020-04-06 22:20:00,,,,,,,20.0,,35.0,
2020-04-06 22:30:00,,,,,,,21.0,,37.0,
2020-04-06 22:40:00,,,,,,,20.0,,36.0,
2020-04-06 22:50:00,,,,,,,21.0,,36.0,
2020-04-06 23:00:00,,,,,,,21.0,,37.0,
2020-04-06 23:10:00,,,,,,,20.0,,36.0,
2020-04-06 23:20:00,,,,,,,21.0,,35.0,
2020-04-06 23:30:00,,,,,,,19.0,,35.0,
2020-04-06 23:40:00,,,,,,,20.0,,34.0,
2020-04-06 23:50:00,,,,,,,20.0,,35.0,
2020-04-07 00:00:00,,,,,,,20.0,,36.0,
2020-04-07 00:10:00,,,,,,,20.0,,38.0,
2020-04-07 00:20:00,,,,,,,21.0,,37.0,
2020-04-07 00:30:00,,,,,,,20.0,,35.0,
2020-04-07 00:40:00,,,,,,,20.0,,38.0,
2020-04-07 00:50:00,,,,,,,561.9452101659441,,37.0,
2020-04-07 01:00:00,,,,,,,21.0,,35.0,
2020-04-07 01:10:00,,,,,,,20.0,,39.0,
2020-04-07 01:20:00,,,,,,,20.0,,35.0,
2020-04-07 01:30:00,,,,,,,21.0,,36.0,
2020-04-07 01:40:00,,,,,,,21.0,,37.0,
2020-04-07 01:50:00,,,,,,,21.0,,34.0,
2020-04-07 02:00:00,,,,,,,20.0,,36.0,
2020-04-07 02:10:00,,,,,,,20.0,,36.0,
2020-04-07 02:20:00,,,,,,,19.0,,37.0,
2020-04-07 02:30:00,,,,,,,19.0,,37.0,
2020-04-07 02:40:00,,,,,,,20.0,,36.0,
2020-04-07 02:50:00,,,,,,,20.0,,39.0,
2020-04-07 03:00:00,,,,,,,21.0,,36.0,
2020-04-07 03:10:00,,,,,,,20.0,,36.0,
2020-04-07 03:20:00,,,,,,,21.0,,35.0,
2020-04-07 03:30:00,,,,,,,21.0,,38.0,
2020-04-07 03:40:00,,,,,,,20.0,,37.0,
2020-04-07 03:50:00,,,,,,,20.0,,35.0,
2020-04-07 04:00:00,,,,,,,21.0,,38.0,
2020-04-07 04:10:00,,,,,,,20.0,,36.0,
2020-04-07 04:20:00,,,,,,,21.0,,36.0,
2020-04-07 04:30:00,,,,,,,21.0,,37.0,
2020-04-07 04:40:00,,,,,,,19.0,,36.0,
2020-04-07 04:50:00,,,,,,,19.0,,35.0,
2020-04-07 05:00:00,,,,,,,20.0,,35.0,
2020-04-07 05:10:00,,,,,,,20.0,,36.0,
2020-04-07 05:20:00,,,,,,,21.0,,35.0,
2020-04-07 05:30:00,,,,,,,21.0,,37.0,
2020-04-07 05:40:00,,,,,,,21.0,,36.0,
2020-04-07 05:50:00,,,,,,,20.0,,36.0,
2020-04-07 06:00:00,,,,,,,20.0,,35.0,47.0
2020-04-07 06:10:00,,,,,,,20.0,,35.0,49.0
2020-04-07 06:20:00,,,,,,,21.0,,37.0,51.0
2020-04-07 06:30:00,,,,,,,22.0,,36.0,
2020-04-07 06:40:00,,,,,,,20.0,,37.0,
2020-04-07 06:50:00,,,,,,,20.0,,36.0,
2020-04-07 07:00:00,,,,,,,21.0,,35.0,
2020-04-07 07:10:00,,,,,,,21.0,,35.0,
2020-04-07 07:20:00,,,,,,,20.0,,35.0,
2020-04-07 07:30:00,,,,,,,21.0,,37.0,
2020-04-07 07:40:00,,,,36.0,,,21.0,,35.0,
2020-04-07 07:50:00,,,,,,,25.0,,35.0,
2020-04-07 08:00:00,,,,,,,20.0,,37.0,
2020-04-07 08:10:00,,,,,,,21.0,,35.0,
2020-04-07 08:20:00,,,,,,,19.0,,36.0,
2020-04-07 08:30:00,,,,,,,21.0,,38.0,
2020-04-07 08:40:00,,,,,,,22.0,,36.0,
2020-04-07 08:50:00,,,,,,,20.0,,38.0,
2020-04-07 09:00:00,,,,,,,21.0,,36.0,
2020-04-07 09:10:00,,,,,,,20.0,,36.0,
2020-04-07 09:20:00,,,,,,,19.0,,36.0,
2020-04-07 09:30:00,,,,,,,21.0,,36.0,
2020-04-07 09:40:00,,,,,,,20.0,,36.0,
2020-04-07 09:50:00,,,,,,,21.0,,38.0,
2020-04-07 10:00:00,,,,,,,20.0,,36.0,
2020-04-07 10:10:00,,,,,,,20.0,,38.0,
2020-04-07 10:20:00,,,,,,,20.0,,36.0,
2020-04-07 10:30:00,,,,,,,20.0,,37.0,
2020-04-07 10:40:00,,,,,,,21.0,,36.0,
2020-04-07 10:50:00,,,,,31.0,,21.0,,37.0,
2020-04-07 11:00:00,,,,,27.0,,20.0,,35.0,
2020-04-07 11:10:00,,,,,,,20.0,,,
2020-04-07 11:20:00,,,,,,,21.0,,,
2020-04-07 11:30:00,,,,,,,20.0,,,
2020-04-07 11:40:00,,,,,,,20.0,,,
2020-04-07 11:50:00,,,,,,,19.0,,,
2020-04-07 12:00:00,,,,,,,20.0,,,
2020-04-07 12:10:00,,25.0,,,,,21.0,,,
2020-04-07 12:20:00,,25.0,,,,,19.0,,,
2020-04-07 12:30:00,,24.0,,,,,,,,
2020-04-07 12:40:00,,25.0,,,,,,,,
2020-04-07 12:50:00,,26.0,,,,,,,,
2020-04-07 13:00:00,,28.0,,,,,,,,
2020-04-07 13:10:00,,28.0,,,,,,,,
2020-04-07 13:20:00,,26.0,,,,,,,,
2020-04-07 13:30:00,,27.0,,,,,,,,
2020-04-07 13:40:00,,27.0,,,,,,,,
2020-04-07 13:50:00,,24.0,,,,,,,,
2020-04-07 14:00:00,,25.0,,,,,,,,
2020-04-07 14:10:00,,25.0,,,,,,,,
2020-04-07 14:20:00,,25.0,,,,,,,,
2020-04-07 14:30:00,,1004.3484639777763,,,,,,,,
2020-04-07 14:40:00,,23.0,,,,,,,,
2020-04-07 14:50:00,,29.0,,,,,,,,
2020-04-07 15:00:00,,25.0,,,,,,,,
2020-04-07 15:10:00,,24.0,,,,,,,,
2020-04-07 15:20:00,,24.0,,,,,,,,
2020-04-07 15:30:00,,25.0,,,,,,,35.0,
2020-04-07 15:40:00,,26.0,,,,,,,35.0,
2020-04-07 15:50:00,,,,,,,,,37.0,
2020-04-07 16:00:00,,,,,,,,,38.0,
2020-04-07 16:10:00,,,,,,,,,36.0,
2020-04-07 16:20:00,,,,,,,,,36.0,
2020-04-07 16:30:00,,,,,,,,,36.0,
2020-04-07 16:40:00,,,,,,,,,37.0,
2020-04-07 16:50:00,,,,,,,14.0,,36.0,50.0
2020-04-07 17:00:00,,,,,,,19.0,,36.0,45.0
2020-04-07 17:10:00,,,,,,,20.0,,37.0,
2020-04-07 17:20:00,,,,,,16.0,19.0,,36.0,
2020-04-07 17:30:00,,,,,,,21.0,,36.0,
2020-04-07 17:40:00,,,,,,,20.0,,35.0,
2020-04-07 17:50:00,,,,,,,20.0,,37.0,
2020-04-07 18:00:00,,,,,,,22.0,,36.0,
2020-04-07 18:10:00,,,,,,,20.0,,37.0,
2020-04-07 18:20:00,,,,,,,21.0,,35.0,
2020-04-07 18:30:00,,,,,,,21.0,,39.0,
2020-04-07 18:40:00,,,,,,,20.0,,,
2020-04-07 18:50:00,,,,,,,20.0,,,
2020-04-07 19:00:00,,,,,,,22.0,,,
2020-04-07 19:10:00,,,,,,,21.0,,,
2020-04-07 19:20:00,,,,,,,23.0,,,
2020-04-07 19:30:00,,,,,,,20.0,,,
2020-04-07 19:40:00,,,,,,,21.0,,,
2020-04-07 19:50:00,,,,,,,20.0,,,
2020-04-07 20:00:00,,,,,,,20.0,,,
2020-04-07 20:10:00,,,,,,,20.0,,,
2020-04-07 20:20:00,,,,,,,20.0,,,
2020-04-07 20:30:00,,,,,,,23.0,,,
2020-04-07 20:40:00,,,,,,,21.0,,,
2020-04-07 20:50:00,,,,,,,21.0,21.0,,
2020-04-07 21:00:00,,,,,,,19.0,21.0,,
2020-04-07 21:10:00,,,,,,,21.0,21.0,,
2020-04-07 21:20:00,,,,,,,20.0,21.0,,
2020-04-07 21:30:00,,,,,,,21.0,21.0,,
2020-04-07 21:40:00,,,,,,,21.0,21.0,,
2020-04-07 21:50:00,,,,,,,21.0,22.0,37.0,
2020-04-07 22:00:00,,,,,,,20.0,21.0,36.0,
2020-04-07 22:10:00,,,,,,,22.0,21.0,36.0,
2020-04-07 22:20:00,,,,,,,21.0,21.0,36.0,
2020-04-07 22:30:00,,,,,,,21.0,22.0,37.0,
2020-04-07 22:40:00,,,,,,,20.0,21.0,36.0,
2020-04-07 22:50:00,,,,,,,21.0,21.0,37.0,
2020-04-07 23:00:00,,,,,,,20.0,19.0,37.0,
2020-04-07 23:10:00,,,,,,,21.0,21.0,35.0,
2020-04-07 23:20:00,,,,,,,20.0,21.0,36.0,
2020-04-07 23:30:00,,,,,,,20.0,21.0,36.0,
2020-04-07 23:40:00,,,,,,,20.0,20.0,35.0,
2020-04-07 23:50:00,,,,,,,919.749892698429,22.0,36.0,
2020-04-08 00:00:00,,,,,,,21.0,20.0,34.0,
2020-04-08 00:10:00,,,,,,,23.0,19.0,36.0,
2020-04-08 00:20:00,,,,,,,22.0,21.0,37.0,
2020-04-08 00:30:00,,,,,,,22.0,21.0,35.0,
2020-04-08 00:40:00,,,,,,,19.0,21.0,37.0,
2020-04-08 00:50:00,,,,,,,20.0,19.0,36.0,
2020-04-08 01:00:00,,,,,,,20.0,20.0,36.0,
2020-04-08 01:10:00,,,,,,,21.0,20.0,39.0,
2020-04-08 01:20:00,,,,,,,21.0,22.0,35.0,
2020-04-08 01:30:00,,,,,,,20.0,20.0,35.0,
2020-04-08 01:40:00,,,,,,,20.0,24.0,38.0,
2020-04-08 01:50:00,,,,,,,997.229023576982,20.0,36.0,
2020-04-08 02:00:00,,,,,,,20.0,20.0,35.0,
2020-04-08 02:10:00,,,,,,,19.0,21.0,35.0,
2020-04-08 02:20:00,,,,,,,20.0,22.0,35.0,
2020-04-08 02:30:00,,,,,,,20.0,19.0,35.0,
2020-04-08 02:40:00,,,,,,,20.0,20.0,36.0,
2020-04-08 02:50:00,,,,,,,21.0,21.0,36.0,
2020-04-08 03:00:00,,,,,,,20.0,20.0,659.1742131375662,
2020-04-08 03:10:00,,,,,,,20.0,19.0,37.0,
2020-04-08 03:20:00,,,,,,,21.0,921.2394279087014,37.0,
2020-04-08 03:30:00,,,,,,,20.0,20.0,35.0,
2020-04-08 03:40:00,,,,,,,19.0,21.0,37.0,
2020-04-08 03:50:00,,,,,,,20.0,21.0,36.0,
2020-04-08 04:00:00,,,,,,,19.0,22.0,38.0,
2020-04-08 04:10:00,,,,,,,21.0,21.0,37.0,
2020-04-08 04:20:00,,,,,,,21.0,21.0,35.0,
2020-04-08 04:30:00,,,,,,,20.0,20.0,36.0,
2020-04-08 04:40:00,,,,,,,22.0,19.0,35.0,
2020-04-08 04:50:00,,,,,,,21.0,19.0,35.0,
2020-04-08 05:00:00,,,,,,,20.0,20.0,36.0,
2020-04-08 05:10:00,,,,,,,20.0,24.0,35.0,
2020-04-08 05:20:00,,,,,,,21.0,22.0,35.0,
2020-04-08 05:30:00,,,,,,,20.0,21.0,36.0,
2020-04-08 05:40:00,,,,,,,20.0,21.0,36.0,
2020-04-08 05:50:00,,,,,,,20.0,21.0,35.0,
2020-04-08 06:00:00,,,,,,,21.0,21.0,34.0,
2020-04-08 06:10:00,,,,,,,19.0,21.0,35.0,48.0
2020-04-08 06:20:00,,,,,,,21.0,20.0,36.0,49.0
2020-04-08 06:30:00,,,,,,,20.0,20.0,35.0,50.0
2020-04-08 06:40:00,,,,34.0,,,19.0,19.0,37.0,
2020-04-08 06:50:00,,,,,,,20.0,20.0,36.0,
2020-04-08 07:00:00,,,,,,,20.0,18.0,37.0,
2020-04-08 07:10:00,,,,,,,22.0,,35.0,
2020-04-08 07:20:00,,,,,,,20.0,,35.0,
2020-04-08 07:30:00,,,,,,,20.0,,36.0,
2020-04-08 07:40:00,,,,,,,21.0,,36.0,
2020-04-08 07:50:00,,,,,,,22.0,,37.0,
2020-04-08 08:00:00,,,,,,,19.0,,35.0,
2020-04-08 08:10:00,,,,,,,20.0,,36.0,
2020-04-08 08:20:00,,,,,,,21.0,,112.0,
2020-04-08 08:30:00,,,,,,,20.0,,34.047063346847374,
2020-04-08 08:40:00,,,,,,,20.1146280327422,,35.34110045069668,
2020-04-08 08:50:00,,,,,,,20.18713471081009,,36.84023227384378,
2020-04-08 09:00:00,,,,,,,20.227893285880594,,36.253862624746745,
2020-04-08 09:10:00,,,,,,,20.981016240860672,,35.15702611306794,
2020-04-08 09:20:00,,,,,,,19.442587036782587,,36.08949267377693,
2020-04-08 09:30:00,,,,,,,20.331973309455076,,35.8151940851369,
2020-04-08 09:40:00,,,,,24.079020977276397,,19.05715409603473,,36.31045228586529,
2020-04-08 09:50:00,,,,,29.641662587572327,,1154.843937278406,,35.81786984860965,
2020-04-08 10:00:00,,,,,,,19.802634871734586,,29.5852736129041,
2020-04-08 10:10:00,,,,,,,19.344178754937932,,,
2020-04-08 10:20:00,,,,,,,19.6314548010429,,,
2020-04-08 10:30:00,,,,,,,19.49322240435119,,,
2020-04-08 10:40:00,,,24.99331717423355,,,,19.52421419959584,,,
2020-04-08 10:50:00,,,24.969130500364862,,,,18.923781949999448,,,
2020-04-08 11:00:00,,,,,,,19.575072757485422,,,
2020-04-08 11:10:00,,,,,,,20.095064132730887,,,
2020-04-08 11:20:00,,,,,,,20.168216865696927,,,
2020-04-08 11:30:00,,,,,,,20.186245194386466,,,
2020-04-08 11:40:00,,,,,,,22.174292488818,,,
2020-04-08 11:50:00,,,,,,,19.946742751440528,,,
2020-04-08 12:00:00,,,,,,,20.6260373358732,,,
2020-04-08 12:10:00,,,,,,,883.10106267732,,,
2020-04-08 12:20:00,,,,,,,20.116874955282487,,,
2020-04-08 12:30:00,,,,,,,20.248635102977637,,,
2020-04-08 12:40:00,,,,,,,,,,
2020-04-08 12:50:00,,,,,,,,,,
2020-04-08 13:00:00,,,,,22.2760485812828,,,,,
2020-04-08 13:10:00,,,,,28.095934302580595,,,,,
2020-04-08 13:20:00,,,,,,,,,,
2020-04-08 13:30:00,,,,,,,,,,
2020-04-08 13:40:00,,,,,,,,,,
2020-04-08 13:50:00,,,,,,,,,,
2020-04-08 14:00:00,,,,,,,,,,
2020-04-08 14:10:00,,,,,,,,,,
2020-04-08 14:20:00,,,,,,,,,,
2020-04-08 14:30:00,,,,,,,,,,
2020-04-08 14:40:00,,,,,,,,,,
2020-04-08 14:50:00,,,,,,,,,,
2020-04-08 15:00:00,,,,,,,,,,
2020-04-08 15:10:00,,,,,,,,,,
2020-04-08 15:20:00,,,,,,,,,,
2020-04-08 15:30:00,,,,,,,,,,
2020-04-08 15:40:00,,,,,26.287685094174062,,,,,
2020-04-08 15:50:00,,,,,29.760384597410948,,,,,
2020-04-08 16:00:00,,,,,,,,,35.52322005601813,
2020-04-08 16:10:00,,,,,,,,,34.95259260027943,
2020-04-08 16:20:00,,,,,27.03819175567663,,,,35.404591726448515,
2020-04-08 16:30:00,,,,,27.743479822677635,,,,35.63216259851074,
2020-04-08 16:40:00,,,,,28.321366461961574,,20.8801308071699,,40.49324526167154,
2020-04-08 16:50:00,,,,,,,409.153102700612,,35.47718337981728,
2020-04-08 17:00:00,,,,,,,20.085954623779173,,36.22996376698501,
2020-04-08 17:10:00,,,,,,,21.814320900033564,,36.922726009835735,
2020-04-08 17:20:00,,,,,,,21.56840539674344,,37.54212418457735,
2020-04-08 17:30:00,,,,,,,21.76628914557499,,36.30281858794599,
2020-04-08 17:40:00,,,,,,,21.754666931570068,,39.44385849100304,
2020-04-08 17:50:00,,,,,,,21.613109197286825,,36.01499398661648,
2020-04-08 18:00:00,,,,,,15.0,20.53541806724112,,36.36923681533201,
2020-04-08 18:10:00,,,,,,,21.42359206098979,,35.99927845296318,
2020-04-08 18:20:00,,,,,,,21.734210277641658,,40.82581837015922,
2020-04-08 18:30:00,,,,,,,21.202323364962602,,36.84256504153058,
2020-04-08 18:40:00,,,,,,,20.97811815761616,,38.589930817416466,
2020-04-08 18:50:00,,,,,,,21.34073867206986,,39.153984841145245,
2020-04-08 19:00:00,,,,,,,21.2046041409844,,35.38546203511492,
2020-04-08 19:10:00,,,,,,,22.81520326201061,,37.566618684239984,
2020-04-08 19:20:00,,,,,,,22.953727462831946,,37.654051680256345,
2020-04-08 19:30:00,,,,,,,22.46198206372963,,40.215427411850094,
2020-04-08 19:40:00,,,,,,,20.533296775813614,,38.37811951680342,
2020-04-08 19:50:00,,,,,,,23.63905090902576,,39.48019390726826,
2020-04-08 20:00:00,,,,,,,22.534810886635146,,931.8193775917996,
2020-04-08 20:10:00,,,,,,,23.45329579752039,,38.01661335617869,
2020-04-08 20:20:00,,,,,,,24.17066344338253,,38.239997532718036,
2020-04-08 20:30:00,,,,,,,22.563901541890715,,37.03440872776931,
2020-04-08 20:40:00,,,,,,,24.157240906985226,,37.34341131026764,
2020-04-08 20:50:00,,,,,,,23.579628710302586,,41.0470820075879,
2020-04-08 21:00:00,,,,,,,22.932955084166498,,38.878071147785846,
2020-04-08 21:10:00,,,,,,,23.23688945816169,,38.75822109097528,
2020-04-08 21:20:00,,,,,,,22.180530467941733,,38.0932787425974,
2020-04-08 21:30:00,,,,,,,23.69917487505894,,37.12692381904019,
2020-04-08 21:40:00,,,,,,,24.901023384747287,,37.94106018655994,
2020-04-08 21:50:00,,,,,,,22.0506114743719,,37.45446154710103,
2020-04-08 22:00:00,,,,,,,23.055247409557985,,40.18762842595935,
2020-04-08 22:10:00,,,,,,,22.49353730952795,,82.78726440571741,
2020-04-08 22:20:00,,,,,,,22.1026674460827,,36.860580351569354,
2020-04-08 22:30:00,,,,,,,24.76120352197726,,38.69023028337754,
2020-04-08 22:40:00,,,,,,,23.21479507759806,,72.73755623827861,
2020-04-08 22:50:00,,,,,,,23.6620679963658,,39.562461108030774,
2020-04-08 23:00:00,,,,,,,22.189839577552327,,38.993824781425644,
2020-04-08 23:10:00,,,,,,,23.232648843764967,,37.705981699654934,
2020-04-08 23:20:00,,,,,,,22.78159201189973,,39.998915532080225,
2020-04-08 23:30:00,,,,,,,26.6488674726097,,41.83952784612247,
2020-04-08 23:40:00,,,,,,,22.0375856448023,,37.871598040621144,
2020-04-08 23:50:00,,,,,,,23.84616585098284,,42.56587488716613,
2020-04-09 00:00:00,,,,,,,23.084247417332907,,39.45810603427819,
2020-04-09 00:10:00,,,,,,,25.09095268940923,,38.96451829530429,
2020-04-09 00:20:00,,,,,,,23.38166145248497,,38.456244758767184,
2020-04-09 00:30:00,,,,,,,22.313684830983785,,42.18140065057514,
2020-04-09 00:40:00,,,,,,,25.7073563142777,,38.98802381751056,
2020-04-09 00:50:00,,,,,,,24.776187343450236,,38.115246216729815,
2020-04-09 01:00:00,,,,,,,575.0170656249257,,39.78603446161648,
2020-04-09 01:10:00,,,,,,,24.32482383323483,,38.79598894414782,
2020-04-09 01:20:00,,,,,,,27.340566039295002,,38.83289596461251,
2020-04-09 01:30:00,,,,,,,24.95875409671064,,43.0773776478954,
2020-04-09 01:40:00,,,,,,,24.237805131714,,1056.59285846261,
2020-04-09 01:50:00,,,,,,,23.23601598626525,,40.419878808003226,
2020-04-09 02:00:00,,,,,,,23.454331746773143,,39.53462516851927,
2020-04-09 02:10:00,,,,,,,22.921388011048716,,39.35534941670644,
2020-04-09 02:20:00,,,,,,,24.493394510769075,,39.67646294022561,
2020-04-09 02:30:00,,,,,,,23.946824562375372,,38.13841307356464,
2020-04-09 02:40:00,,,,,,,21.92737274975085,,39.775492124386936,
2020-04-09 02:50:00,,,,,,,27.32659018795545,,39.14819162612969,
2020-04-09 03:00:00,,,,,,,27.674185844804445,,40.58388536812558,
2020-04-09 03:10:00,,,,,,,23.414071095829037,,38.96857462435985,
