Timestamp,mobile-3,mobile-4,mobile-50,mobile-5,mobile-38,mobile-12,mobile-2,mobile-23,mobile-1,mobile-44,mobile-9,mobile-7,mobile-46,mobile-47,mobile-16,mobile-19,mobile-37,mobile-11
2020-04-06 06:00:00,,,47.0,22.0,,,,,,,,,,,,,,42.0
2020-04-06 06:10:00,,,39.0,26.0,,,,,,,,,,,,,,42.0
2020-04-06 06:20:00,,,33.0,24.0,22.0,,,,,,,,,,,,,42.0
2020-04-06 06:30:00,,,33.0,23.0,,,,,,,,,,46.0,,,,45.0
2020-04-06 06:40:00,,,36.0,22.0,,,,,,,,,,50.0,,,,43.0
2020-04-06 06:50:00,,,38.0,24.0,,,,,,,,,,,,,,42.0
2020-04-06 07:00:00,,,31.0,18.0,,,,,,,,,,,,,,42.0
2020-04-06 07:10:00,,,37.0,,,,,,,,,,,,,,,
2020-04-06 07:20:00,,,32.0,,,,,,,,,,,,,,,
2020-04-06 07:30:00,,,33.0,,,,,,,,,,,,,,,
2020-04-06 07:40:00,,,39.0,,,,,,12.0,,,,,,,,,
2020-04-06 07:50:00,,35.00025,32.0,,,,,,31.0,,,,,,,,,
2020-04-06 08:00:00,,,31.0,,,,,,37.0,,,,,,,,,
2020-04-06 08:10:00,,,324.0,,,,,,28.0,,,,,,,,,
2020-04-06 08:20:00,,,40.0,,,,,,29.0,,,,,,,,,
2020-04-06 08:30:00,,,39.0,,,,,,32.0,,,,,,,,,
2020-04-06 08:40:00,,,38.0,,,,,,31.0,,,,,,,,,
2020-04-06 08:50:00,,,34.0,,,,,,29.0,,,,,,,,,
2020-04-06 09:00:00,,,40.0,,,,,,32.0,,,15.0,,,,,,
2020-04-06 09:10:00,,,36.0,,,,,,31.0,,,17.0,,,,,,
2020-04-06 09:20:00,,,35.0,,,,,,31.0,,,18.0,,,,,,
2020-04-06 09:30:00,,,34.0,,,,,,31.0,,,17.0,,,,,,
2020-04-06 09:40:00,,,36.0,,,,,,31.0,,,18.0,,,,,,
2020-04-06 09:50:00,,,34.0,,,,,,32.0,,,17.0,,,,,,
2020-04-06 10:00:00,,,36.0,,,,,,31.0,,,17.0,,,,,,
2020-04-06 10:10:00,,,38.0,,,,,,29.0,,,17.0,,,,,,
2020-04-06 10:20:00,,,37.0,,,,,,26.0,,,16.0,,,,,,
2020-04-06 10:30:00,,,35.0,,,,,,32.0,,,17.0,,,,,,
2020-04-06 10:40:00,,,33.0,,,,,,30.0,,,17.0,,,,,,
2020-04-06 10:50:00,,,36.0,,,,,,29.0,,,17.0,,,,,,
2020-04-06 11:00:00,,,36.0,,,,,,30.0,,,17.0,,,,,,
2020-04-06 11:10:00,,,33.0,,,,,,32.0,,,17.0,,,,,,
2020-04-06 11:20:00,,,38.0,,,,,,32.0,,,17.0,,,,,,
2020-04-06 11:30:00,,,34.0,,,,,,29.0,,,18.0,,,,,,
2020-04-06 11:40:00,,,35.0,,,,,,31.0,,,17.0,,,,,,
2020-04-06 11:50:00,,,34.0,,,,,,29.0,,,17.0,,,,,,
2020-04-06 12:00:00,,,33.0,,,,,,33.0,,,17.0,,,,,,
2020-04-06 12:10:00,,,33.0,,,,,,33.0,,,17.0,,,,,,
2020-04-06 12:20:00,40.794000000000004,,31.0,,,,,,29.0,,,16.0,,,,,,
2020-04-06 12:30:00,40.798,,34.0,,,,,,34.0,,,16.0,,,,,,
2020-04-06 12:40:00,,,34.0,,,,,,31.0,,,17.0,,,,,,
2020-04-06 12:50:00,,,36.0,,,,,,30.0,,,16.0,,,,,,
2020-04-06 13:00:00,,,35.0,,,,,,29.0,,,17.0,,,,,,
2020-04-06 13:10:00,,,34.0,,,,,,32.0,,,16.0,,,,,,
2020-04-06 13:20:00,,,36.0,,,,,,30.0,,,17.0,,,,,,
2020-04-06 13:30:00,,,33.0,,,,,,30.0,,,18.0,,,,,,
2020-04-06 13:40:00,,,39.0,,,,,,35.0,,,18.0,,,,,,
2020-04-06 13:50:00,,,46.0,,,,,,30.0,,,18.0,,,,,,
2020-04-06 14:00:00,,,34.0,,,,,,30.0,,,16.0,,,,,,
2020-04-06 14:10:00,,,35.0,,,,,,32.0,,,16.0,,,,,,
2020-04-06 14:20:00,,,36.0,,,,,,34.0,,,16.0,,,,,,
2020-04-06 14:30:00,,,34.0,,,,,,31.0,,,17.0,,,,,,
2020-04-06 14:40:00,,,35.0,,,,,,30.0,,,17.0,,,,,,
2020-04-06 14:50:00,,,39.0,,,,,,30.0,,,16.0,,,,,,
2020-04-06 15:00:00,,,34.0,,,,,,32.0,,,17.0,,,,,,
2020-04-06 15:10:00,,,43.0,,,,,,30.0,,,16.0,,,,,,
2020-04-06 15:20:00,,,34.0,,,,,,33.0,,,17.0,,,,,,
2020-04-06 15:30:00,,,38.0,,,,,,30.0,,,17.0,,,,,,
2020-04-06 15:40:00,,,37.0,,,,,,29.0,,,17.0,,,,,,
2020-04-06 15:50:00,,,34.0,,,,,,32.0,,,20.0,,,,,,
2020-04-06 16:00:00,,,33.0,,,,,,29.0,,,17.0,,,,,,
2020-04-06 16:10:00,,,715.4174067858113,,,,,,33.0,,,17.0,,,,,,
2020-04-06 16:20:00,,,38.0,,,,,,29.0,,,16.0,,,,,,
2020-04-06 16:30:00,,,33.0,,,,,,31.0,,,,,,,,,
2020-04-06 16:40:00,,,32.0,,16.0,,,,27.0,,,,,,,,,
2020-04-06 16:50:00,,,35.0,,,,,,30.0,,,,,48.0,,,,
2020-04-06 17:00:00,,,36.0,,,,,,27.0,,,,,47.0,,,,40.0
2020-04-06 17:10:00,29.791,,33.0,,,,,,,,,,,,,,,42.0
2020-04-06 17:20:00,35.79,,41.0,,,,,,,,,,,,,,,45.0
2020-04-06 17:30:00,,,34.0,,,,,,,,,,,,,,,43.0
2020-04-06 17:40:00,,,33.0,,,,,,,,,,,,,,,44.0
2020-04-06 17:50:00,,,33.0,,,,,,,,,,,,,,,46.0
2020-04-06 18:00:00,,,36.0,,,,,,,,,,,,,,,46.0
2020-04-06 18:10:00,,,33.0,,,,,,,,,,,,,,,44.0
2020-04-06 18:20:00,,,35.0,,,,,,,,,,,,,,,44.0
2020-04-06 18:30:00,,,38.0,,,,,,,,,,,,,,,41.0
2020-04-06 18:40:00,,,39.0,,,,,,,,,,,,,,,42.0
2020-04-06 18:50:00,,,39.0,,,,,,,,,,,,,,,42.0
2020-04-06 19:00:00,,,34.0,,,,,,,,,,,,,,,46.0
2020-04-06 19:10:00,,,433.972190089642,,,,,,,,,,,,,,,42.0
2020-04-06 19:20:00,,,33.0,,,,,,,,,,,,,,,44.0
2020-04-06 19:30:00,,,35.0,,,,,,,,,,,,,,,43.0
2020-04-06 19:40:00,,,34.0,,,,,,,,,,,,,,,45.0
2020-04-06 19:50:00,,,34.0,,,,,,,,,,,,,,,42.0
2020-04-06 20:00:00,,,33.0,,,,,,,,,,,,,,,42.0
2020-04-06 20:10:00,,,37.0,,,,,,,,,,,,,,,41.0
2020-04-06 20:20:00,,,32.0,,,,,,,,,,,,,,,40.0
2020-04-06 20:30:00,,,34.0,,,,,,,,,,,,,,,43.0
2020-04-06 20:40:00,,,36.0,,,,,,,,,,,,,,,41.0
2020-04-06 20:50:00,,,35.0,,,,,,,,,,,,,,,44.0
2020-04-06 21:00:00,,,39.0,,,,,,,,,,,,,,,44.0
2020-04-06 21:10:00,,,35.0,,,,,,,,,,,,,,,44.0
2020-04-06 21:20:00,,,37.0,,,,,,,,,,,,,,,44.0
2020-04-06 21:30:00,,,33.0,,,,,,,,,,,,,,,43.0
2020-04-06 21:40:00,,,35.0,,,,,,,,,,,,,,,43.0
2020-04-06 21:50:00,,,34.0,,,,,,,,,,,,,,,43.0
2020-04-06 22:00:00,,,34.0,,,,,,,,,,,,,,,45.0
2020-04-06 22:10:00,,,37.0,,,,,,,,,,,,,,,41.0
2020-04-06 22:20:00,,,32.0,,,,,,,,,,,,,,,44.0
2020-04-06 22:30:00,,,35.0,,,,,,,,,,,,,,,43.0
2020-04-06 22:40:00,,,37.0,,,,,,,,,,,,,,,42.0
2020-04-06 22:50:00,,,36.0,,,,,,,,,,,,,,,44.0
2020-04-06 23:00:00,,,34.0,,,,,,,,,,,,,,,43.0
2020-04-06 23:10:00,,,33.0,,,,,,,,,,,,,,,44.0
2020-04-06 23:20:00,,,33.0,,,,,,,,,,,,,,,46.0
2020-04-06 23:30:00,,,34.0,,,,,,,,,,,,,,,44.0
2020-04-06 23:40:00,,,35.0,,,,,,,,,,,,,,,45.0
2020-04-06 23:50:00,,,34.0,,,,,,,,,,,,,,,43.0
2020-04-07 00:00:00,,,35.0,,,,,,,,,,,,,,,45.0
2020-04-07 00:10:00,,,33.0,,,,,,,,,,,,,,,46.0
2020-04-07 00:20:00,,,35.0,,,,,,,,,,,,,,,42.0
2020-04-07 00:30:00,,,33.0,,,,,,,,,,,,,,,44.0
2020-04-07 00:40:00,,,38.0,,,,,,,,,,,,,,,41.0
2020-04-07 00:50:00,,,35.0,,,,,,,,,,,,,,,43.0
2020-04-07 01:00:00,,,32.0,,,,,,,,,,,,,,,45.0
2020-04-07 01:10:00,,,33.0,,,,,,,,,,,,,,,42.0
2020-04-07 01:20:00,,,41.0,,,,,,,,,,,,,,,42.0
2020-04-07 01:30:00,,,35.0,,,,,,,,,,,,,,,43.0
2020-04-07 01:40:00,,,35.0,,,,,,,,,,,,,,,43.0
2020-04-07 01:50:00,,,36.0,,,,,,,,,,,,,,,43.0
2020-04-07 02:00:00,,,32.0,,,,,,,,,,,,,,,45.0
2020-04-07 02:10:00,,,33.0,,,,,,,,,,,,,,,44.0
2020-04-07 02:20:00,,,35.0,,,,,,,,,,,,,,,42.0
2020-04-07 02:30:00,,,33.0,,,,,,,,,,,,,,,44.0
2020-04-07 02:40:00,,,34.0,,,,,,,,,,,,,,,43.0
2020-04-07 02:50:00,,,33.0,,,,,,,,,,,,,,,43.0
2020-04-07 03:00:00,,,35.0,,,,,,,,,,,,,,,42.0
2020-04-07 03:10:00,,,34.0,,,,,,,,,,,,,,,42.0
2020-04-07 03:20:00,,,38.0,,,,,,,,,,,,,,,42.0
2020-04-07 03:30:00,,,34.0,,,,,,,,,,,,,,,43.0
2020-04-07 03:40:00,,,35.0,,,,,,,,,,,,,,,42.0
2020-04-07 03:50:00,,,35.0,,,,,,,,,,,,,,,42.0
2020-04-07 04:00:00,,,36.0,,,,,,,,,,,,,,,43.0
2020-04-07 04:10:00,,,37.0,,,,,,,,,,,,,,,43.0
2020-04-07 04:20:00,,,34.0,,,,,,,,,,,,,,,43.0
2020-04-07 04:30:00,,,36.0,,,,,,,,,,,,,,,44.0
2020-04-07 04:40:00,,,39.0,,,,,,,,,,,,,,,41.0
2020-04-07 04:50:00,,,36.0,,,,,,,,,,,,,,,42.0
2020-04-07 05:00:00,,,31.0,,,,,,,,,,,,,,,42.0
2020-04-07 05:10:00,,,38.0,,,,,,,,,,,,,,,43.0
2020-04-07 05:20:00,,,35.0,,,,,,,,,,,,,,,44.0
2020-04-07 05:30:00,,,31.0,,,,,,,,,,,,,,,42.0
2020-04-07 05:40:00,,,34.0,,,,,,,,,,,,,,,42.0
2020-04-07 05:50:00,,,36.0,,,,,,,,,,,,,,,47.0
2020-04-07 06:00:00,,,34.0,,,,,,,,,,,,,,,43.0
2020-04-07 06:10:00,,,35.0,,,,,,,,,,,,,,,43.0
2020-04-07 06:20:00,,,32.0,,,,,,,,,,,,,,,43.0
2020-04-07 06:30:00,,,37.0,,,,,,27.0,,,,,,,,,44.0
2020-04-07 06:40:00,,,31.0,,,,,,29.0,,,,,,50.0,,,42.0
2020-04-07 06:50:00,,,34.0,,,,11.0,,31.0,,,,,,45.0,,,44.0
2020-04-07 07:00:00,,,37.0,,,,17.0,,29.0,,,,,,43.0,,,42.0
2020-04-07 07:10:00,,,33.0,,,,16.0,,33.0,,,,,,,,,43.0
2020-04-07 07:20:00,,,35.0,,,,,,28.0,,,,,45.0,,,,43.0
2020-04-07 07:30:00,,46.95235,36.0,,,,,,37.0,,,,,49.0,,,,43.0
2020-04-07 07:40:00,,,32.0,,,,,,30.0,,,,,,,,,45.0
2020-04-07 07:50:00,39.208,,35.0,,,,,,27.0,,,,,,,,,45.0
2020-04-07 08:00:00,42.104,,39.0,,,,,,33.0,,,,,,,,,43.0
2020-04-07 08:10:00,41.099,,38.0,,,,,,33.0,,,,,,,,,44.0
2020-04-07 08:20:00,,,34.0,,,,,,31.0,,,,,,,,,44.0
2020-04-07 08:30:00,,,39.0,,,,,,29.0,,,,,,,,,42.0
2020-04-07 08:40:00,,,34.0,,,,,,28.0,,,,,,,,,43.0
2020-04-07 08:50:00,,,31.0,,,,,,33.0,,,,,,,,,43.0
2020-04-07 09:00:00,,,36.0,,,,,,35.0,,,,,,,,,42.0
2020-04-07 09:10:00,,,34.0,,,,,,32.0,,,,,,,,,42.0
2020-04-07 09:20:00,,,36.0,,,,,,28.0,,,,,,,,,43.0
2020-04-07 09:30:00,,,37.0,,,,,,33.0,,,,,,,,,41.0
2020-04-07 09:40:00,,,33.0,,,,,,30.0,,,,,,,,,41.0
2020-04-07 09:50:00,,,34.0,,,,,,37.0,,,,,,,,,42.0
2020-04-07 10:00:00,,,37.0,,,,,,30.0,,,,,,,,,43.0
2020-04-07 10:10:00,,,37.0,,,,,,31.0,,,,,,,,,42.0
2020-04-07 10:20:00,,,35.0,,,,,,28.0,,,,,,,,,41.0
2020-04-07 10:30:00,,,35.0,,,,,,30.0,,,,,,,,,42.0
2020-04-07 10:40:00,,,40.0,,,,,,37.0,,,,,,,,,41.0
2020-04-07 10:50:00,,,31.0,,,,,,30.0,,,,,,,,,45.0
2020-04-07 11:00:00,,,34.0,,,,,,28.0,,,,,,,,,43.0
2020-04-07 11:10:00,,,34.0,,,,,,27.0,,,,,,,,,41.0
2020-04-07 11:20:00,,,39.0,,,,,,33.0,,,,,,,,,43.0
2020-04-07 11:30:00,,,40.0,,,,,,28.0,,,,,,,,,46.0
2020-04-07 11:40:00,,,33.0,,,,,,30.0,,,,,,,,,42.0
2020-04-07 11:50:00,,,36.0,,,19.0,,,32.0,,,,,,45.0,,,42.0
2020-04-07 12:00:00,,,35.0,,,23.0,,,29.0,,,,,,,,,44.0
2020-04-07 12:10:00,,,39.0,,,,,,29.0,,,,,,,48.0,,41.0
2020-04-07 12:20:00,,,36.0,,,,,,29.0,,,,,,,44.0,,43.0
2020-04-07 12:30:00,,,35.0,,,,,,31.0,,,,,,,,,43.0
2020-04-07 12:40:00,,,38.0,,,,18.0,,29.0,,,,,,,,,37.0
2020-04-07 12:50:00,,,36.0,,,,,,30.0,,,,,,,,,
2020-04-07 13:00:00,,,32.0,,,,,,94.28125480043171,,,,,,,,,
2020-04-07 13:10:00,,,34.0,,,,,,33.0,,,,,,,,,
2020-04-07 13:20:00,,,35.0,,,,,,29.0,,,,,,,,,
2020-04-07 13:30:00,,,35.0,,,,,,29.0,,,,,,,,,
2020-04-07 13:40:00,,,36.0,,,,,,30.0,,,15.0,,,,,,
2020-04-07 13:50:00,,,34.0,,,,,,30.0,,,17.0,,,,,,
2020-04-07 14:00:00,,,36.0,,,,,,27.0,,,17.0,,,,,,
2020-04-07 14:10:00,,,33.0,,,,,,32.0,,,17.0,,,,,,
2020-04-07 14:20:00,,,35.0,,,,,,30.0,,,17.0,,,,,,
2020-04-07 14:30:00,,,34.0,,,,,,31.0,,,16.0,,,,,,
2020-04-07 14:40:00,,,36.0,,,,,,30.0,,,17.0,,,,,,
2020-04-07 14:50:00,,,32.0,,,,,,31.0,,,17.0,,,44.0,,,
2020-04-07 15:00:00,,,41.0,,,,,,29.0,,,16.0,,,46.0,,,
2020-04-07 15:10:00,,,34.0,,,,,,34.0,,,18.0,,,,,,
2020-04-07 15:20:00,,,31.0,,,,,,29.0,,,16.0,,,,,,
2020-04-07 15:30:00,,,37.0,,,,,,35.0,,,17.0,,,,,,
2020-04-07 15:40:00,,,1136.4424118373481,,,,,,30.0,,,17.0,,,,,,
2020-04-07 15:50:00,,,34.0,,,,,,29.0,,,16.0,,,,,,
2020-04-07 16:00:00,,,32.0,,,,,,31.0,,,17.0,,,,,,
2020-04-07 16:10:00,,,36.0,,,,,,30.0,,,16.0,,47.0,45.0,,,
2020-04-07 16:20:00,,,36.0,,20.0,,,,31.0,,,17.0,,,47.0,,,43.0
2020-04-07 16:30:00,,,37.0,,,,,,31.0,,,,,,43.0,,,42.0
2020-04-07 16:40:00,,,33.0,,,,,,32.0,,,,,,,,,41.0
2020-04-07 16:50:00,,,35.0,,,,,,26.0,,,,,,,,,43.0
2020-04-07 17:00:00,,,34.0,,,,,,,,,,,,,,,43.0
2020-04-07 17:10:00,,,31.0,,,,,,,,,,,,,,,42.0
2020-04-07 17:20:00,36.015,,41.0,,,,,,,,,,,,,,,42.0
2020-04-07 17:30:00,,,35.0,,,,,,,,,,,,,,,43.0
2020-04-07 17:40:00,,,34.0,,,,,,,,,,,,,,,42.0
2020-04-07 17:50:00,,,1122.0705355771975,,,,,,,,,,,,,,,42.0
2020-04-07 18:00:00,,,33.0,,,,,,,,,,,,,,,42.0
2020-04-07 18:10:00,,,33.0,,,,,,,,,,,,,,,42.0
2020-04-07 18:20:00,,,31.0,,,,,,,,,,,,,,,45.0
2020-04-07 18:30:00,,,35.0,,,,,,,,,,,,,,,43.0
2020-04-07 18:40:00,,,36.0,,,,,,,,,,,,,,,43.0
2020-04-07 18:50:00,,,38.0,,,,,,,,,,,,,,,42.0
2020-04-07 19:00:00,,,35.0,,,,,,,,,,,,,,,43.0
2020-04-07 19:10:00,,,36.0,,,,,,,,,,,,,,,42.0
2020-04-07 19:20:00,,,38.0,,,,,,,,,,,,,,,43.0
2020-04-07 19:30:00,,,34.0,,,,,,,,,,,,,,,44.0
2020-04-07 19:40:00,,,35.0,,,,,,,,,,,,,,,43.0
2020-04-07 19:50:00,,,34.0,,,,,,,,,,,,,,,44.0
2020-04-07 20:00:00,,,37.0,,,,,,,,,,,,,,,45.0
2020-04-07 20:10:00,,,37.0,,,,,,,,,,,,,,,43.0
2020-04-07 20:20:00,,,36.0,,,,,,,,,,,,,,,46.0
2020-04-07 20:30:00,,,35.0,,,,,,,,,,,,,,,44.0
2020-04-07 20:40:00,,,34.0,,,,,,,,,,,,,,,44.0
2020-04-07 20:50:00,,,32.0,23.0,,,,,,,,,,,,,,46.0
2020-04-07 21:00:00,,,35.0,27.0,,,,,,,,,,,,,,45.0
2020-04-07 21:10:00,,,32.0,24.0,,,,,,,,,,,,,,45.0
2020-04-07 21:20:00,,,38.0,26.0,,,,,,,,,,,,,,47.0
2020-04-07 21:30:00,,,35.0,24.0,,,,,,,,,,,,,,42.0
2020-04-07 21:40:00,,,34.0,26.0,,,,,,,,,,,,,,44.0
2020-04-07 21:50:00,,,37.0,25.0,,,,,,,,,,,,,,43.0
2020-04-07 22:00:00,,,36.0,23.0,,,,,,,,,,,,,,44.0
2020-04-07 22:10:00,,,34.0,25.0,,,,,,,,,,,,,,43.0
2020-04-07 22:20:00,,,33.0,27.0,,,,,,,,,,,,,,43.0
2020-04-07 22:30:00,,,37.0,26.0,,,,,,,,,,,,,,41.0
2020-04-07 22:40:00,,,36.0,24.0,,,,,,,,,,,,,,42.0
2020-04-07 22:50:00,,,33.0,27.0,,,,,,,,,,,,,,41.0
2020-04-07 23:00:00,,,33.0,24.0,,,,,,,,,,,,,,42.0
2020-04-07 23:10:00,,,33.0,24.0,,,,,,,,,,,,,,43.0
2020-04-07 23:20:00,,,34.0,26.0,,,,,,,,,,,,,,42.0
2020-04-07 23:30:00,,,33.0,22.0,,,,,,,,,,,,,,42.0
2020-04-07 23:40:00,,,31.0,22.0,,,,,,,,,,,,,,45.0
2020-04-07 23:50:00,,,35.0,24.0,,,,,,,,,,,,,,41.0
2020-04-08 00:00:00,,,39.0,25.0,,,,,,,,,,,,,,46.0
2020-04-08 00:10:00,,,37.0,24.0,,,,,,,,,,,,,,45.0
2020-04-08 00:20:00,,,36.0,24.0,,,,,,,,,,,,,,44.0
2020-04-08 00:30:00,,,35.0,25.0,,,,,,,,,,,,,,44.0
2020-04-08 00:40:00,,,33.0,24.0,,,,,,,,,,,,,,43.0
2020-04-08 00:50:00,,,38.0,24.0,,,,,,,,,,,,,,43.0
2020-04-08 01:00:00,,,33.0,23.0,,,,,,,,,,,,,,43.0
2020-04-08 01:10:00,,,35.0,23.0,,,,,,,,,,,,,,43.0
2020-04-08 01:20:00,,,35.0,22.0,,,,,,,,,,,,,,43.0
2020-04-08 01:30:00,,,36.0,21.0,,,,,,,,,,,,,,44.0
2020-04-08 01:40:00,,,39.0,22.0,,,,,,,,,,,,,,42.0
2020-04-08 01:50:00,,,32.0,23.0,,,,,,,,,,,,,,42.0
2020-04-08 02:00:00,,,34.0,23.0,,,,,,,,,,,,,,43.0
2020-04-08 02:10:00,,,40.0,24.0,,,,,,,,,,,,,,43.0
2020-04-08 02:20:00,,,33.0,24.0,,,,,,,,,,,,,,42.0
2020-04-08 02:30:00,,,35.0,22.0,,,,,,,,,,,,,,43.0
2020-04-08 02:40:00,,,33.0,24.0,,,,,,,,,,,,,,41.0
2020-04-08 02:50:00,,,35.0,25.0,,,,,,,,,,,,,,44.0
2020-04-08 03:00:00,,,714.4517025400054,23.0,,,,,,,,,,,,,,42.0
2020-04-08 03:10:00,,,36.0,24.0,,,,,,,,,,,,,,43.0
2020-04-08 03:20:00,,,35.0,23.0,,,,,,,,,,,,,,42.0
2020-04-08 03:30:00,,,33.0,22.0,,,,,,,,,,,,,,43.0
2020-04-08 03:40:00,,,38.0,26.0,,,,,,,,,,,,,,41.0
2020-04-08 03:50:00,,,33.0,24.0,,,,,,,,,,,,,,46.0
2020-04-08 04:00:00,,,34.0,24.0,,,,,,,,,,,,,,42.0
2020-04-08 04:10:00,,,35.0,24.0,,,,,,,,,,,,,,41.0
2020-04-08 04:20:00,,,33.0,26.0,,,,,,,,,,,,,,43.0
2020-04-08 04:30:00,,,38.0,23.0,,,,,,,,,,,,,,43.0
2020-04-08 04:40:00,,,33.0,27.0,,,,,,,,,,,,,,44.0
2020-04-08 04:50:00,,,38.0,27.0,,,,,,,,,,,,,,44.0
2020-04-08 05:00:00,,,34.0,23.0,,,,,,,,,,,,,,42.0
2020-04-08 05:10:00,,,35.0,619.5613279407332,,,,,,,,,,,,,,43.0
2020-04-08 05:20:00,,,38.0,25.0,,,,,,,,,,,,,,43.0
2020-04-08 05:30:00,,,32.0,28.0,,,,,,,,,,,,,,44.0
2020-04-08 05:40:00,,,35.0,22.0,,,,,,,,,,,,,,529.7269970431701
2020-04-08 05:50:00,,,35.0,27.0,,,,,,,,,,,,,,44.0
2020-04-08 06:00:00,,,38.0,28.0,,,,,,,,,,,,,,43.0
2020-04-08 06:10:00,,,38.0,28.0,,,,,,,,,,,,,,42.0
2020-04-08 06:20:00,,,36.0,25.0,,,,,,,,,,,,,,42.0
2020-04-08 06:30:00,,,35.0,22.0,,,,,,,,,,,,,,44.0
2020-04-08 06:40:00,,,36.0,24.0,,,,,,,,,,47.0,,,,43.0
2020-04-08 06:50:00,,,33.0,26.0,,19.0,,,,,,,,1140.1778470593486,,,,42.0
2020-04-08 07:00:00,,,39.0,23.0,,,,,,,,,,,,,,44.0
2020-04-08 07:10:00,,44.9426,34.0,23.0,,,,,,,,,,,,,,41.0
2020-04-08 07:20:00,,46.9447,38.0,,,,,,,,,,,,,,,41.0
2020-04-08 07:30:00,,,37.0,,,,,,,,,,,,,,,42.0
2020-04-08 07:40:00,,,34.0,,,,,,32.0,,,,,,,,,934.1074141602928
2020-04-08 07:50:00,,,35.0,,,,,,29.0,,,,,,,,,43.0
2020-04-08 08:00:00,46.999,,37.0,,,,,,32.0,,,,,,,,,44.0
2020-04-08 08:10:00,50.892,,36.0,,,,,,31.0,,,,,,,,,44.0
2020-04-08 08:20:00,41.827,,34.0,,,,,,28.0,,,,,,,,,42.0
2020-04-08 08:30:00,,,32.0,,,,,,32.0,,,,,,,,,43.0
2020-04-08 08:40:00,,,36.370099888444635,,,,,,29.023415529149784,,,,,,,,,43.88034796105668
2020-04-08 08:50:00,,,36.78499294936656,,,,,,762.2573640336151,,,,,,,,,43.973681479376886
2020-04-08 09:00:00,,,36.071595024588966,,,,,,29.201471411344727,,,,,,,,,46.04703650365862
2020-04-08 09:10:00,,,35.57722335562197,,,,,,29.826481211368264,,,,,,,,,42.75627824768427
2020-04-08 09:20:00,,,36.373983965364545,,,,,,28.49759441847666,,,,,,,,,44.06536975810351
2020-04-08 09:30:00,,,33.1804466267177,,,,,,31.804077792335143,,,,,,,,,44.74792905210914
