Timestamp,mobile-40,mobile-41,mobile-39,mobile-17,mobile-25,mobile-47,mobile-6,mobile-36,mobile-15,mobile-4,mobile-35,mobile-2,mobile-24,mobile-19,mobile-20,mobile-27,mobile-43,mobile-9,mobile-23,mobile-42,mobile-31,mobile-44,mobile-16,mobile-12,mobile-8,mobile-7
2020-04-07 20:40:00,,,,,,,,,,,,,,,,,,,,50.0,44.0,47.0,,,,
2020-04-07 20:50:00,,,,,,,,,,,,,,,,,,,,51.0,45.0,47.0,,,,
2020-04-07 21:00:00,,,,,,,,,,,,,,,,,,,,47.0,45.0,45.0,,,,
2020-04-07 21:10:00,,,,,,,,,,,,,,,,,,,,49.0,42.0,47.0,,,,
2020-04-07 21:20:00,,,,,,,,,,,,,,,,,,,,48.0,41.0,45.0,,,,
2020-04-07 21:30:00,,,,,,,,,,,,,,,,,,,,48.0,44.0,47.0,,,,
2020-04-07 21:40:00,,,,,,,,,,,,,,,,,,,,47.0,48.0,48.0,,,,
2020-04-07 21:50:00,,,,,,,,,,,,,,,,,,,,50.0,45.0,49.0,,,,
2020-04-07 22:00:00,,,,,,,,,,,,,,,,,,,,49.0,42.0,43.0,,,,
2020-04-07 22:10:00,,,,,,,,,,,,,,,,,,,,49.0,43.0,43.0,,,,
2020-04-07 22:20:00,,,,,,,,,,,,,,,,,,,,48.0,44.0,44.0,,,,
2020-04-07 22:30:00,,,,,,,,,,,,,,,,,,,,47.0,43.0,44.0,,,,
2020-04-07 22:40:00,,,,,,,,,,,,,,,,,,,,47.0,44.0,43.0,,,,
2020-04-07 22:50:00,,,,,,,,,,,,,,,,,,,,48.0,43.0,44.0,,,,
2020-04-07 23:00:00,,,,,,,,,,,,,,,,,,,,47.0,42.0,45.0,,,,
2020-04-07 23:10:00,,,,,,,,,,,,,,,,,,,,49.0,42.0,49.0,,,,
2020-04-07 23:20:00,,,,,,,,,,,,,,,,,,,,47.0,41.0,50.0,,,,
2020-04-07 23:30:00,,,,,,,,,,,,,,,,,,,,49.0,38.0,49.0,,,,
2020-04-07 23:40:00,,,,,,,,,,,,,,,,,,,,49.0,43.0,45.0,,,,
2020-04-07 23:50:00,,,,,,,,,,,,,,,,,,,,49.0,42.0,46.0,,,,
2020-04-08 00:00:00,,,,,,,,,,,,,,,,,,,,49.0,44.0,41.0,,,,
2020-04-08 00:10:00,,,,,,,,,,,,,,,,,,,,48.0,42.0,42.0,,,,
2020-04-08 00:20:00,,,,,,,,,,,,,,,,,,,,51.0,47.0,46.0,,,,
2020-04-08 00:30:00,,,,,,,,,,,,,,,,,,,,50.0,43.0,47.0,,,,
2020-04-08 00:40:00,,,,,,,,,,,,,,,,,,,,48.0,44.0,56.0,,,,
2020-04-08 00:50:00,,,,,,,,,,,,,,,,,,,,47.0,49.0,60.0,,,,
2020-04-08 01:00:00,,,,,,,,,,,,,,,,,,,,49.0,356.55266718799874,50.0,,,,
2020-04-08 01:10:00,,,,,,,,,,,,,,,,,,,,48.0,46.0,49.0,,,,
2020-04-08 01:20:00,,,,,,,,,,,,,,,,,,,,51.0,46.0,40.0,,,,
2020-04-08 01:30:00,,,,,,,,,,,,,,,,,,,,51.0,44.0,47.0,,,,
2020-04-08 01:40:00,,,,,,,,,,,,,,,,,,,,48.0,44.0,45.0,,,,
2020-04-08 01:50:00,,,,,,,,,,,,,,,,,,,,50.0,43.0,47.0,,,,
2020-04-08 02:00:00,,,,,,,,,,,,,,,,,,,,47.0,40.0,45.0,,,,
2020-04-08 02:10:00,,,,,,,,,,,,,,,,,,,,47.0,42.0,46.0,,,,
2020-04-08 02:20:00,,,,,,,,,,,,,,,,,,,,47.0,45.0,50.0,,,,
2020-04-08 02:30:00,,,,,,,,,,,,,,,,,,,,50.0,42.0,47.0,,,,
2020-04-08 02:40:00,,,,,,,,,,,,,,,,,,,,49.0,43.0,47.0,,,,
2020-04-08 02:50:00,,,,,,,,,,,,,,,,,,,,48.0,43.0,45.0,,,,
2020-04-08 03:00:00,,,,,,,,,,,,,,,,,,,,48.0,44.0,42.0,,,,
2020-04-08 03:10:00,,,,,,,,,,,,,,,,,,,,47.0,42.0,44.0,,,,
2020-04-08 03:20:00,,,,,,,,,,,,,,,,,,,,48.0,38.0,43.0,,,,
2020-04-08 03:30:00,,,,,,,,,,,,,,,,,,,,47.0,45.0,42.0,,,,
2020-04-08 03:40:00,,,,,,,,,,,,,,,,,,,,48.0,44.0,37.0,,,,
2020-04-08 03:50:00,,,,,,,,,,,,,,,,,,,,48.0,42.0,42.0,,,,
2020-04-08 04:00:00,,,,,,,,,,,,,,,,,,,,48.0,43.0,41.0,,,,
2020-04-08 04:10:00,,,,,,,,,,,,,,,,,,,,48.0,42.0,40.0,,,,
2020-04-08 04:20:00,,,,,,,,,,,,,,,,,,,,49.0,42.0,44.0,,,,
2020-04-08 04:30:00,,,,,,,,,,,,,,,,,,,,48.0,41.0,47.0,,,,
2020-04-08 04:40:00,,,,,,,,,,,,,,,,,,,,51.0,41.0,47.0,,,,
2020-04-08 04:50:00,,,,,,,,,,,,,,,,,,,,50.0,37.0,48.0,,,,
2020-04-08 05:00:00,,,,,,,,,,,,,,,,,,,,57.0,42.0,51.0,,,,
2020-04-08 05:10:00,,,,,,,,,,,,,,,,,,,,52.0,44.0,47.0,,,,
2020-04-08 05:20:00,,,,,,,,,,,,,,,,,,,,51.0,43.0,46.0,,,,
2020-04-08 05:30:00,,,,,,,,,,,,,,,,,,,,48.0,49.0,46.0,,,,
2020-04-08 05:40:00,,,,,,,,,,,,,,,,,,,,48.0,44.0,45.0,,,,
2020-04-08 05:50:00,,,,,,,,,,,,,,,,,,,,46.0,46.0,41.0,,,,
2020-04-08 06:00:00,,,,,,,,,,,,,,,,,,,,458.49359188133707,43.0,40.0,,,,
2020-04-08 06:10:00,,,,,,,,,,,,,,,,,,,,47.0,43.0,41.0,,,,
2020-04-08 06:20:00,,,,,,,,,,,,,,,,,,,,51.0,43.0,43.0,,,,
2020-04-08 06:30:00,,,,,,,,,,,,,,,,,,,,49.0,40.0,41.0,,,,
2020-04-08 06:40:00,,,,,,,,,,,,,,,,,,,,47.0,47.0,44.0,,,,
2020-04-08 06:50:00,,,,,,,,,,,,,,,,,,,,47.0,47.0,,,,,
2020-04-08 07:00:00,,,,,,,,,,,,,,,,,,,,53.0,47.0,,,,,
2020-04-08 07:10:00,,,,,,14.0,,,,,,,,,,,,,,53.0,44.0,,,,,
2020-04-08 07:20:00,,23.0,24.0,,,,,,,46.0,,,,,,,,,,51.0,45.0,,,,,
2020-04-08 07:30:00,45.0252,23.0,,,,,,,,,,,,,,,,,,47.0,43.0,,,,,
2020-04-08 07:40:00,47.0392,,,,,,,,,,,,,,,,,,48.0,50.0,42.0,,,,,
2020-04-08 07:50:00,47.09275,,,,,,,,,,,,,,,,,,,49.0,43.0,,,,,
2020-04-08 08:00:00,48.13265,,,,,,,,,,,,,,,,,,,52.0,44.0,,,,,
2020-04-08 08:10:00,52.161,,,,,,,23.0,,,,,,,,,,,,51.0,40.0,,,,,
2020-04-08 08:20:00,48.2226,,,,,,,23.0,,,,,,,,36.8,,,,47.0,44.0,,,,,
2020-04-08 08:30:00,46.09158509045857,,,,,,,,,,,,,,,35.98817075025515,,,,48.0,45.0,,,,,
2020-04-08 08:40:00,47.38396213453936,,,,,,,,,,,,,,,36.29369745981574,,,,47.2683385965601,46.073198515937975,,,,,
2020-04-08 08:50:00,50.24094201922409,,,,,,,,,,,,,,,,,,,927.6700537480368,41.99483747630824,,,,,
2020-04-08 09:00:00,50.20265777260436,,,,,,,,,,,,,,,,,,,49.23677286356928,42.410417932433376,,,,,
2020-04-08 09:10:00,48.45248088569635,,,,,,,,,,,,,,,,,,,47.25339780581108,45.9915583136753,,,,,
2020-04-08 09:20:00,48.11074964427254,,,,,,,,,,,,,,,,,,,50.12464669606072,266.8215231112323,,,,,
2020-04-08 09:30:00,51.05934058851752,,,,,,,,,,,,,,,,,,,50.26073381891076,45.82646767711352,,,,,
2020-04-08 09:40:00,48.2314081281729,,,,,,,,,,,,,,,,,,,49.55923299525581,45.9987363058376,,,,,
2020-04-08 09:50:00,50.60774449575764,,,,,,,,,,,,,,,,,,,48.9351053069497,45.4183901090269,,,,,
2020-04-08 10:00:00,49.51978477059576,,,,,,,,,,,,,,,,,,,777.7961849667778,43.974258281640815,,,,,
2020-04-08 10:10:00,45.93530205238583,,,,,,,,,,,,,,,,,,,341.52961028237,40.172677722530175,,,,,
2020-04-08 10:20:00,,,,,,,,,,,,,,,,,,,,49.305188836920706,44.28390664300365,,,,,
2020-04-08 10:30:00,,,,,,,,,,,,,,,,,,,,525.3807374099919,43.11186037618314,,,,,
2020-04-08 10:40:00,,,,,,,,,,,,,,,,,,,,46.08116275382294,43.17718045957053,,,,,
2020-04-08 10:50:00,,,,,,,,,,,,,,,,,,,,49.5035751789736,44.5528964917856,,,,,
2020-04-08 11:00:00,,,,,,,,,,,,,,,,,,,,48.38450999807034,41.75860147330518,,,,,
2020-04-08 11:10:00,,,,,,,,,,,,,,,,,,,,46.94780850199236,41.090306956278866,,,,,
2020-04-08 11:20:00,,,,,,,,,,,,,,,,,,,,49.91143587365621,39.771157094315576,,,,,
2020-04-08 11:30:00,,,,,,,,,,,,,,,,,,,,48.63148897477496,45.03997794359663,,,,,
2020-04-08 11:40:00,,,,,,,,,,,,,,,,,,,,46.997295910180846,44.239761304615115,,,,,
2020-04-08 11:50:00,,,,,,,,,,,,,,,,,,,,47.52038855400056,43.19254852139742,,,,,
2020-04-08 12:00:00,,,,,,,,,,,,,,,,,,,,45.460897543354925,46.177516132667066,,,,,
2020-04-08 12:10:00,,,,,,,,,,,,,,,,,,,,,51.42767595194376,,,,,
2020-04-08 12:20:00,,,,,,13.298179444001287,,,,,,,,,,,,,,,49.24476235656453,,,,,
2020-04-08 12:30:00,,,,,,18.777230122669614,,,,,,,,,,,,,,,49.44857592128438,,,,,
2020-04-08 12:40:00,,,,,,,,,,,,,,,,,,,,,47.57760731315207,,,,,
2020-04-08 12:50:00,,,,,,,,,,,,,,,,,,,,,44.19998910432346,,,,,
2020-04-08 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08 13:10:00,,,,,,,,,,,,,,,,,,32.0,,,,,,,,
2020-04-08 13:20:00,,,,,,,,,,,,,,,,,,32.0,,,,,,,,
2020-04-08 13:30:00,,,,,,,,,,,,,,,,,,32.0,,,,,,,,
2020-04-08 13:40:00,,,,,,,,,,,,,,,,,,32.0,,,,,,,,
2020-04-08 13:50:00,,,,,,,,,,,,,,,,,,32.0,,,,,,,,
2020-04-08 14:00:00,,,,,,,,,,,,,15.0,,35.663515022495744,,,32.0,,,,,,,,
2020-04-08 14:10:00,,,,,,,,,,,,,15.0,,35.20008769623556,,,32.0,,,,,,,,
2020-04-08 14:20:00,,,,,,,,,,,,,,,34.753900691066896,,,32.0,,,,,,,,
2020-04-08 14:30:00,,,,,,,,,,,,,,,34.603131618930156,,,32.0,,,,,,,,
2020-04-08 14:40:00,,,,,,,,,,,,,,,34.336003178068204,,,32.0,,,,,,,,
2020-04-08 14:50:00,,,,,,,,,,,,,,,38.07083278564305,,,32.0,,,,,,,,
2020-04-08 15:00:00,,,,,,,,,,,,,,,37.810312987555115,,,32.0,,,,,,,,
2020-04-08 15:10:00,,,,,,,,,,,,,,,35.43592830678313,,,32.0,,,,,,,,
2020-04-08 15:20:00,,,,,,,,,,,,,,,36.74613008967657,,,32.0,,,,,,,,
2020-04-08 15:30:00,,,,,,,,,,,,,,,34.0221174631902,,,32.0,,,,,,,,
2020-04-08 15:40:00,,,,,,,,,,,,,,,36.36959507980066,,,32.0,,,,,,,,
2020-04-08 15:50:00,,,,,,,,,,,,,,,37.38266616606202,,,32.0,,,,,,,,
2020-04-08 16:00:00,,,,,,,,,,,,,,,35.17883738364068,,,32.0,,,,,,,,
2020-04-08 16:10:00,,,,,,,,,,,,,,,37.29313336020954,,,32.0,,,,41.45420200111853,,,,
2020-04-08 16:20:00,,,,,,,,,,,,,,,38.826537346800706,,,32.0,,,37.60597554688664,47.77664462361626,,,,
2020-04-08 16:30:00,,,,,,,,26.001228816768684,,,39.99923299032308,,,,36.75404333944872,,,32.0,,49.27305831468068,48.262969386267955,45.834143634534634,,,,
2020-04-08 16:40:00,,,,,,,,,,,41.165614115549275,,,,37.424463615267896,,,,48.51949942170108,48.27199938392157,50.47023300367582,45.22026548570186,,,,
2020-04-08 16:50:00,,,,,,,,,,,,,,,38.790844114188104,,,,49.579167590835546,,48.022501159220134,42.83737961622744,,,,
2020-04-08 17:00:00,,,,,,,,,,,,,,,35.505861571145175,,,,,,53.28837873859553,38.83310117988136,,,,
2020-04-08 17:10:00,,,,,,,,,,,,,,,,,,,,,48.340146551324395,42.207474608894145,,,,
2020-04-08 17:20:00,,,,,,,,,,,,,,,,,,,,,51.74991316776639,43.74827487549279,,,,
2020-04-08 17:30:00,,,,,,,,,,,,,,,,,,,,,49.39075267640232,43.8128401130012,,,,
2020-04-08 17:40:00,,,,,,,,,,,,69.19916909263458,,,,,,,,,47.459489064602565,52.044692082742365,,,,
2020-04-08 17:50:00,,,,,,,,,,,,97.30377428445284,,,,,,,,,44.36331181870069,,,,,
2020-04-08 18:00:00,,,,,,,,,,,,,,,,,,,,,46.13352369330328,,,,,
2020-04-08 18:10:00,,,,,,,,,,,,,,,,,,,,,43.544417403774325,,,,,
2020-04-08 18:20:00,,,,,,,,,,,,,,,,,,,,,44.24117589342314,,,,,
2020-04-08 18:30:00,,,,,,,,,,,,,,,,,,,,,44.33955884844802,,,,,
2020-04-08 18:40:00,,,,,,,,,,,,,,,,,,,,,42.55926898485737,,,,,
2020-04-08 18:50:00,,,,,,,,,,,,,,,,,,,,,45.304931602063114,,,,,
2020-04-08 19:00:00,,,,,,,,,,,,,,,,,,,,,42.75515711620442,,,,,
2020-04-08 19:10:00,,,,,,,,,,,,,,,,,,,,,44.090416109110095,,,,,
2020-04-08 19:20:00,,,,,,,,,,,,,,,,,,,,,47.74477719544098,98.58297203610813,,,,
2020-04-08 19:30:00,,,,,,,,,,,,,,,,,,,,,49.745374729011296,43.786505929538095,,,,
2020-04-08 19:40:00,,,,,,,,,,,,,,,,,,,,,47.600144034487094,41.7537767575473,,,,
2020-04-08 19:50:00,,,,,,,,,,,,,,,,,,,,47.02856699905363,45.45109947180799,43.07927672446936,,,,
2020-04-08 20:00:00,,,,,,,,,,,,,,,,,,,,48.360825083293285,1146.6545989130616,45.709857733577444,,,,
2020-04-08 20:10:00,,,,,,,,,,,,,,,,,,,,49.46152401530302,45.739587902773046,40.851214924241866,,,,
2020-04-08 20:20:00,,,,,,,,,,,,,,,,,,,,50.42196499144253,47.216337107593965,46.41065088157107,,,,
2020-04-08 20:30:00,,,,,,,,,,,,,,,,,,,,50.41481172602392,45.492891991404896,44.08772124395721,,,,
2020-04-08 20:40:00,,,,,,,,,,,,,,,,,,,,52.97311719493352,46.652402862184104,46.383728097404976,,,,
2020-04-08 20:50:00,,,,,,,,,,,,,,,,,,,,49.18263816508771,46.04500553870875,46.7389276521048,,,,
2020-04-08 21:00:00,,,,,,,,,,,,,,,,,,,,49.47158668398003,44.385824512782996,45.81890092825236,,,,
2020-04-08 21:10:00,,,,,,,,,,,,,,,,,,,,49.839219901694314,42.17930490222785,47.50894383102249,,,,
2020-04-08 21:20:00,,,,,,,,,,,,,,,,,,,,52.82355674771772,45.93355967582338,530.2584643735697,,,,
2020-04-08 21:30:00,,,,,,,,,,,,,,,,,,,,50.03945084450241,40.731585606515374,46.611366022157476,,,,
2020-04-08 21:40:00,,,,,,,,,,,,,,,,,,,,51.671568756194574,47.51050056345027,46.59779947346974,,,,
2020-04-08 21:50:00,,,,,,,,,,,,,,,,,,,,49.83593109671344,42.35825870865933,43.103211125948036,,,,
2020-04-08 22:00:00,,,,,,,,,,,,,,,,,,,,50.30038234845233,43.70730769366828,43.16341476120483,,,,
2020-04-08 22:10:00,,,,,,,,,,,,,,,,,,,,52.02257704466548,44.409618452350934,41.34719157099161,,,,
2020-04-08 22:20:00,,,,,,,,,,,,,,,,,,,,51.787859281087705,43.41201773179677,42.102558107323816,,,,
2020-04-08 22:30:00,,,,,,,,,,,,,,,,,,,,49.727456059349926,47.31670878262352,39.76822581220009,,,,
2020-04-08 22:40:00,,,,,,,,,,,,,,,,,,,,51.765641366380386,43.15734652127858,46.19423014574152,,,,
2020-04-08 22:50:00,,,,,,,,,,,,,,,,,,,,53.78539186484997,46.566827828772404,44.56942532381985,,,,
2020-04-08 23:00:00,,,,,,,,,,,,,,,,,,,,48.88588745721487,47.77344091835258,42.921532448158395,,,,
2020-04-08 23:10:00,,,,,,,,,,,,,,,,,,,,51.19405289364254,46.208093479427966,44.242527676225684,,,,
2020-04-08 23:20:00,,,,,,,,,,,,,,,,,,,,50.236371187991104,41.89894433277222,41.97276722366777,,,,
2020-04-08 23:30:00,,,,,,,,,,,,,,,,,,,,562.9705187538267,48.14139020389883,47.65110962415474,,,,
2020-04-08 23:40:00,,,,,,,,,,,,,,,,,,,,49.65637286324031,48.54291112254537,45.604589413435924,,,,
2020-04-08 23:50:00,,,,,,,,,,,,,,,,,,,,52.34259453449558,44.60505236300242,49.10892780861646,,,,
2020-04-09 00:00:00,,,,,,,,,,,,,,,,,,,,52.0398080747514,674.4947034778656,45.653520348125134,,,,
2020-04-09 00:10:00,,,,,,,,,,,,,,,,,,,,54.29406864512524,44.34829733856182,47.68213464728334,,,,
2020-04-09 00:20:00,,,,,,,,,,,,,,,,,,,,53.01747506048332,42.2845591456135,46.32538076902954,,,,
2020-04-09 00:30:00,,,,,,,,,,,,,,,,,,,,50.68790535328811,44.965805973383034,46.807634101087245,,,,
2020-04-09 00:40:00,,,,,,,,,,,,,,,,,,,,50.50695936596815,45.922569434814406,45.808559338425404,,,,
2020-04-09 00:50:00,,,,,,,,,,,,,,,,,,,,646.6557360624947,45.79382707988032,47.98926053808845,,,,
2020-04-09 01:00:00,,,,,,,,,,,,,,,,,,,,54.345838983614435,44.36806309921381,48.072513924980754,,,,
2020-04-09 01:10:00,,,,,,,,,,,,,,,,,,,,49.334959328440725,43.314624949655894,42.29031801910581,,,,
2020-04-09 01:20:00,,,,,,,,,,,,,,,,,,,,53.910811267724114,1056.9090694148565,43.5380541975962,,,,
2020-04-09 01:30:00,,,,,,,,,,,,,,,,,,,,51.270929043669575,48.26636495574507,47.956066712259954,,,,
2020-04-09 01:40:00,,,,,,,,,,,,,,,,,,,,49.9475358905466,44.277042229023245,43.806656651414535,,,,
2020-04-09 01:50:00,,,,,,,,,,,,,,,,,,,,50.042787876836,46.570052452115384,47.151568311793405,,,,
2020-04-09 02:00:00,,,,,,,,,,,,,,,,,,,,50.555991051390365,45.55815013601853,42.12570197216496,,,,
2020-04-09 02:10:00,,,,,,,,,,,,,,,,,,,,52.14064720203785,46.05087445372315,944.732191513107,,,,
2020-04-09 02:20:00,,,,,,,,,,,,,,,,,,,,51.054426475478174,47.4058012969637,49.140626799701366,,,,
2020-04-09 02:30:00,,,,,,,,,,,,,,,,,,,,50.388249962010725,826.8090935253322,650.791051160522,,,,
2020-04-09 02:40:00,,,,,,,,,,,,,,,,,,,,51.74198847734911,48.31737456589882,48.37593194242737,,,,
2020-04-09 02:50:00,,,,,,,,,,,,,,,,,,,,51.802715935442656,48.80431150615542,50.19597250246687,,,,
2020-04-09 03:00:00,,,,,,,,,,,,,,,,,,,,53.681846740841685,45.63776080312332,48.089919029953506,,,,
2020-04-09 03:10:00,,,,,,,,,,,,,,,,,,,,53.14174858265604,45.10206231163493,48.52448021112176,,,,
2020-04-09 03:20:00,,,,,,,,,,,,,,,,,,,,51.19062798016543,42.973285751269685,49.11352773475024,,,,
2020-04-09 03:30:00,,,,,,,,,,,,,,,,,,,,100.15558037979936,46.23308975430894,47.260176613446006,,,,
2020-04-09 03:40:00,,,,,,,,,,,,,,,,,,,,53.88528349400378,46.156241156227395,43.241435000087,,,,
2020-04-09 03:50:00,,,,,,,,,,,,,,,,,,,,54.507639092154406,43.75734880641365,47.710853071531105,,,,
2020-04-09 04:00:00,,,,,,,,,,,,,,,,,,,,53.30026976698705,44.679001712512296,326.539483656173,,,,
2020-04-09 04:10:00,,,,,,,,,,,,,,,,,,,,52.41438555420538,45.7561202398069,43.665090267813355,,,,
2020-04-09 04:20:00,,,,,,,,,,,,,,,,,,,,53.733610834052925,49.06567443044388,41.847142333485365,,,,
2020-04-09 04:30:00,,,,,,,,,,,,,,,,,,,,51.46755208977993,46.164423189588966,48.081063378364576,,,,
2020-04-09 04:40:00,,,,,,,,,,,,,,,,,,,,52.095296302643746,48.8630532003031,53.71440943459601,,,,
2020-04-09 04:50:00,,,,,,,,,,,,,,,,,,,,53.10209317853735,47.72673875420568,47.23560156206935,,,,
2020-04-09 05:00:00,,,,,,,,,,,,,,,,,,,,52.94744719107447,50.04448726863348,46.70494619239889,,,,
2020-04-09 05:10:00,,,,,,,,,,,,,,,,,,,,612.5555247918401,44.065980038236106,52.52221394078796,,,,
2020-04-09 05:20:00,,,,,,,,,,,,,,,,,,,,51.78174103126224,47.52987924864061,49.63182911449296,,,,
2020-04-09 05:30:00,,,,,,,,,,,,,,,,,,,,54.54818913013732,43.94635946322647,49.316871673344224,,,,
2020-04-09 05:40:00,,,,,,,,,,,,,,,,,,,,50.27016142565178,350.85873433468413,50.02839405881911,,,,
2020-04-09 05:50:00,,,,,,,,22.6031398807456,,,,,,,,,,,,54.48075382910533,950.5177651618393,51.085193826118896,,,,
2020-04-09 06:00:00,,,,,,,,,,,,,,,,,,,,56.532302953254536,49.079221320414,52.44615315433336,,,,
2020-04-09 06:10:00,,,,,,,,,,,,,,,,,,,,58.96147143861249,42.3234070572581,51.53344362092991,,,,
2020-04-09 06:20:00,,,,,,,,,,61.058082146790746,,,,,,,,,,53.00595090528592,47.3241681116502,46.54541973797676,,,,
2020-04-09 06:30:00,,,,,,,,,,41.77222072438235,,,,,,,,,,56.182999250246134,43.44518183164878,48.53256673432495,,,,
2020-04-09 06:40:00,,,,,,,,,,,,,,,,,,,,54.068891975738076,48.91626911758589,42.210290701695634,,,,
2020-04-09 06:50:00,,,,,,,,,,,,,,,,,,,,51.34543201886635,47.03526119786312,728.8694930467701,,,,
2020-04-09 07:00:00,,,,,,,,,,,,,,,,,,,,74.37487404682696,51.7199424858255,47.346814538443276,,,,
2020-04-09 07:10:00,,,,,,,,,,,,,,,,,,,,,489.88104089131934,43.500831569278354,,,,
2020-04-09 07:20:00,,,,,,,,,,,,,,,,,,,,,48.76587440154961,44.51552512213386,,,,
2020-04-09 07:30:00,,,,,,,,,,,,,,,,,,,,,52.04652097481315,48.331180426373365,,,,
2020-04-09 07:40:00,,,,,,,,,,,,,,,,,,,,,50.91210551686054,51.50105294649514,,,,
2020-04-09 07:50:00,,,,,,,,,,,,,,,,,,,,,49.02557574987143,50.7933305658716,,,,
2020-04-09 08:00:00,,,,,,,,,,,,,,,,,,,,,47.20048658437196,51.09597279993771,,,,
2020-04-09 08:10:00,,,,,,,,,,,,,,,,,,,,,49.519256286174794,51.1451545455589,,,,
2020-04-09 08:20:00,,,,,,,,,,,,,,,,,,,,,51.09930958674472,54.485502736613725,,,,
2020-04-09 08:30:00,,,,,,,,,,,,,,,,,,,,,46.94322521118078,58.963855234703296,,,,
2020-04-09 08:40:00,,,,,,,,,,,,,,,,,,,,,48.44623543202776,51.12261102414255,,,,
2020-04-09 08:50:00,,,,,,,,,,,,,,,,,,,,,46.861579055470436,341.7866141131932,,,,
2020-04-09 09:00:00,,,,,,,,,,,,,,,,,,,,,48.49764472111883,47.77188729008917,,,,
2020-04-09 09:10:00,,,,,,,,,,,,,,,,,,,,,619.9776893383103,49.31812894653859,,,,
2020-04-09 09:20:00,,,,,,,,,,,,,,,,,,,,,45.217457978830296,47.63668553201273,,,,
2020-04-09 09:30:00,,,,,,,,,,,,,,,,,,,,,48.228389455040045,47.84662376256168,,,,
2020-04-09 09:40:00,,,,,,,,,,,,,,,,,,,,,53.44635075990187,44.73764615171562,,,,
2020-04-09 09:50:00,,,,,,,,,,,,,,,,,,,,,1015.2917113641713,49.27899472051722,,,,
2020-04-09 10:00:00,,,,,,,,,,,,,,,,,,,,,47.47951021808569,45.68719458714678,,,,
2020-04-09 10:10:00,,,,,,,,,,,,,,,,,,,,,51.4843649073675,54.20264737339612,,,,
2020-04-09 10:20:00,,,,,,,,,,,,,,,,,,,,,50.768422742403395,615.9979297232877,42.527005139042025,,,
2020-04-09 10:30:00,,,,,,,,,,,,,,,,,26.873182341221927,,,,50.119732709263076,52.31691878628779,,,,
2020-04-09 10:40:00,,,,,,,,,,,,,,,,,24.84718517362091,,,,49.60322489595094,49.55112358063502,,,,
2020-04-09 10:50:00,,,,,,,,,,,,,,,,,,,,,51.85511948833604,51.93021025113746,,,,
2020-04-09 11:00:00,,,,,,,,,,,,,,,,,,,,,46.00610103159378,50.41721119579006,,,,
2020-04-09 11:10:00,,,,,,,,,,,,,,,,,,,,,47.603835366551905,50.61890764403023,,,,
2020-04-09 11:20:00,,,,,,,,,,,,,,,,,,,,,50.01350911945686,52.13266905004645,,,,
2020-04-09 11:30:00,,,,,,,,,,,,,,,,,,,,,50.7252927457469,54.19811182190558,,,,
2020-04-09 11:40:00,,,,,,,,,,,,,,,,,,,,,54.31247969472626,53.52018078039534,,,,
2020-04-09 11:50:00,,,,,,,,,,,,,,,,,,,,,47.12576210044956,50.813115299953864,,,,
2020-04-09 12:00:00,,,,,,,,,,,,,,,,,,,,,50.296253305870565,53.45008516583349,,,,
2020-04-09 12:10:00,,,,,,,,,,,,,,,,,,,,,38.72487102027299,46.48939274162832,,,,
2020-04-09 12:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 12:30:00,,,,,,,,,,,,59.83852650728901,,,,,,,,,,,,,,
2020-04-09 12:40:00,,,,,,,,,,,,63.96091747894458,,,,,,,,,,,,,,
2020-04-09 12:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 13:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 13:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 13:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 13:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 14:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 14:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 14:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 14:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 15:10:00,,,,,,,,,,,,,,,,,30.442660511299387,,,,,,,,,
2020-04-09 15:20:00,,,,,,,,,,,,,,,,,30.810048145907125,,,,,,,,,
2020-04-09 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 15:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 15:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 16:00:00,,,,,,,,,,,35.71260071963124,,,,,,,,,,,,,,,
2020-04-09 16:10:00,,,,,,,,,,,51.00335682757789,,,,,,,,,,,,,,,
2020-04-09 16:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,
