Timestamp,mobile-8,mobile-9,mobile-6,mobile-11,mobile-5,mobile-47,mobile-12,mobile-46,mobile-10,mobile-7,mobile-21,mobile-44,mobile-49,mobile-1,mobile-23,mobile-40,mobile-36,mobile-14,mobile-31,mobile-13,static-12,static-9
2020-04-06 05:00:00,,20.0,22.0,19.0,18.0,18.0,18.0,15.0,30.0,,,,,,,,,48.0,48.0,,18.991,19.868
2020-04-06 05:10:00,,24.0,21.0,21.0,16.0,17.0,17.0,16.0,29.0,,,,,,,,,48.0,47.0,,18.941,19.887999999999998
2020-04-06 05:20:00,,23.0,20.0,19.0,17.0,16.0,20.0,16.0,27.0,,,,,,,,,48.0,46.0,,18.872,19.334
2020-04-06 05:30:00,,25.0,20.0,24.0,18.0,18.0,18.0,18.0,32.0,,,,,,,,,46.0,47.0,,19.725,19.717
2020-04-06 05:40:00,,25.0,21.0,21.0,15.0,16.0,513.9860424132073,18.0,30.0,,,,,,,,,46.0,51.0,,19.777,18.559
2020-04-06 05:50:00,,24.0,22.0,21.0,17.0,18.0,19.0,20.0,31.0,,,,,,,,,46.0,51.0,,19.612000000000002,19.938
2020-04-06 06:00:00,,22.0,20.0,23.0,17.0,16.0,18.0,17.0,30.0,,,,,,,,,46.0,46.0,,19.928,19.07
2020-04-06 06:10:00,,28.0,20.0,23.0,18.0,19.0,20.0,16.0,28.0,,,,,,,,,47.0,49.0,,19.256,19.269000000000002
2020-04-06 06:20:00,,22.0,21.0,24.0,15.0,16.0,18.0,18.0,32.0,,,,,,,,,46.0,48.0,,19.971,18.945
2020-04-06 06:30:00,,,27.0,22.0,16.0,,19.0,18.0,26.0,,,,,,,,,46.0,49.0,,19.146,19.658
2020-04-06 06:40:00,,,20.0,21.0,16.0,,18.0,18.0,30.0,,,,,,,,,,,,19.994,19.89
2020-04-06 06:50:00,,,,20.0,16.0,,16.0,20.0,28.0,,,,,,,,,,,,19.799,18.797
2020-04-06 07:00:00,,,,19.0,16.0,,648.7320754185766,21.0,32.0,,,,,,,,,,,,18.102,19.942999999999998
2020-04-06 07:10:00,,,,21.0,20.0,,16.0,19.0,32.0,,,,,,,,,,,,18.67,19.908
2020-04-06 07:20:00,,,,21.0,15.0,,16.0,18.0,30.0,,,,,,,,,,,,19.276,19.964000000000002
2020-04-06 07:30:00,,,,21.0,18.0,,15.0,16.0,31.0,,,,,,,,,,,,19.96,19.175
2020-04-06 07:40:00,,,,21.0,16.0,,16.0,20.0,493.20307540098236,,,,,,,,,,,,19.49,18.662
2020-04-06 07:50:00,,,,20.0,18.0,,18.0,17.0,,,,,,,,,,,,,19.123,19.617
2020-04-06 08:00:00,,,,19.0,17.0,,17.0,16.0,,,,52.0,,,,,,,,,18.933,19.977
2020-04-06 08:10:00,,,,25.0,16.0,,19.0,17.0,,,,58.0,,,,,,,,,19.862000000000002,19.528
2020-04-06 08:20:00,,,,18.0,16.0,,16.0,18.0,,,,56.0,,,,,,,,,19.403,19.612000000000002
2020-04-06 08:30:00,,,,21.0,17.0,,18.0,16.0,,,,52.0,,,,,,,,,19.309,19.872
2020-04-06 08:40:00,,,,21.0,17.0,,18.0,20.0,,,,58.0,,,,,,,,,19.988,19.093
2020-04-06 08:50:00,,,,21.0,17.0,,16.0,18.0,,,,50.0,,,,,,,,,19.843,19.227999999999998
2020-04-06 09:00:00,,,,19.0,14.0,,18.0,18.0,,,,56.0,,,,,,,,,19.238,19.843
2020-04-06 09:10:00,,,,22.0,18.0,,18.0,20.0,,,,56.0,,,,,,,,,19.789,19.921
2020-04-06 09:20:00,,,,21.0,17.0,,17.0,19.0,,,,54.0,,,,,,,,,19.805999999999997,17.988
2020-04-06 09:30:00,,,,21.0,14.0,,20.0,18.0,,,,56.0,,,,,,,,,19.942,19.976
2020-04-06 09:40:00,,,,24.0,16.0,,16.0,18.0,,,,52.0,,,,,,,,,19.982,18.475
2020-04-06 09:50:00,,,,22.0,18.0,,18.0,18.0,,,,56.0,,,,,,,,,19.756,19.724
2020-04-06 10:00:00,,,,22.0,19.0,,24.0,18.0,,,,52.0,,,,,,,,,19.518,19.713
2020-04-06 10:10:00,,,,22.0,19.0,,,18.0,,,,54.0,,,,,,,,,19.053,19.398
2020-04-06 10:20:00,,,,19.0,18.0,,,17.0,,,,46.0,,,,,,,,,19.939,19.779
2020-04-06 10:30:00,,,,17.0,17.0,,,17.0,,,,58.0,,,,,,,,,19.516,19.805999999999997
2020-04-06 10:40:00,,,,20.0,18.0,,,19.0,,,,54.0,,,,,,,,,19.275,19.812
2020-04-06 10:50:00,,,,19.0,19.0,,,16.0,,,,54.0,,,,,,,,,19.919,18.680999999999997
2020-04-06 11:00:00,,,,20.0,18.0,,,21.0,,,,50.0,,,,,,,,,18.891,19.942999999999998
2020-04-06 11:10:00,,,,20.0,15.0,,,16.0,,,,58.0,,,,,,,,,19.035999999999998,19.885
2020-04-06 11:20:00,,,,21.0,22.0,,,19.0,,,,52.0,,,,,,,,,19.775,19.607
2020-04-06 11:30:00,,,,20.0,16.0,,,17.0,,,,54.0,,,,,,,,,19.834,19.94
2020-04-06 11:40:00,,,,22.0,18.0,,,20.0,,,,56.0,,,,,,,,,19.726,19.932000000000002
2020-04-06 11:50:00,,,,20.0,17.0,,,,,,,52.0,,,,,,,,,19.925,19.840999999999998
2020-04-06 12:00:00,,,,20.0,15.0,,,,,,,56.0,,,,,42.0,,,,19.977999999999998,19.674
2020-04-06 12:10:00,,,,22.0,14.0,,,,,,,54.0,,,,,49.0,,,,19.663,19.773
2020-04-06 12:20:00,,,,19.0,20.0,,,,,,,52.0,,,,,49.0,,,51.0,19.828,19.73
2020-04-06 12:30:00,39.705,,,22.0,19.0,,,,,,,56.0,,,,,46.0,49.0,,53.0,19.801,19.305
2020-04-06 12:40:00,42.611,,,641.1126761605598,14.0,,,,,,,54.0,,,,,45.0,45.0,,49.0,19.009,19.121
2020-04-06 12:50:00,47.599,,,30.0,,,,,,,,50.0,,,,,46.0,46.0,,48.0,18.97,19.459
2020-04-06 13:00:00,42.596,,,20.0,,,,,,,,64.0,,,,,44.0,45.0,,,19.975,19.793
2020-04-06 13:10:00,43.499,,,18.0,,,,,,,,52.0,,,,,47.0,46.0,,,19.305,19.371
2020-04-06 13:20:00,43.401,,,,,,,,,,,783.3120399570134,,,,,46.0,47.0,,,19.903,19.077
2020-04-06 13:30:00,,,,,,,,,,,,50.0,,,,,45.0,1257.6027626155678,,,19.724,19.867
2020-04-06 13:40:00,,,,,,,,,,,,54.0,,,,,46.0,46.0,,,18.771,19.46
2020-04-06 13:50:00,,,,,,,,,,,,56.0,,,,,48.0,45.0,,,19.33,19.793
2020-04-06 14:00:00,,,,,,,,,,,,54.0,,,,,47.0,44.0,,,19.88,19.654
2020-04-06 14:10:00,,,,,,,,,,,,48.0,,,,,49.0,,,,19.882,19.9
2020-04-06 14:20:00,,,,,,,,,,,,56.0,,,,,47.0,,,,19.935,19.701
2020-04-06 14:30:00,,,,,,,,,,,,64.0,,,,,47.0,,,,19.918,19.893
2020-04-06 14:40:00,,,,,,,,,,,,56.0,,,,,48.0,,,,19.548,19.199
2020-04-06 14:50:00,,,,,,,,,,,,52.0,,,,,46.0,,,,19.949,19.808
2020-04-06 15:00:00,,,,,,,,,,,,60.0,,,,,45.0,,,,19.583,19.903
2020-04-06 15:10:00,,,,,,,17.0,,,,,56.0,,,,,46.0,,,,19.958,19.541
2020-04-06 15:20:00,,,,,,,22.0,,,,,52.0,,,,,48.0,,,,19.410999999999998,19.9
2020-04-06 15:30:00,,,,,,,18.0,,,,,56.0,,,,,47.0,,,,19.896,19.152
2020-04-06 15:40:00,,,,,,,17.0,,,,,58.0,,,,,1134.2162914248838,,,,19.715999999999998,19.797
2020-04-06 15:50:00,,,,,,,19.0,,,,,68.0,,,,,48.0,,,,19.961,19.542
2020-04-06 16:00:00,,,,,,,18.0,,,,,62.0,,,,,46.0,,,,19.925,19.683
2020-04-06 16:10:00,,,,,14.0,,503.35082646382034,,,,,52.0,,,,,51.0,,,,19.631,19.986
2020-04-06 16:20:00,,,22.0,,14.0,,16.0,,,,,54.0,16.0,,,,49.0,,,,19.502,19.796
2020-04-06 16:30:00,,,22.0,21.0,18.0,,17.0,,,,,50.0,19.0,,,,45.0,,,,19.452,19.448
2020-04-06 16:40:00,,20.0,22.0,21.0,20.0,,16.0,16.0,,,,54.0,16.0,,,,46.0,,47.0,47.0,19.923,19.123
2020-04-06 16:50:00,,24.0,22.0,20.0,13.0,,20.0,115.0,,,,,,,,,55.0,,47.0,52.0,19.495,19.865
2020-04-06 17:00:00,,23.0,23.0,21.0,17.0,,17.0,18.0,30.0,,,,,,,,47.0,,45.0,53.0,19.592,19.68
2020-04-06 17:10:00,,24.0,23.0,19.0,16.0,15.0,17.0,18.0,33.0,,,,,,,,46.0,49.0,44.0,45.0,19.914,19.108
2020-04-06 17:20:00,,23.0,22.0,26.0,18.0,17.0,19.0,17.0,29.0,,,,,,,,,47.0,48.0,,19.883,19.348
2020-04-06 17:30:00,,23.0,22.0,20.0,18.0,19.0,19.0,18.0,28.0,,,,,,,,,47.0,46.0,,19.463,19.412
2020-04-06 17:40:00,,25.0,22.0,20.0,15.0,18.0,19.0,16.0,33.0,,,,,,,,,48.0,47.0,,19.948,19.962
2020-04-06 17:50:00,,24.0,24.0,19.0,17.0,15.0,16.0,18.0,29.0,,,,,,,,,48.0,44.0,,19.874000000000002,19.567
2020-04-06 18:00:00,,24.0,23.0,23.0,16.0,15.0,20.0,17.0,30.0,,,,,,,,,46.0,47.0,,19.622,19.574
2020-04-06 18:10:00,,22.0,23.0,22.0,18.0,16.0,20.0,16.0,32.0,,,,,,,,,47.0,44.0,,19.807000000000002,18.993
2020-04-06 18:20:00,,22.0,23.0,21.0,19.0,18.0,17.0,20.0,29.0,,,,,,,,,46.0,46.0,,19.846,19.797
2020-04-06 18:30:00,,24.0,23.0,21.0,19.0,16.0,20.0,19.0,28.0,,,,,,,,,48.0,666.1388389833583,,19.39,19.579
2020-04-06 18:40:00,,24.0,23.0,21.0,18.0,16.0,19.0,18.0,29.0,,,,,,,,,46.0,47.0,,19.545,19.641
2020-04-06 18:50:00,,25.0,23.0,22.0,16.0,17.0,19.0,18.0,32.0,,,,,,,,,46.0,46.0,,19.184,19.753
2020-04-06 19:00:00,,23.0,23.0,22.0,18.0,15.0,17.0,17.0,31.0,,,,,,,,,46.0,51.0,,19.694000000000003,18.702
2020-04-06 19:10:00,,23.0,24.0,20.0,16.0,16.0,17.0,16.0,27.0,,,,,,,,,46.0,47.0,,19.896,19.906
2020-04-06 19:20:00,,25.0,22.0,20.0,17.0,20.0,16.0,18.0,30.0,,,,,,,,,45.0,46.0,,19.264,19.803
2020-04-06 19:30:00,,24.0,22.0,26.0,16.0,16.0,18.0,18.0,27.0,,,,,,,,,46.0,50.0,,19.942999999999998,19.992
2020-04-06 19:40:00,,25.0,23.0,20.0,16.0,14.0,16.0,21.0,31.0,,,,,,,,,46.0,45.0,,19.793,18.887
2020-04-06 19:50:00,,23.0,24.0,21.0,14.0,17.0,16.0,18.0,32.0,,,,,,,,,50.0,49.0,,19.463,19.528
2020-04-06 20:00:00,,25.0,22.0,21.0,15.0,16.0,18.0,18.0,37.0,,,,,,,,,46.0,48.0,,19.09,19.983
2020-04-06 20:10:00,,697.157758278339,22.0,20.0,18.0,16.0,18.0,17.0,31.0,,,,,,,,,48.0,49.0,,19.909000000000002,18.648
2020-04-06 20:20:00,,25.0,23.0,21.0,16.0,14.0,17.0,16.0,27.0,,,,,,,,,1001.0165694861447,48.0,,19.143,19.861
2020-04-06 20:30:00,,24.0,22.0,19.0,20.0,17.0,17.0,17.0,31.0,,,,,,,,,50.0,46.0,,20.0,19.331
2020-04-06 20:40:00,,23.0,22.0,19.0,16.0,18.0,18.0,20.0,30.0,,,,,,,,,45.0,46.0,,19.768,19.584
2020-04-06 20:50:00,,25.0,22.0,21.0,19.0,18.0,16.0,1095.9564903634803,31.0,,,,,,,,,46.0,47.0,,19.16,19.754
2020-04-06 21:00:00,,25.0,22.0,21.0,17.0,16.0,18.0,19.0,27.0,,,,,,,,,46.0,46.0,,19.954,19.879
2020-04-06 21:10:00,,25.0,23.0,21.0,18.0,17.0,18.0,64.0,30.0,,,,,,,,,46.0,44.0,,19.229,19.656
2020-04-06 21:20:00,,26.0,22.0,20.0,24.0,18.0,18.0,20.0,28.0,,,,,,,,,44.0,47.0,,18.967,19.676
2020-04-06 21:30:00,,23.0,22.0,20.0,21.0,18.0,20.0,19.0,32.0,,,,,,,,,46.0,50.0,,19.79,19.964000000000002
2020-04-06 21:40:00,,24.0,22.0,23.0,18.0,16.0,16.0,18.0,32.0,,,,,,,,,49.0,48.0,,19.747,19.637999999999998
2020-04-06 21:50:00,,23.0,21.0,23.0,15.0,15.0,18.0,24.0,31.0,,,,,,,,,49.0,47.0,,19.838,19.83
2020-04-06 22:00:00,,23.0,22.0,22.0,17.0,16.0,22.0,17.0,29.0,,,,,,,,,46.0,50.0,,19.391,19.197
2020-04-06 22:10:00,,24.0,22.0,24.0,17.0,17.0,20.0,18.0,30.0,,,,,,,,,46.0,47.0,,19.924,19.914
2020-04-06 22:20:00,,25.0,24.0,21.0,18.0,16.0,16.0,18.0,30.0,,,,,,,,,48.0,47.0,,19.605999999999998,19.941
2020-04-06 22:30:00,,26.0,22.0,20.0,16.0,16.0,16.0,19.0,30.0,,,,,,,,,50.0,45.0,,18.855999999999998,19.682000000000002
2020-04-06 22:40:00,,22.0,22.0,18.0,19.0,15.0,18.0,19.0,31.0,,,,,,,,,50.0,46.0,,19.980999999999998,18.829
2020-04-06 22:50:00,,27.0,22.0,22.0,15.0,21.0,16.0,20.0,28.0,,,,,,,,,48.0,44.0,,19.887,19.375
2020-04-06 23:00:00,,25.0,548.5543269982453,23.0,18.0,18.0,16.0,16.0,35.0,,,,,,,,,47.0,49.0,,19.134,19.934
2020-04-06 23:10:00,,23.0,21.0,22.0,16.0,16.0,17.0,16.0,32.0,,,,,,,,,47.0,45.0,,19.166,19.095
2020-04-06 23:20:00,,25.0,23.0,25.0,18.0,18.0,20.0,15.0,30.0,,,,,,,,,46.0,46.0,,19.053,19.596
2020-04-06 23:30:00,,24.0,22.0,23.0,15.0,19.0,18.0,18.0,31.0,,,,,,,,,48.0,46.0,,19.329,18.925
2020-04-06 23:40:00,,27.0,23.0,23.0,18.0,16.0,16.0,20.0,32.0,,,,,,,,,45.0,49.0,,19.134,18.832
2020-04-06 23:50:00,,22.0,25.0,22.0,17.0,18.0,16.0,19.0,30.0,,,,,,,,,48.0,44.0,,19.912,18.84
2020-04-07 00:00:00,,24.0,24.0,24.0,17.0,18.0,20.0,21.0,27.0,,,,,,,,,45.0,46.0,,19.872,19.792
2020-04-07 00:10:00,,25.0,22.0,21.0,18.0,16.0,18.0,17.0,35.0,,,,,,,,,46.0,48.0,,19.604,19.719
2020-04-07 00:20:00,,24.0,738.1067354301426,21.0,20.0,17.0,19.0,16.0,38.0,,,,,,,,,46.0,47.0,,19.959,19.63
2020-04-07 00:30:00,,25.0,21.0,23.0,16.0,16.0,15.0,16.0,32.0,,,,,,,,,45.0,46.0,,19.965,18.76
2020-04-07 00:40:00,,25.0,20.0,22.0,16.0,16.0,19.0,16.0,29.0,,,,,,,,,46.0,47.0,,19.699,19.977
2020-04-07 00:50:00,,23.0,23.0,24.0,18.0,18.0,16.0,16.0,28.0,,,,,,,,,48.0,45.0,,18.852999999999998,19.779
2020-04-07 01:00:00,,22.0,24.0,26.0,15.0,18.0,20.0,18.0,27.0,,,,,,,,,48.0,45.0,,19.753,19.994
2020-04-07 01:10:00,,28.0,23.0,21.0,19.0,16.0,18.0,17.0,33.0,,,,,,,,,47.0,46.0,,19.672,19.124000000000002
2020-04-07 01:20:00,,22.0,22.0,20.0,18.0,16.0,19.0,16.0,26.0,,,,,,,,,48.0,48.0,,18.914,18.863
2020-04-07 01:30:00,,24.0,22.0,23.0,18.0,20.0,16.0,16.0,28.0,,,,,,,,,47.0,49.0,,19.645,19.7
2020-04-07 01:40:00,,23.0,22.0,18.0,18.0,19.0,225.20796296002618,18.0,26.0,,,,,,,,,47.0,49.0,,19.989,19.874000000000002
2020-04-07 01:50:00,,28.0,24.0,21.0,18.0,17.0,19.0,17.0,33.0,,,,,,,,,48.0,45.0,,19.917,19.947
2020-04-07 02:00:00,,22.0,23.0,18.0,19.0,18.0,18.0,88.0,30.0,,,,,,,,,48.0,46.0,,19.816,18.971
2020-04-07 02:10:00,,24.0,22.0,25.0,20.0,18.0,19.0,18.0,28.0,,,,,,,,,47.0,47.0,,19.813,18.866
2020-04-07 02:20:00,,26.0,22.0,21.0,16.0,19.0,17.0,17.0,31.0,,,,,,,,,47.0,46.0,,19.855999999999998,19.847
2020-04-07 02:30:00,,26.0,23.0,18.0,14.0,15.0,23.0,21.0,29.0,,,,,,,,,46.0,47.0,,19.802,19.858
2020-04-07 02:40:00,,22.0,22.0,26.0,17.0,14.0,18.0,18.0,32.0,,,,,,,,,45.0,50.0,,19.924,19.717
2020-04-07 02:50:00,,23.0,21.0,21.0,17.0,17.0,19.0,32.0,31.0,,,,,,,,,47.0,48.0,,19.95,19.982
2020-04-07 03:00:00,,25.0,22.0,20.0,18.0,16.0,18.0,18.0,30.0,,,,,,,,,50.0,48.0,,19.96,19.566
2020-04-07 03:10:00,,26.0,21.0,24.0,18.0,17.0,17.0,18.0,30.0,,,,,,,,,49.0,47.0,,19.734,19.918
2020-04-07 03:20:00,,25.0,21.0,21.0,15.0,16.0,17.0,17.0,30.0,,,,,,,,,47.0,48.0,,19.72,19.961
2020-04-07 03:30:00,,23.0,23.0,22.0,16.0,19.0,20.0,18.0,29.0,,,,,,,,,48.0,47.0,,19.951,19.04
2020-04-07 03:40:00,,24.0,26.0,19.0,15.0,17.0,18.0,19.0,29.0,,,,,,,,,49.0,46.0,,19.542,19.574
2020-04-07 03:50:00,,24.0,23.0,20.0,16.0,18.0,18.0,20.0,34.0,,,,,,,,,46.0,47.0,,18.715,19.422
2020-04-07 04:00:00,,22.0,22.0,19.0,22.0,16.0,20.0,18.0,26.0,,,,,,,,,45.0,47.0,,19.762999999999998,19.423
2020-04-07 04:10:00,,25.0,22.0,26.0,15.0,18.0,17.0,18.0,37.0,,,,,,,,,46.0,45.0,,19.707,19.784000000000002
2020-04-07 04:20:00,,22.0,22.0,20.0,18.0,17.0,18.0,18.0,29.0,,,,,,,,,46.0,45.0,,19.964000000000002,19.820999999999998
2020-04-07 04:30:00,,23.0,23.0,23.0,16.0,18.0,20.0,20.0,31.0,,,,,,,,,45.0,46.0,,19.243,19.852
2020-04-07 04:40:00,,25.0,21.0,25.0,18.0,17.0,18.0,17.0,30.0,,,,,,,,,48.0,46.0,,19.739,19.698
2020-04-07 04:50:00,,22.0,22.0,20.0,16.0,18.0,20.0,1263.7807800959986,30.0,,,,,,,,,47.0,47.0,,19.137999999999998,19.413
2020-04-07 05:00:00,,22.0,22.0,23.0,16.0,16.0,20.0,19.0,32.0,,,,,,,,,45.0,46.0,,19.793,19.535
2020-04-07 05:10:00,,24.0,21.0,20.0,18.0,17.0,18.0,17.0,27.0,,,,,,,,,47.0,45.0,,19.537,19.612000000000002
2020-04-07 05:20:00,,22.0,21.0,23.0,18.0,17.0,17.0,19.0,31.0,,,,,,,,,48.0,45.0,,19.623,19.066
2020-04-07 05:30:00,,23.0,22.0,21.0,16.0,16.0,22.0,20.0,30.0,,,,,,,,,45.0,46.0,,19.499000000000002,19.593
2020-04-07 05:40:00,,27.0,22.0,22.0,16.0,16.0,19.0,18.0,29.0,,,,,,,,,44.0,46.0,,857.436,18.797
2020-04-07 05:50:00,,23.0,22.0,21.0,14.0,17.0,18.0,19.0,29.0,,,,,,,,,48.0,46.0,,19.581,19.65
2020-04-07 06:00:00,,25.0,23.0,19.0,21.0,16.0,18.0,19.0,34.0,,,,,,,,,46.0,46.0,,18.735,19.785999999999998
2020-04-07 06:10:00,,24.0,22.0,24.0,16.0,14.0,20.0,18.0,31.0,,,,,,,,,46.0,42.0,,19.053,19.185
2020-04-07 06:20:00,,25.0,21.0,20.0,18.0,18.0,18.0,19.0,28.0,,,,,,,,,46.0,,,19.877,19.837
2020-04-07 06:30:00,,25.0,23.0,20.0,16.0,16.0,18.0,16.0,5.0,,,,,,,,,,,,17.750999999999998,19.844
2020-04-07 06:40:00,,25.0,22.0,20.0,18.0,19.0,19.0,18.0,,,,,,,,,,,,,19.497,19.236
2020-04-07 06:50:00,,25.0,23.0,19.0,15.0,15.0,18.0,22.0,,,,,,,,,,,,,19.665,19.765
2020-04-07 07:00:00,,26.0,21.0,20.0,18.0,,16.0,17.0,,,,,,,,,,,,,19.602,19.500999999999998
2020-04-07 07:10:00,,24.0,22.0,22.0,15.0,,16.0,17.0,,,,,,,,,,,,,19.508,19.980999999999998
2020-04-07 07:20:00,,22.0,22.0,19.0,18.0,,16.0,20.0,,,,,,,,,,,,,19.682000000000002,19.86
2020-04-07 07:30:00,,25.0,21.0,18.0,16.0,,15.0,19.0,,,,,,,,,,,,,19.564,19.997
2020-04-07 07:40:00,,22.0,24.0,20.0,17.0,,19.0,,,,,,,,,,,,,,19.658,19.985
2020-04-07 07:50:00,,22.0,21.0,20.0,15.0,,18.0,,,,,,,,,,,,,,19.866,18.929000000000002
2020-04-07 08:00:00,,20.0,23.0,18.0,,,16.0,,,,,,,,,,,,,,18.465,19.882
2020-04-07 08:10:00,41.056999999999995,22.0,22.0,22.0,,,17.0,,,,,,,,,,,,,,19.487000000000002,19.157
2020-04-07 08:20:00,,25.0,22.0,21.0,,,14.0,,,,,52.0,,,,,,,,,19.596,19.910999999999998
2020-04-07 08:30:00,,25.0,23.0,21.0,,,16.0,,,,,52.0,,,,,,,,,18.896,19.476
2020-04-07 08:40:00,,28.0,22.0,20.0,,,15.0,,,,,54.0,,,,,,,,,19.680999999999997,19.625
2020-04-07 08:50:00,,27.0,22.0,20.0,,,18.0,,,,,50.0,,,,,,,,,19.7,18.925
2020-04-07 09:00:00,,25.0,22.0,22.0,,,16.0,,,,,56.0,,,,,,,,,19.820999999999998,19.725
2020-04-07 09:10:00,,22.0,22.0,19.0,,,18.0,,,,,48.0,,,,,,,,,19.904,19.784000000000002
2020-04-07 09:20:00,,22.0,22.0,21.0,,,16.0,,,,,48.0,,,,,,,,,19.968,18.945
2020-04-07 09:30:00,,25.0,21.0,21.0,,,17.0,,,,,52.0,,,,,,,,,19.545,19.4
2020-04-07 09:40:00,,23.0,22.0,21.0,,,16.0,,,,,60.0,,,,,,,,,19.261,19.475
2020-04-07 09:50:00,,24.0,22.0,20.0,,,16.0,,,,,64.0,,,,,,,,,18.86,19.988
2020-04-07 10:00:00,,24.0,21.0,18.0,,,22.0,,,,,56.0,,,,,,,,,19.588,19.160999999999998
2020-04-07 10:10:00,,24.0,22.0,23.0,,,15.0,,,,,52.0,,,,,,,,,19.262,19.539
2020-04-07 10:20:00,,23.0,22.0,22.0,,,,,,,,54.0,,,,,,,,,19.957,19.852
2020-04-07 10:30:00,,23.0,22.0,22.0,,,,,,,,60.0,,,,,,,,,19.840999999999998,19.756
